"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"1835";"Gymnobelideus_leadbeateri";17,7787226000003;0,549857400000008;18,3285800000003;11;4865;91;20,9239075111852;24,6159556494141;0,00112426951482798;0,00128835288994544;18,32858;181,155052803979;"Diprotodontia";"Petauridae";"Gymnobelideus";"leadbeateri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";127;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";18624,7369732861;"Gymnobelideus leadbeateri"
"4188";"Prolemur_simus";17,3807724017415;0,53754966190953;17,918322063651;12;4883;96;18,3717728264142;21,8421622509766;0,000155187472880772;0,000198680842338926;17,123625;92,775807756817;"Primates";"Lemuridae";"Prolemur";"simus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2350;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";65186,5794065013;"Prolemur simus"
"5258";"Tomopeas_ravus";16,6194903104788;22,9507247144707;39,5702150249494;13;51;14;42,9629737144495;45,4104187207031;0,000274298730659902;0,000364084306339739;39,570215;89,9366182061396;"Chiroptera";"Molossidae";"Tomopeas";"ravus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5,6;"Reported";"Meng, F., et al. 2016. Bats: Body mass index, forearm mass index, blood glucose levels and SLC2A2 genes for diabetes. Scientific Reports 6:29960.";NA;NA;"Occurs on mainland";"EN";"No";0;0;100;"Estimated Expert Species";"Gregorin, R. 2003. Comparative morphology of the tongue in free-tailed bats (Chiroptera, Molossidae). Iheringia, Série Zoologia 93:213-221.";288683,423085934;"Tomopeas ravus"
"4668";"Santamartamys_rufodorsalis";13,2083168637057;0,40850464526925;13,616821508975;14;5050;174;14,9512033084825;15,5076125548565;1,83890010046774e-06;2,6276946420487e-06;13,616815;86,8294714568684;"Rodentia";"Echimyidae";"Santamartamys";"rufodorsalis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";144,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Santamartamys rufodorsalis"
"1310";"Diceros_bicornis";13,1170024654854;0,40568048862326;13,5226829541087;15;5056;178;23,917532513787;25,1559031103516;0,000567695764295958;0,000731544290595642;13,483985;94,8571105547933;"Perissodactyla";"Rhinocerotidae";"Diceros";"bicornis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1180510,9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";8315945,05857223;"Diceros bicornis"
"73";"Ailurus_fulgens";13,041;18,009;31,05;16;81;24;31,3492609586609;35,5342193603516;0,000357699000396378;0,000458135103004849;31,05;93,0208128965872;"Carnivora";"Ailuridae";"Ailurus";"fulgens";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4900;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";782238,952878015;"Ailurus fulgens"
"2347";"Lipotes_vexillifer";13,0368107185;0,4032003315;13,44001105;17;5062;181;15,522556715189;17,7372852325439;0,000100127451511848;0,000133972475051772;13,44;92,9093603155548;"Cetartiodactyla";"Iniidae";"Lipotes";"vexillifer";0;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";83500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";0;"Lipotes vexillifer"
"2480";"Makalata_obscura";13,0143057034108;0,40250430010549;13,4168100035163;18;5063;183;14,5090169400326;15,1219259269869;1,21014056868725e-06;1,73550610921701e-06;13,41681;86,8223535002572;"Rodentia";"Echimyidae";"Makalata";"obscura";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";108;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";98;0;2;"Imputed 000 Species";"PHYLACINE 1.2";0;"Makalata obscura"
"584";"Capromys_garridoi";12,7245278956735;0,393542099866193;13,1180699955397;19;5071;190;14,9719574465884;15,0886063927472;3,72713541524984e-06;5,27161492932258e-06;13,11787;86,8740646167038;"Rodentia";"Echimyidae";"Capromys";"garridoi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1250;"Reported";"Bottoto-Paez R, Mancina CA. Maniferos en Cuba (2011)";NA;NA;"Occurs only on isolated islands";"CR";"No";81;18;1;"Imputed 000 Species";"PHYLACINE 1.2";0;"Capromys pilorides"
"5";"Abrocoma_boliviensis";12,4546076480314;0,385194050970045;12,8398016990015;20;5075;208;15,5908769772831;17,2887204336548;2,60190527516271e-05;3,58480069864162e-05;12,373175;86,9819661567484;"Rodentia";"Abrocomidae";"Abrocoma";"boliviensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";158;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Abrocoma boliviensis"
"3966";"Phyllomys_unicolor";11,9868380515897;0,370726950049166;12,3575650016388;21;5090;242;13,3131796779856;13,2829540176041;5,8421401486211e-07;8,47764923661515e-07;12,357565;86,8179043054365;"Rodentia";"Echimyidae";"Phyllomys";"unicolor";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";439;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";18624,7369732861;"Phyllomys unicolor"
"3960";"Phyllomys_mantiqueirensis";11,856304859;0,366689841;12,2229947;22;5098;250;13,4314878356447;13,2780992625552;6,32360435345214e-07;9,19584993067596e-07;12,221735;86,8185967106843;"Rodentia";"Echimyidae";"Phyllomys";"mantiqueirensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";207;"Reported";"University of California Publications in Zoology 132: 1-118 (2003)";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Estimated Expert Species";"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.";46561,8424332152;"Phyllomys mantiqueirensis"
"2669";"Mesocapromys_nanus";11,7066566976274;0,3620615473493;12,0687182449767;23;5106;264;13,3801357705446;12,4605838228685;2,28419341088282e-06;3,29093125101716e-06;11,470815;86,8717402143715;"Rodentia";"Echimyidae";"Mesocapromys";"nanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";414,9;"Assumed isometric based on bone size";"Bottoto-Paez R, Mancina CA. Maniferos en Cuba (2011)";"Mesocapromys_nanus";"Bottoto-Paez R, Mancina CA. Maniferos en Cuba (2011)";"Occurs only on isolated islands";"CR";"No";93;6;1;"Imputed 000 Species";"PHYLACINE 1.2";18624,7369732861;"Mesocapromys nanus"
"2670";"Mesocapromys_sanfelipensis";11,7045213216377;0,36199550479292;12,0665168264307;24;5107;265;13,3859536857768;12,3371884933721;2,26569354203886e-06;3,24136696854137e-06;11,491815;86,8717893920425;"Rodentia";"Echimyidae";"Mesocapromys";"sanfelipensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";550;"Reported";"Bottoto-Paez R, Mancina CA. Maniferos en Cuba (2011)";NA;NA;"Occurs only on isolated islands";"CR";"No";93;6;1;"Imputed 000 Species";"PHYLACINE 1.2";0;"Mesocapromys sanfelipensis"
"3746";"Pattonomys_punctatus";11,6772396364358;0,361151741333065;12,0383913777688;25;5111;268;13,6877218804634;13,1986577549401;1,03157740938068e-06;1,48940090939665e-06;12,03803;86,8253508343337;"Rodentia";"Echimyidae";"Pattonomys";"punctatus";1;0;0;0;"Imputed";"PHYLACINE 1.2";264,8;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"DD";"No";100;0;0;"Estimated Expert Species";"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.";0;"Pattonomys punctatus"
"4559";"Rhinopoma_macinnesi";11,2372670841626;0,347544342809153;11,5848114269718;26;5121;315;25,9305152588822;25,8380699414062;0,0004005345070299;0,000521223287546653;11,58419;91,5218913916995;"Chiroptera";"Rhinopomatidae";"Rhinopoma";"macinnesi";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,6;"Assumed isometric based on forearm length";"Bulletin of the British Museum. Zoology 32: 29-43 (1977)";"Rhinopoma_hardwickii";"Bulletin of the British Museum of Natural History 32: 29-43 (1977)";"Occurs on mainland";"DD";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";0;"Rhinopoma macinnesi"
"734";"Cheirogaleus_sibreei";10,1112024000005;0,312717600000015;10,4239200000005;27;5158;396;12,8825356525344;15,4358967504883;6,77525857728682e-05;8,82555288113674e-05;9,68347;92,7303531889899;"Primates";"Cheirogaleidae";"Cheirogaleus";"sibreei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";285,5;"Assumed isometric based on skull size";"International Journal of Primatology 21: 943-962 (2000)";"Cheirogaleus_crossleyi";"International Journal of Primatology 21: 943-962 (2000)";"Occurs only on isolated islands";"CR";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Cheirogaleus sibreei"
"3226";"Myrmecobius_fasciatus";10,0966719;13,9430231;24,039695;28;142;54;24,9034400215884;38,113050625;0,00574603845328834;0,00597872502050372;24,039695;181,229495462185;"Dasyuromorphia";"Myrmecobiidae";"Myrmecobius";"fasciatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";471,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";93123,6848664304;"Myrmecobius fasciatus"
"4062";"Platanista_gangetica";10,0884;13,9316;24,02;29;143;55;24,5065965702614;29,2982818603516;0,000277536387122512;0,000363827654322803;24,02;92,9637695078031;"Cetartiodactyla";"Platanistidae";"Platanista";"gangetica";0;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";115000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";968486,322610876;"Platanista gangetica"
"4110";"Pongo_abelii";10,0531506541268;0,31092218517918;10,364072839306;30,5;5159,5;400,5;7,6865928224425;10,4320270019531;0,000108134863946483;0,000132826885717865;3,058075;91,2181680800892;"Primates";"Hominidae";"Pongo";"abelii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";56750;"Reported";"Journal of Human Evolution 32: 523-559 (2002)";NA;NA;"Occurs on large land bridge islands";"CR";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";130373,158813003;"Pongo abelii"
"4111";"Pongo_pygmaeus";10,0531506541268;0,31092218517918;10,364072839306;30,5;5159,5;400,5;7,6865928224425;10,4320270019531;0,000108134861943988;0,000132826885803184;3,058075;91,2181680800892;"Primates";"Hominidae";"Pongo";"pygmaeus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";57150;"Reported";"Journal of Human Evolution 32: 523-559 (2002)";NA;NA;"Occurs on large land bridge islands";"CR";"No";80;10;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";623928,688605083;"Pongo pygmaeus"
"2296";"Lepilemur_tymerlachsoni";9,92578224138852;0,306982955919233;10,2327651973078;32;5166;408;10,1331285762149;13,5614261254883;5,46982449364712e-05;7,11937759451585e-05;5,688965;92,7259824729892;"Primates";"Lepilemuridae";"Lepilemur";"tymerlachsoni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";880;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"CR";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";9312,36848664304;"Lepilemur tymerlachsoni"
"851";"Congosorex_phillipsorum";8,98199644934338;0,277793704618868;9,25979015396224;33;5195;465;14,7384972063471;17,2005968457031;0,000148207724931841;0,000190599302756272;7,79876;92,4829613574001;"Eulipotyphla";"Soricidae";"Congosorex";"phillipsorum";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";7,9;"Reported";"Journal of Zoology 265: 269-280 (2005)";NA;NA;"Occurs on mainland";"CR";"No";0;2;98;"Imputed 000 Species";"PHYLACINE 1.2";18624,7369732861;"Congosorex phillipsorum"
"4595";"Rhynchocyon_chrysopygus";8,97207581666724;12,3900094611119;21,3620852777792;34;202;65;31,1918225258298;42,775525625;0,00371776818636636;0,00436739313497779;21,362085;106,857895541074;"Macroscelidea";"Macroscelididae";"Rhynchocyon";"chrysopygus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";540;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";46561,8424332152;"Rhynchocyon chrysopygus"
"4473";"Rhinoceros_sondaicus";8,64623889058712;0,267409450224344;8,91364834081146;35;5201;498;20,228103763787;20,4821315551758;0,000442879549021201;0,000569969825170047;8,04504;94,8545679506088;"Perissodactyla";"Rhinocerotidae";"Rhinoceros";"sondaicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1750000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Rhinoceros sondaicus"
"1554";"Eulemur_mongoz";8,63945057816469;0,267199502417465;8,90665008058216;36;5202;500;10,7352555177694;11,9375116094971;4,65851755401531e-05;6,06840957222218e-05;8,90665;92,7590504030183;"Primates";"Lemuridae";"Eulemur";"mongoz";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1350;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";55874,2109198582;"Eulemur mongoz"
"1859";"Hapalemur_aureus";8,52624634899895;0,26369834069069;8,78994468968964;37;5206;515;11,4724038548549;13,2490580316162;7,39781667622067e-05;9,61297961664383e-05;8,788915;92,7684620451038;"Primates";"Lemuridae";"Hapalemur";"aureus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1450;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"CR";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Hapalemur aureus"
"5134";"Tapirus_indicus";8,51791443290586;11,76283421687;20,2807486497759;38;240;69;20,8224131487076;27,1597112207031;0,000776845210126522;0,000978268099171684;13,955045;94,8523812330646;"Perissodactyla";"Tapiridae";"Tapirus";"indicus";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";296250;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";679802,899524942;"Tapirus indicus"
"4054";"Plagiodontia_aedium";8,49056880000489;11,7250712000068;20,2156400000116;39;248;70;15,4468176174527;15,6104743870568;5,23325995960113e-06;7,42187047538118e-06;13,52529;86,8773990679129;"Rodentia";"Echimyidae";"Plagiodontia";"aedium";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2630;"Reported";"Hansford, J., et al. 2012. Taxonomy-testing and the “Goldilocks Hypothesis”: morphometric analysis of species diversity in living and extinct Hispaniolan hutias. Systematics and Biodiversity 10:491-507.";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";74498,9478931443;"Plagiodontia aedium"
