"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"208";"Anthops_ornatus";0,00053525983441935;10,7046614285526;10,705196688387;2224;328;380;12,2178593578195;13,6022073745728;2,13955985660358e-05;2,95702921102509e-05;10,68886;90,846476122449;"Chiroptera";"Hipposideridae";"Anthops";"ornatus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";148997,895786289;"Anthops ornatus"
"5398";"Vampyrum_spectrum";0,04271638394;10,63637960106;10,679095985;1417;329;381;15,6893936572983;17,0323596770477;1,57994079813511e-05;2,22313397153972e-05;10,678655;89,5150613985594;"Chiroptera";"Phyllostomidae";"Vampyrum";"spectrum";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";167,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";10;80;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";6583844,52005663;"Vampyrum spectrum"
"1412";"Elaphodus_cephalophus";0,04267034;10,62491466;10,667585;1418;330;382;11,0573259049625;13,1115621075439;2,11012697351549e-05;2,84097575681403e-05;10,57261;91,6794962853713;"Cetartiodactyla";"Cervidae";"Elaphodus";"cephalophus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";33500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2356029,22712069;"Elaphodus cephalophus"
"3616";"Osgoodomys_banderanus";0,00053009275;10,60132490725;10,601855;2225;331;383;10,8228484702482;12,2847772235727;1,67645652632961e-06;2,36983745352742e-06;10,601855;77,0323822105985;"Rodentia";"Cricetidae";"Osgoodomys";"banderanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";50;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";70;0;30;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";325932,897032506;"Osgoodomys banderanus"
"1145";"Ctenomys_mendocinus";0,000529357751182494;10,5866256658987;10,5871550236499;2226;332;384;11,3885524691131;13,5452971755409;5,51394424771004e-06;7,68352795315319e-06;10,58319;86,8236995489624;"Rodentia";"Ctenomyidae";"Ctenomys";"mendocinus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";123,5;"Reported";"Journal of Biogeography 34: 1439-1454 (2007)";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";223496,843679433;"Ctenomys mendocinus"
"3347";"Neotoma_cinerea";0,000527221750000004;10,5439077782501;10,5444350000001;2227;333;387;11,211219252434;13,7676845073318;4,93366916130852e-06;6,96394709350012e-06;10,544435;77,1554709029326;"Rodentia";"Cricetidae";"Neotoma";"cinerea";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";299,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4404750,29418216;"Neotoma cinerea"
"1622";"Fukomys_zechi";0,0005266015;10,5315033985;10,53203;2228;334;388;13,3719168040023;13,7575321524048;6,30136771863389e-05;8,57846830981064e-05;10,53203;87,6274273846682;"Rodentia";"Bathyergidae";"Fukomys";"zechi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";223,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";74498,9478931443;"Fukomys zechi"
"1887";"Hemigalus_derbyanus";0,04229443256162;10,5313137078434;10,573608140405;1421;335;385;13,6955723330685;12,731124335022;5,4496102153871e-05;7,20878765052832e-05;9,48429;93,023314544675;"Carnivora";"Viverridae";"Hemigalus";"derbyanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2322,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2123220,01495461;"Hemigalus derbyanus"
"838";"Coleura_afra";0,0005250480325;10,5004356019675;10,50096065;2229;336;389;11,227161117538;10,9028488644409;2,4329987175057e-05;3,35557819678631e-05;5,225985;90,2986475047162;"Chiroptera";"Emballonuridae";"Coleura";"afra";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";10,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4544435,8214818;"Coleura afra"
"1919";"Heteromys_irroratus";0,000524348;10,486435652;10,48696;2230;337;391;12,2298886099083;17,0243315942383;7,67327346135953e-05;0,000100926956037557;10,48696;87,1520106028126;"Rodentia";"Heteromyidae";"Heteromys";"irroratus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";50;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";959173,954124233;"Heteromys irroratus"
"2551";"Martes_pennanti";0,00052425175;10,48451074825;10,485035;2231;338;392;12,0768788963013;13,5874926512527;2,77116660483612e-05;3,73284222288719e-05;10,485035;92,8898781675527;"Carnivora";"Mustelidae";"Martes";"pennanti";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;100;0;"Reported 000 Species";"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.";5186989,24706017;"Martes pennanti"
"4755";"Selevinia_betpakdalaensis";0,000523681500033134;10,4731063191627;10,4736300006627;2232;339;394;14,5666951591182;17,3883097192383;0,000130864625199042;0,000171024666812544;10,47363;88,1764617930029;"Rodentia";"Gliridae";"Selevinia";"betpakdalaensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";28;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";484243,161305438;"Selevinia betpakdalaensis"
"1882";"Hemibelideus_lemuroides";0,041909023;10,435346727;10,47725575;1423;340;393;15,1011371872986;17,941757824707;0,000598144409128171;0,000691121927949141;10,04467;181,139602743955;"Diprotodontia";"Pseudocheiridae";"Hemibelideus";"lemuroides";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";952,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";46561,8424332152;"Hemibelideus lemuroides"
"1660";"Galidia_elegans";0,000520659926805934;10,4126778761919;10,4131985361187;2233;341;397;12,7136386858308;15,025989022522;7,28101417217324e-05;9,56172840497515e-05;10,41081;92,9874355102041;"Carnivora";"Eupleridae";"Galidia";"elegans";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";800;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";10;80;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";381807,107952364;"Galidia elegans"
"1836";"Gymnuromys_roberti";0,0005205655;10,4107894345;10,41131;2234;342;399;11,1864356386604;14,3178277168274;1,72212155289125e-05;2,3695001502022e-05;10,41131;78,1288911275939;"Rodentia";"Nesomyidae";"Gymnuromys";"roberti";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";97,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";96;0;4;"Imputed 000 Species";"PHYLACINE 1.2";260746,317626005;"Gymnuromys roberti"
