"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"4910";"Spalacopus_cyanus";0,000273906000000492;5,47784609400984;5,47812000000984;2617;896;1018;8,06215139678064;9,80007403858185;5,0868560169547e-06;7,17182107321053e-06;5,47812;86,8780931709827;"Rodentia";"Octodontidae";"Spalacopus";"cyanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";127,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Spalacopus cyanus"
"4911";"Spalax_arenarius";3,85246260000007;5,3200674000001;9,17253000000017;123;931;477;12,7067802323844;15,2502137754822;5,56667295817741e-05;7,67855317884923e-05;9,17253;82,2634424481221;"Rodentia";"Spalacidae";"Spalax";"arenarius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";520;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";46561,8424332152;"Spalax arenarius"
"4912";"Spalax_ehrenbergi";0,000407422250304771;8,14803758384511;8,14844500609541;2340;495;562;12,3035139109558;15,3608380899048;5,7920541632556e-05;7,92948956826858e-05;8,148445;82,2608027482422;"Rodentia";"Spalacidae";"Spalax";"ehrenbergi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";176;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";903299,743204375;"Nannospalax ehrenbergi"
"4913";"Spalax_giganteus";0,000200801772581975;4,01583464986692;4,0160354516395;2947;1347;1544;9,00423717286061;7,94831340240478;2,80545558064194e-05;3,8836804220206e-05;3,97957;82,2581488243869;"Rodentia";"Spalacidae";"Spalax";"giganteus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";603;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";83811,3163797873;"Spalax giganteus"
"4914";"Spalax_graecus";0,0226050453134343;5,62865628304514;5,65126132835857;1554;868;988;10,1240556827812;10,5527484502411;3,75284292313857e-05;5,19716436691146e-05;5,6505;82,2579178374207;"Rodentia";"Spalacidae";"Spalax";"graecus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";325;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";148997,895786289;"Spalax graecus"
"4915";"Spalax_leucodon";0,000260360564017087;5,20695091977772;5,20721128034174;2662;954;1097;10,9022854704797;10,0468917554092;4,12549739559221e-05;5,65109897208438e-05;5,207015;82,2599390439033;"Rodentia";"Spalacidae";"Spalax";"leucodon";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";178;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";903299,743204375;"Nannospalax leucodon"
"4916";"Spalax_microphthalmus";0,000201551263352733;4,03082371579131;4,03102526705466;2943;1340;1539;8,99136398436854;7,5461899912262;2,73371134514438e-05;3,77783589483308e-05;4,02244;82,2576374738467;"Rodentia";"Spalacidae";"Spalax";"microphthalmus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";470;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1015048,16504409;"Spalax microphthalmus"
"4917";"Spalax_nehringi";0,000250678118930115;5,01331170048338;5,01356237860231;2699;1007;1153;10,8118551927019;9,95663360649109;4,00670852520165e-05;5,48868772372218e-05;4,97551;82,2600747101698;"Rodentia";"Spalacidae";"Spalax";"nehringi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";176;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";884675,006231088;"Nannospalax xanthodon"
"4918";"Spalax_uralensis";0,0141292247301204;3,51817695779998;3,5323061825301;1638;1585;1810;8,9848318117495;8,36519938774109;3,03188983031968e-05;4,15948990875259e-05;3,525235;82,2583175844624;"Rodentia";"Spalacidae";"Spalax";"uralensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";360,9;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";242121,580652719;"Spalax uralensis"
"4919";"Spalax_zemni";0,17937580312993;3,40814025946867;3,5875160625986;1032;1646;1783;8,94507152206696;7,21471957668304;2,71703948995406e-05;3,73519032675809e-05;3,587495;82,2574257811696;"Rodentia";"Spalacidae";"Spalax";"zemni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";287,5;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"VU";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";279371,054599291;"Spalax zemni"
"4920";"Speothos_venaticus";0,02287235544;5,69521650456;5,71808886;1551,5;850,5;972,5;6,96237395749933;9,05138413513184;6,74331499271439e-05;8,50708731370942e-05;5,06111;93,0861937197736;"Carnivora";"Canidae";"Speothos";"venaticus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";6000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";12953504,5649205;"Speothos venaticus"
"4921";"Spermophilopsis_leptodactylus";0,0008564845;17,1288335155;17,12969;2034;91;107;19,3993653794167;26,9263856884766;0,000134666290115014;0,000178296181625998;17,12969;87,0200171154176;"Rodentia";"Sciuridae";"Spermophilopsis";"leptodactylus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";600;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1769350,01246218;"Spermophilopsis leptodactylus"
"4922";"Spermophilus_alashanicus";2,70405223298294e-06;0,0540783406074258;0,0540810446596587;5469,5;5397,5;5469,5;1,35216758802846;0,312194717877638;8,85836505950795e-08;1,21940433980073e-07;0,05406;86,7105883536272;"Rodentia";"Sciuridae";"Spermophilus";"alashanicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";208;"Reported";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";810176,058337944;"Spermophilus alashanicus"
"4923";"Spermophilus_brevicauda";2,34055659487069e-05;0,468087913408189;0,468111318974137;5315;4962;5229;1,62990520778501;1,02623826922044;2,91694512083672e-07;3,99586616111014e-07;0,46811;86,7118053790088;"Rodentia";"Sciuridae";"Spermophilus";"brevicauda";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";289,5;"Reported";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";875362,637744445;"Spermophilus brevicauda"
"4924";"Spermophilus_citellus";0,0175564204417706;0,333571988393641;0,351128408835412;1598;5132;5346;1,7822584108701;1,05780800895527;3,24519968714967e-07;4,48267869433592e-07;0,351105;86,7116995009432;"Rodentia";"Sciuridae";"Spermophilus";"citellus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";290;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";847425,532284516;"Spermophilus citellus"
"4925";"Spermophilus_dauricus";0,000126349000000246;2,52685365100491;2,52698000000491;3586;2262;2542;3,45834641580968;3,91146569131613;1,44224708069776e-06;1,97187641031065e-06;2,52698;86,7154374978563;"Rodentia";"Sciuridae";"Spermophilus";"dauricus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";161,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1834536,59186868;"Spermophilus dauricus"
"4926";"Spermophilus_erythrogenys";1,5835285e-05;0,316689864715;0,3167057;5411;5153;5373;1,58032485908222;0,833103892084211;2,08625488440042e-07;2,8775537104448e-07;0,31667;86,7112233364774;"Rodentia";"Sciuridae";"Spermophilus";"erythrogenys";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";355;"Reported";"Journal of Mammalogy 89: 852-873 (2008)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2672649,75566655;"Spermophilus erythrogenys"
"4927";"Spermophilus_fulvus";2,23475072375e-05;0,446927797242763;0,44695014475;5333;4996;5254;1,59978936102456;1,0379110928157;2,65968442014592e-07;3,67033196733375e-07;0,446945;86,7113002555308;"Rodentia";"Sciuridae";"Spermophilus";"fulvus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";596;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2970645,54723913;"Spermophilus fulvus"
"4928";"Spermophilus_major";4,28127533831e-05;0,856212254908617;0,856255067662;4933,5;4329,5;4635,5;2,8171536405162;2,30445012311965;8,25620449420041e-07;1,13810767162461e-06;0,856195;86,7159012716515;"Rodentia";"Sciuridae";"Spermophilus";"major";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";786;"Assumed isometric based on head-body length";"Journal of Mammalogy 89: 852-873 (2008)";"Urocitellus_parryii";"Journal of Mammalogy 89: 852-873 (2008)";"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1042985,27050402;"Spermophilus major"
"4929";"Spermophilus_musicus";0,007093180021007;1,76620182523074;1,77329500525175;1765;2993;3276;3,23117688697721;3,54369662027121;1,29980093469614e-06;1,79418747485281e-06;1,773295;86,716019001029;"Rodentia";"Sciuridae";"Spermophilus";"musicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";316,9;"Assumed isometric based on head-body length";"Journal of Mammalogy 89: 852-873 (2008)";"Poliocitellus_franklinii";"Journal of Mammalogy 89: 852-873 (2008)";"Occurs on mainland";"NT";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";46561,8424332152;"Spermophilus musicus"
"4930";"Spermophilus_pallidicauda";2,70405223298294e-06;0,0540783406074258;0,0540810446596587;5469,5;5397,5;5469,5;1,35216758802846;0,312194717877638;8,61007435178459e-08;1,219544184759e-07;0,05406;86,7105883536272;"Rodentia";"Sciuridae";"Spermophilus";"pallidicauda";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";439,5;"Assumed isometric based on head-body length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Spermophilus_brevicauda";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Occurs on mainland";"LC";"No";71;10;19;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1350293,43056324;"Spermophilus pallidicauda"
"4931";"Spermophilus_pygmaeus";4,28127533831e-05;0,856212254908617;0,856255067662;4933,5;4329,5;4635,5;2,8171536405162;2,30445012311965;8,25806936552552e-07;1,13810212327581e-06;0,856195;86,7159012716515;"Rodentia";"Sciuridae";"Spermophilus";"pygmaeus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";136;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2402591,0695539;"Spermophilus pygmaeus"
"4932";"Spermophilus_ralli";1,16570000000035e-05;0,23312834300007;0,23314000000007;5439;5225;5423;1,45273779637241;0,593108406276293;1,47620498240641e-07;1,96433121384285e-07;0,23314;86,7106646913051;"Rodentia";"Sciuridae";"Spermophilus";"ralli";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";347,5;"Reported";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";111748,421839716;"Spermophilus ralli"
"4933";"Spermophilus_relictus";1,23790000000003e-05;0,247567621000005;0,247580000000005;5433;5211;5412;1,46283688312847;0,668152855291162;1,52579065742397e-07;2,08474208066586e-07;0,24758;86,7110306714114;"Rodentia";"Sciuridae";"Spermophilus";"relictus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";600;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";381807,107952364;"Spermophilus relictus"
"4934";"Spermophilus_suslicus";0,0041111400079126;1,02367386197024;1,02778500197815;1866;4083;4385;2,31818229380042;2,18458859269738;6,74451595478961e-07;9,30397620381351e-07;1,027785;86,7118846372835;"Rodentia";"Sciuridae";"Spermophilus";"suslicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";252;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1164046,06083038;"Spermophilus suslicus"
"4935";"Spermophilus_taurensis";1,87256917706e-05;0,374495109720229;0,374513835412;5381;5086;5326;1,7822584108701;1,05780800895527;3,24531921333124e-07;4,48270877700109e-07;0,351105;86,7116995009432;"Rodentia";"Sciuridae";"Spermophilus";"taurensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";200,7;"Reported";"Molecular Phylogenetics and Evolution 43: 916-935 (2007)";NA;NA;"Occurs on mainland";"LC";"No";71;10;19;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";83811,3163797873;"Spermophilus taurensis"
