"";"species";"HEDGE_rank";"HEDGE";"conservation_classification"
"4604";"Tapirus_pinchaque";281;1,95032657;"5 Law & policy"
"3517";"Piliocolobus_waldronae";282;1,948908899;"1 Land/water protection"
"3518";"Piliocolobus_waldronae";282;1,948908899;"2 Land/water management"
"3519";"Piliocolobus_waldronae";282;1,948908899;"3 Species management"
"3522";"Piliocolobus_waldronae";282;1,948908899;"5 Law & policy"
"4946";"Uromys_porculus";283;1,942415482;"None"
"4944";"Uromys_emmae";284;1,942274922;"None"
"2493";"Microcebus_jollyae";285;1,94160172;"None"
"305";"Avahi_unicolor";286;1,934995886;"1 Land/water protection"
"306";"Avahi_unicolor";286;1,934995886;"2 Land/water management"
"1329";"Eulemur_collaris";287;1,932712974;"1 Land/water protection"
"1330";"Eulemur_collaris";287;1,932712974;"2 Land/water management"
"1331";"Eulemur_collaris";287;1,932712974;"3 Species management"
"3498";"Piliocolobus_preussi";288;1,929555481;"1 Land/water protection"
"3499";"Piliocolobus_preussi";288;1,929555481;"2 Land/water management"
"3500";"Piliocolobus_preussi";288;1,929555481;"3 Species management"
"3503";"Piliocolobus_preussi";288;1,929555481;"5 Law & policy"
"2966";"Nomascus_gabriellae";289;1,920965128;"1 Land/water protection"
"2968";"Nomascus_gabriellae";289;1,920965128;"2 Land/water management"
"2969";"Nomascus_gabriellae";289;1,920965128;"3 Species management"
"2972";"Nomascus_gabriellae";289;1,920965128;"4 Education & awareness"
"2975";"Nomascus_gabriellae";289;1,920965128;"5 Law & policy"
"2718";"Myosorex_kihaulei";290;1,917795326;"1 Land/water protection"
"2719";"Myosorex_kihaulei";290;1,917795326;"2 Land/water management"
"3011";"Nomascus_siki";291;1,907056151;"1 Land/water protection"
"3013";"Nomascus_siki";291;1,907056151;"2 Land/water management"
"3014";"Nomascus_siki";291;1,907056151;"3 Species management"
"3017";"Nomascus_siki";291;1,907056151;"4 Education & awareness"
"3019";"Nomascus_siki";291;1,907056151;"5 Law & policy"
"3976";"Pygathrix_nigripes";292;1,886690095;"1 Land/water protection"
"3978";"Pygathrix_nigripes";292;1,886690095;"2 Land/water management"
"3979";"Pygathrix_nigripes";292;1,886690095;"3 Species management"
"3982";"Pygathrix_nigripes";292;1,886690095;"4 Education & awareness"
"3983";"Pygathrix_nigripes";292;1,886690095;"5 Law & policy"
"1893";"Lepilemur_randrianasoloi";293;1,880412118;"None"
"1068";"Dactylopsila_tatei";294;1,863233185;"None"
"3964";"Pygathrix_nemaeus";295;1,860132297;"1 Land/water protection"
"3966";"Pygathrix_nemaeus";295;1,860132297;"2 Land/water management"
"3967";"Pygathrix_nemaeus";295;1,860132297;"3 Species management"
"3972";"Pygathrix_nemaeus";295;1,860132297;"4 Education & awareness"
"3973";"Pygathrix_nemaeus";295;1,860132297;"5 Law & policy"
"2534";"Miniopterus_robustior";296;1,852939623;"None"
"140";"Alouatta_pigra";297;1,84907645;"2 Land/water management"
"141";"Alouatta_pigra";297;1,84907645;"3 Species management"
"1221";"Echymipera_davidi";298;1,844421701;"None"
"2499";"Microcebus_mittermeieri";299;1,834369683;"None"
"1515";"Hapalemur_alaotrensis";300;1,830315284;"1 Land/water protection"
"1516";"Hapalemur_alaotrensis";300;1,830315284;"2 Land/water management"
"1517";"Hapalemur_alaotrensis";300;1,830315284;"3 Species management"
"608";"Callicebus_olallae";301;1,827667962;"1 Land/water protection"
"609";"Callicebus_olallae";301;1,827667962;"2 Land/water management"
"610";"Callicebus_olallae";301;1,827667962;"3 Species management"
"1751";"Iomys_sipora";302;1,821582696;"1 Land/water protection"
"1752";"Iomys_sipora";302;1,821582696;"2 Land/water management"
"265";"Ateles_belzebuth";303,5;1,820456901;"2 Land/water management"
"266";"Ateles_belzebuth";303,5;1,820456901;"3 Species management"
"268";"Ateles_belzebuth";303,5;1,820456901;"4 Education & awareness"
"281";"Ateles_geoffroyi";303,5;1,820456901;"2 Land/water management"
"282";"Ateles_geoffroyi";303,5;1,820456901;"3 Species management"
"284";"Ateles_geoffroyi";303,5;1,820456901;"4 Education & awareness"
"4961";"Vandeleuria_nilagirica";305;1,812523412;"1 Land/water protection"
"4962";"Vandeleuria_nilagirica";305;1,812523412;"2 Land/water management"
"1182";"Dipodomys_ingens";306;1,809784704;"1 Land/water protection"
"1183";"Dipodomys_ingens";306;1,809784704;"2 Land/water management"
"1045";"Ctenomys_yolandae";307;1,807169126;"None"
"1846";"Leontopithecus_rosalia";308;1,803140572;"2 Land/water management"
"1312";"Eubalaena_glacialis";309,5;1,801852012;"2 Land/water management"
"1313";"Eubalaena_glacialis";309,5;1,801852012;"3 Species management"
"1314";"Eubalaena_japonica";309,5;1,801852012;"3 Species management"
"1014";"Ctenomys_bonettoi";311;1,796497762;"1 Land/water protection"
"4260";"Saguinus_leucopus";312;1,7953446;"1 Land/water protection"
"4261";"Saguinus_leucopus";312;1,7953446;"2 Land/water management"
"4262";"Saguinus_leucopus";312;1,7953446;"3 Species management"
"4266";"Saguinus_leucopus";312;1,7953446;"4 Education & awareness"
"1838";"Leontopithecus_chrysopygus";313;1,792383743;"1 Land/water protection"
"1839";"Leontopithecus_chrysopygus";313;1,792383743;"2 Land/water management"
"1841";"Leontopithecus_chrysopygus";313;1,792383743;"3 Species management"
"1845";"Leontopithecus_chrysopygus";313;1,792383743;"4 Education & awareness"
"297";"Avahi_betsileo";314;1,787981844;"None"
"2751";"Myotis_hajastanicus";315;1,783461577;"2 Land/water management"
"2752";"Myotis_hajastanicus";315;1,783461577;"4 Education & awareness"
"2753";"Myotis_hajastanicus";315;1,783461577;"5 Law & policy"
"1069";"Dama_mesopotamica";316;1,777199077;"1 Land/water protection"
"1071";"Dama_mesopotamica";316;1,777199077;"2 Land/water management"
"1073";"Dama_mesopotamica";316;1,777199077;"3 Species management"
"1083";"Dama_mesopotamica";316;1,777199077;"4 Education & awareness"
"1086";"Dama_mesopotamica";316;1,777199077;"5 Law & policy"
"694";"Cebus_versicolor";317;1,774397725;"None"
"3176";"Otomops_secundus";318;1,763839684;"None"
"601";"Callicebus_modestus";319;1,763477195;"2 Land/water management"
"602";"Callicebus_modestus";319;1,763477195;"3 Species management"
"1508";"Habromys_simulatus";320;1,763205704;"None"
"1267";"Equus_africanus";321;1,760877167;"1 Land/water protection"
"1269";"Equus_africanus";321;1,760877167;"2 Land/water management"
"1270";"Equus_africanus";321;1,760877167;"3 Species management"
"1271";"Equus_africanus";321;1,760877167;"4 Education & awareness"
"1272";"Equus_africanus";321;1,760877167;"5 Law & policy"
"4110";"Rhinopithecus_strykeri";322;1,754486798;"1 Land/water protection"
"4112";"Rhinopithecus_strykeri";322;1,754486798;"2 Land/water management"
"4113";"Rhinopithecus_strykeri";322;1,754486798;"3 Species management"
"2038";"Loxodonta_africana";323;1,750670822;"1 Land/water protection"
"2040";"Loxodonta_africana";323;1,750670822;"2 Land/water management"
"2041";"Loxodonta_africana";323;1,750670822;"3 Species management"
"2046";"Loxodonta_africana";323;1,750670822;"4 Education & awareness"
"2049";"Loxodonta_africana";323;1,750670822;"5 Law & policy"
"2057";"Loxodonta_africana";323;1,750670822;"6 Livelihood, economic & other incentives"
"2935";"Nesoromys_ceramicus";324;1,730866494;"2 Land/water management"
"1046";"Cuon_alpinus";325;1,730700216;"2 Land/water management"
"1047";"Cuon_alpinus";325;1,730700216;"5 Law & policy"
"1049";"Cuon_alpinus";325;1,730700216;"6 Livelihood, economic & other incentives"
"3887";"Pteropus_pselaphon";326;1,728269673;"1 Land/water protection"
"3888";"Pteropus_pselaphon";326;1,728269673;"2 Land/water management"
"3890";"Pteropus_pselaphon";326;1,728269673;"4 Education & awareness"
"3892";"Pteropus_pselaphon";326;1,728269673;"6 Livelihood, economic & other incentives"
"1917";"Leptonycteris_nivalis";327;1,721555252;"1 Land/water protection"
"1918";"Leptonycteris_nivalis";327;1,721555252;"2 Land/water management"
"3826";"Pteromyscus_pulverulentus";328;1,7157483;"None"
"2921";"Neopteryx_frosti";329;1,714796413;"2 Land/water management"
"2922";"Neopteryx_frosti";329;1,714796413;"3 Species management"
"2596";"Moschus_cupreus";330;1,713582988;"1 Land/water protection"
"2598";"Moschus_cupreus";330;1,713582988;"2 Land/water management"
"2599";"Moschus_cupreus";330;1,713582988;"3 Species management"
"2602";"Moschus_cupreus";330;1,713582988;"5 Law & policy"
"624";"Calomyscus_tsolovi";331;1,700811472;"None"
"2615";"Moschus_leucogaster";332;1,695032234;"1 Land/water protection"
"2617";"Moschus_leucogaster";332;1,695032234;"2 Land/water management"
"2618";"Moschus_leucogaster";332;1,695032234;"3 Species management"
"2621";"Moschus_leucogaster";332;1,695032234;"4 Education & awareness"
"2622";"Moschus_leucogaster";332;1,695032234;"5 Law & policy"
"2516";"Micronycteris_giovanniae";333;1,694148938;"None"
"3408";"Phalanger_lullulae";334;1,691571285;"2 Land/water management"
"1509";"Hadromys_humei";335;1,68437598;"1 Land/water protection"
"4924";"Tupaia_chrysogaster";336;1,676140388;"1 Land/water protection"
"4925";"Tupaia_chrysogaster";336;1,676140388;"2 Land/water management"
"1034";"Ctenomys_rionegrensis";337;1,656489563;"1 Land/water protection"
"2337";"Marmosops_cracens";338;1,654772198;"None"
"3476";"Piliocolobus_epieni";339;1,65453711;"1 Land/water protection"
"3477";"Piliocolobus_epieni";339;1,65453711;"3 Species management"
"4575";"Tamiasciurus_mearnsi";340;1,6470305;"1 Land/water protection"
"4974";"Viverra_civettina";341;1,643818647;"1 Land/water protection"
"4976";"Viverra_civettina";341;1,643818647;"2 Land/water management"
"4977";"Viverra_civettina";341;1,643818647;"3 Species management"
"4983";"Viverra_civettina";341;1,643818647;"4 Education & awareness"
"4984";"Viverra_civettina";341;1,643818647;"5 Law & policy"
"2712";"Myosorex_eisentrauti";342;1,640508743;"1 Land/water protection"
"2713";"Myosorex_eisentrauti";342;1,640508743;"2 Land/water management"
"1717";"Hylobates_pileatus";343;1,635914128;"1 Land/water protection"
"1719";"Hylobates_pileatus";343;1,635914128;"2 Land/water management"
"1720";"Hylobates_pileatus";343;1,635914128;"3 Species management"
"1722";"Hylobates_pileatus";343;1,635914128;"4 Education & awareness"
"4269";"Saguinus_oedipus";344;1,634698974;"1 Land/water protection"
"4270";"Saguinus_oedipus";344;1,634698974;"2 Land/water management"
"4271";"Saguinus_oedipus";344;1,634698974;"4 Education & awareness"
"3419";"Phascolarctos_cinereus";345;1,626000197;"1 Land/water protection"
"3421";"Phascolarctos_cinereus";345;1,626000197;"2 Land/water management"
"3422";"Phascolarctos_cinereus";345;1,626000197;"3 Species management"
"3426";"Phascolarctos_cinereus";345;1,626000197;"4 Education & awareness"
"3741";"Propithecus_coronatus";346,5;1,61809893;"1 Land/water protection"
"3742";"Propithecus_coronatus";346,5;1,61809893;"2 Land/water management"
"3743";"Propithecus_coronatus";346,5;1,61809893;"3 Species management"
"3745";"Propithecus_deckenii";346,5;1,61809893;"2 Land/water management"
"3475";"Piliocolobus_bouvieri";348;1,608376809;"1 Land/water protection"
"1140";"Dendroprionomys_rousseloti";349;1,60066142;"None"
"4177";"Rucervus_eldii";350;1,59447289;"1 Land/water protection"
"4179";"Rucervus_eldii";350;1,59447289;"2 Land/water management"
"4180";"Rucervus_eldii";350;1,59447289;"3 Species management"
"4187";"Rucervus_eldii";350;1,59447289;"4 Education & awareness"
"4188";"Rucervus_eldii";350;1,59447289;"5 Law & policy"
"2519";"Microperoryctes_murina";351;1,593003569;"None"
"3352";"Peromyscus_slevini";352;1,589639101;"1 Land/water protection"
"3353";"Peromyscus_slevini";352;1,589639101;"2 Land/water management"
"1040";"Ctenomys_tuconax";353;1,58963808;"1 Land/water protection"
"5";"Abrocoma_vaccarum";354;1,586816952;"None"
"1744";"Ichthyomys_stolzmanni";355;1,572802239;"None"
"920";"Crateromys_paulus";356;1,572449849;"1 Land/water protection"
"921";"Crateromys_paulus";356;1,572449849;"2 Land/water management"
"706";"Cephalophus_jentinki";357;1,565597054;"1 Land/water protection"
"707";"Cephalophus_jentinki";357;1,565597054;"2 Land/water management"
"708";"Cephalophus_jentinki";357;1,565597054;"3 Species management"
"711";"Cephalophus_jentinki";357;1,565597054;"4 Education & awareness"
"712";"Cephalophus_jentinki";357;1,565597054;"5 Law & policy"
"714";"Cephalophus_jentinki";357;1,565597054;"6 Livelihood, economic & other incentives"
"971";"Crocidura_trichura";358;1,565086207;"2 Land/water management"
"973";"Crocidura_trichura";358;1,565086207;"3 Species management"
"976";"Crocidura_trichura";358;1,565086207;"4 Education & awareness"
"1891";"Lepilemur_otto";359;1,562636982;"None"
"4328";"Sicista_armenica";360;1,56250442;"None"
"2949";"Nilopegamys_plumbeus";361;1,561954324;"None"
"1876";"Lepilemur_grewcockorum";362;1,557860612;"1 Land/water protection"
"1877";"Lepilemur_grewcockorum";362;1,557860612;"2 Land/water management"
"367";"Balaenoptera_physalus";363;1,549263445;"3 Species management"
"4382";"Solomys_ponceleti";364;1,548374454;"1 Land/water protection"
"4383";"Solomys_ponceleti";364;1,548374454;"2 Land/water management"
"4384";"Solomys_ponceleti";364;1,548374454;"4 Education & awareness"
"3183";"Pan_paniscus";365,5;1,54286646;"1 Land/water protection"
"3185";"Pan_paniscus";365,5;1,54286646;"2 Land/water management"
"3186";"Pan_paniscus";365,5;1,54286646;"4 Education & awareness"
"3188";"Pan_paniscus";365,5;1,54286646;"5 Law & policy"
"3191";"Pan_troglodytes";365,5;1,54286646;"1 Land/water protection"
"3193";"Pan_troglodytes";365,5;1,54286646;"2 Land/water management"
"3194";"Pan_troglodytes";365,5;1,54286646;"4 Education & awareness"
"3197";"Pan_troglodytes";365,5;1,54286646;"5 Law & policy"
"3339";"Peromyscus_interparietalis";367;1,542610435;"1 Land/water protection"
"3340";"Peromyscus_interparietalis";367;1,542610435;"2 Land/water management"
"678";"Catopuma_badia";368;1,535502437;"1 Land/water protection"
"679";"Catopuma_badia";368;1,535502437;"2 Land/water management"
"680";"Catopuma_badia";368;1,535502437;"3 Species management"
"682";"Catopuma_badia";368;1,535502437;"4 Education & awareness"
"683";"Catopuma_badia";368;1,535502437;"5 Law & policy"
"591";"Callicebus_caquetensis";369;1,529129215;"1 Land/water protection"
"593";"Callicebus_caquetensis";369;1,529129215;"3 Species management"
"595";"Callicebus_caquetensis";369;1,529129215;"4 Education & awareness"
"1208";"Dugong_dugon";370;1,522212125;"1 Land/water protection"
"1209";"Dugong_dugon";370;1,522212125;"2 Land/water management"
"1210";"Dugong_dugon";370;1,522212125;"4 Education & awareness"
"1213";"Dugong_dugon";370;1,522212125;"5 Law & policy"
"1217";"Dugong_dugon";370;1,522212125;"6 Livelihood, economic & other incentives"
"2452";"Melomys_fraterculus";371;1,521726888;"None"
"2024";"Lophuromys_eisentrauti";372;1,519654026;"1 Land/water protection"
"2025";"Lophuromys_eisentrauti";372;1,519654026;"2 Land/water management"
"2668";"Murina_tenebrosa";373;1,518048984;"2 Land/water management"
"875";"Chrotomys_sibuyanensis";374;1,517838;"2 Land/water management"
"1448";"Geomys_tropicalis";375;1,517555089;"1 Land/water protection"
"3821";"Pteralopex_atrata";376;1,517294065;"1 Land/water protection"
"3900";"Pteropus_tuberculatus";377;1,516070766;"None"
"1848";"Leopardus_jacobita";378;1,511958;"1 Land/water protection"
"1850";"Leopardus_jacobita";378;1,511958;"2 Land/water management"
"1851";"Leopardus_jacobita";378;1,511958;"3 Species management"
"1855";"Leopardus_jacobita";378;1,511958;"4 Education & awareness"
"3820";"Pteralopex_anceps";379;1,508151129;"1 Land/water protection"
"3824";"Pteralopex_taki";380;1,507509616;"1 Land/water protection"
"3825";"Pteralopex_taki";380;1,507509616;"2 Land/water management"
"3350";"Peromyscus_sagax";381;1,505337069;"None"
"3333";"Peromyscus_dickeyi";382;1,495905753;"1 Land/water protection"
"2488";"Microcebus_arnholdi";383;1,491336395;"None"
"693";"Cebus_malitiosus";384;1,488016102;"None"
"922";"Crateromys_schadenbergi";385;1,485673231;"2 Land/water management"
"923";"Crateromys_schadenbergi";385;1,485673231;"3 Species management"
"925";"Crateromys_schadenbergi";385;1,485673231;"4 Education & awareness"
"4824";"Tragelaphus_buxtoni";386;1,4843808;"1 Land/water protection"
"4825";"Tragelaphus_buxtoni";386;1,4843808;"2 Land/water management"
"4826";"Tragelaphus_buxtoni";386;1,4843808;"3 Species management"
"4830";"Tragelaphus_buxtoni";386;1,4843808;"5 Law & policy"
"917";"Crateromys_heaneyi";387;1,470903553;"1 Land/water protection"
"918";"Crateromys_heaneyi";387;1,470903553;"2 Land/water management"
"1773";"Kunsia_fronto";388;1,467342675;"None"
"3102";"Ochotona_iliensis";389;1,466117106;"3 Species management"
"4330";"Sicista_kazbegica";390;1,465340505;"None"
"301";"Avahi_mooreorum";391;1,454057087;"None"
"1100";"Dasyurus_viverrinus";392;1,451064331;"1 Land/water protection"
"1101";"Dasyurus_viverrinus";392;1,451064331;"2 Land/water management"
"1102";"Dasyurus_viverrinus";392;1,451064331;"3 Species management"
"1106";"Dasyurus_viverrinus";392;1,451064331;"4 Education & awareness"
"5001";"Wilfredomys_oenax";393;1,449258327;"None"
"4017";"Rheomys_mexicanus";394;1,434186797;"None"
"978";"Crocidura_wimmeri";395;1,429457105;"1 Land/water protection"
"979";"Crocidura_wimmeri";395;1,429457105;"2 Land/water management"
"4934";"Tylomys_fulviventer";396;1,427536827;"None"
"3244";"Panthera_tigris";397,5;1,424972454;"1 Land/water protection"
"3246";"Panthera_tigris";397,5;1,424972454;"2 Land/water management"
"3248";"Panthera_tigris";397,5;1,424972454;"3 Species management"
"3257";"Panthera_tigris";397,5;1,424972454;"4 Education & awareness"
"3260";"Panthera_tigris";397,5;1,424972454;"5 Law & policy"
"3268";"Panthera_tigris";397,5;1,424972454;"6 Livelihood, economic & other incentives"
"3269";"Panthera_uncia";397,5;1,424972454;"1 Land/water protection"
"3271";"Panthera_uncia";397,5;1,424972454;"2 Land/water management"
"3273";"Panthera_uncia";397,5;1,424972454;"4 Education & awareness"
"3276";"Panthera_uncia";397,5;1,424972454;"5 Law & policy"
"3280";"Panthera_uncia";397,5;1,424972454;"6 Livelihood, economic & other incentives"
"2508";"Microgale_jenkinsae";399;1,420078027;"1 Land/water protection"
"2509";"Microgale_jenkinsae";399;1,420078027;"2 Land/water management"
"372";"Batomys_dentatus";400;1,419366108;"None"
"3489";"Piliocolobus_pennantii";401;1,417466774;"1 Land/water protection"
"3490";"Piliocolobus_pennantii";401;1,417466774;"2 Land/water management"
"3491";"Piliocolobus_pennantii";401;1,417466774;"3 Species management"
"3494";"Piliocolobus_pennantii";401;1,417466774;"5 Law & policy"
"373";"Batomys_russatus";402;1,412657847;"2 Land/water management"
"1164";"Dinomys_branickii";403;1,4095;"None"
"1761";"Juscelinomys_huanchacae";404;1,406318406;"None"
"2164";"Macaca_nigra";405;1,405257379;"1 Land/water protection"
"2165";"Macaca_nigra";405;1,405257379;"2 Land/water management"
"2166";"Macaca_nigra";405;1,405257379;"3 Species management"
"2169";"Macaca_nigra";405;1,405257379;"4 Education & awareness"
"2170";"Macaca_nigra";405;1,405257379;"5 Law & policy"
"2771";"Myotis_yanbarensis";406;1,404562331;"1 Land/water protection"
"2772";"Myotis_yanbarensis";406;1,404562331;"2 Land/water management"
"3399";"Petrogale_persephone";407;1,4002086;"2 Land/water management"
"3401";"Petrogale_persephone";407;1,4002086;"4 Education & awareness"
"2277";"Macrotis_lagotis";408;1,3995;"1 Land/water protection"
"2278";"Macrotis_lagotis";408;1,3995;"2 Land/water management"
"2281";"Macrotis_lagotis";408;1,3995;"3 Species management"
"2284";"Macrotis_lagotis";408;1,3995;"4 Education & awareness"
"2936";"Neusticomys_ferreirai";409;1,397516727;"None"
"4719";"Trachypithecus_delacouri";410;1,39629621;"1 Land/water protection"
"4721";"Trachypithecus_delacouri";410;1,39629621;"2 Land/water management"
"4722";"Trachypithecus_delacouri";410;1,39629621;"3 Species management"
"4729";"Trachypithecus_delacouri";410;1,39629621;"4 Education & awareness"
"4732";"Trachypithecus_delacouri";410;1,39629621;"5 Law & policy"
"3660";"Presbytis_melalophos";411;1,381006797;"1 Land/water protection"
"3661";"Presbytis_melalophos";411;1,381006797;"2 Land/water management"
"3662";"Presbytis_melalophos";411;1,381006797;"3 Species management"
"3665";"Presbytis_melalophos";411;1,381006797;"4 Education & awareness"
"3666";"Presbytis_melalophos";411;1,381006797;"5 Law & policy"
"2503";"Microcebus_sambiranensis";412;1,366444088;"1 Land/water protection"
"2504";"Microcebus_sambiranensis";412;1,366444088;"2 Land/water management"
"2743";"Myotis_cobanensis";413;1,365051583;"None"
"1589";"Hippopotamus_amphibius";414;1,36012;"1 Land/water protection"
"1591";"Hippopotamus_amphibius";414;1,36012;"2 Land/water management"
"1592";"Hippopotamus_amphibius";414;1,36012;"3 Species management"
"1594";"Hippopotamus_amphibius";414;1,36012;"4 Education & awareness"
"1596";"Hippopotamus_amphibius";414;1,36012;"5 Law & policy"
"2497";"Microcebus_margotmarshae";415;1,353004169;"1 Land/water protection"
"2491";"Microcebus_danfossi";416;1,351571302;"None"
"942";"Crocidura_jenkinsi";417,5;1,35050791;"1 Land/water protection"
"943";"Crocidura_jenkinsi";417,5;1,35050791;"2 Land/water management"
"954";"Crocidura_nicobarica";417,5;1,35050791;"2 Land/water management"
"171";"Amphinectomys_savamis";419;1,3393695;"None"
"4089";"Rhinopithecus_bieti";420;1,336908369;"1 Land/water protection"
"4091";"Rhinopithecus_bieti";420;1,336908369;"2 Land/water management"
"4092";"Rhinopithecus_bieti";420;1,336908369;"3 Species management"
"4096";"Rhinopithecus_bieti";420;1,336908369;"4 Education & awareness"
"355";"Babyrousa_togeanensis";421;1,333972973;"1 Land/water protection"
"357";"Babyrousa_togeanensis";421;1,333972973;"2 Land/water management"
"358";"Babyrousa_togeanensis";421;1,333972973;"3 Species management"
"360";"Babyrousa_togeanensis";421;1,333972973;"4 Education & awareness"
"361";"Babyrousa_togeanensis";421;1,333972973;"5 Law & policy"
"1452";"Gerbillus_burtoni";422;1,327245395;"None"
"3348";"Peromyscus_pseudocrinitus";423;1,324787255;"1 Land/water protection"
"3349";"Peromyscus_pseudocrinitus";423;1,324787255;"2 Land/water management"
"3145";"Orthogeomys_cuniculus";424;1,323663439;"None"
"2937";"Neusticomys_mussoi";425;1,322428531;"None"
"1767";"Kerivoula_krauensis";426;1,315305606;"None"
"2186";"Macaca_pagensis";427;1,309632258;"1 Land/water protection"
"2188";"Macaca_pagensis";427;1,309632258;"2 Land/water management"
"2189";"Macaca_pagensis";427;1,309632258;"3 Species management"
"2192";"Macaca_pagensis";427;1,309632258;"4 Education & awareness"
"2195";"Macaca_pagensis";427;1,309632258;"5 Law & policy"
"808";"Chaetomys_subspinosus";428;1,2947725;"1 Land/water protection"
"809";"Chaetomys_subspinosus";428;1,2947725;"2 Land/water management"
"2756";"Myotis_hermani";429;1,293793608;"2 Land/water management"
"2532";"Miniopterus_griveaudi";430;1,283570995;"None"
"1361";"Eupetaurus_cinereus";431;1,280328002;"1 Land/water protection"
"1362";"Eupetaurus_cinereus";431;1,280328002;"2 Land/water management"
"2285";"Macruromys_elegans";432;1,276294177;"None"
"3403";"Phalanger_alexandrae";433;1,274945619;"1 Land/water protection"
"3404";"Phalanger_alexandrae";433;1,274945619;"2 Land/water management"
"3406";"Phalanger_alexandrae";433;1,274945619;"3 Species management"
"4118";"Rhogeessa_genowaysi";434;1,271132103;"1 Land/water protection"
"492";"Bubalus_arnee";435;1,26111227;"1 Land/water protection"
"493";"Bubalus_arnee";435;1,26111227;"2 Land/water management"
"494";"Bubalus_arnee";435;1,26111227;"3 Species management"
"498";"Bubalus_arnee";435;1,26111227;"4 Education & awareness"
"499";"Bubalus_arnee";435;1,26111227;"5 Law & policy"
"2489";"Microcebus_berthae";436;1,253377957;"None"
"2373";"Maxomys_wattsi";437;1,241329244;"2 Land/water management"
"1058";"Cynomys_mexicanus";438;1,234194034;"1 Land/water protection"
"955";"Crocidura_orii";439;1,229113606;"1 Land/water protection"
"956";"Crocidura_orii";439;1,229113606;"2 Land/water management"
"4995";"Voalavo_antsahabensis";440;1,224678542;"2 Land/water management"
"3479";"Piliocolobus_gordonorum";441,5;1,218828612;"1 Land/water protection"
"3480";"Piliocolobus_gordonorum";441,5;1,218828612;"2 Land/water management"
"3481";"Piliocolobus_gordonorum";441,5;1,218828612;"3 Species management"
"3483";"Piliocolobus_kirkii";441,5;1,218828612;"1 Land/water protection"
"3484";"Piliocolobus_kirkii";441,5;1,218828612;"2 Land/water management"
"3485";"Piliocolobus_kirkii";441,5;1,218828612;"5 Law & policy"
"4035";"Rhinoceros_unicornis";443;1,218087241;"1 Land/water protection"
"4036";"Rhinoceros_unicornis";443;1,218087241;"2 Land/water management"
"4038";"Rhinoceros_unicornis";443;1,218087241;"3 Species management"
"4043";"Rhinoceros_unicornis";443;1,218087241;"4 Education & awareness"
"4046";"Rhinoceros_unicornis";443;1,218087241;"5 Law & policy"
"2515";"Micronycteris_buriri";444;1,215045061;"None"
"1322";"Eulemur_albifrons";445,5;1,214938172;"2 Land/water management"
"1323";"Eulemur_albifrons";445,5;1,214938172;"3 Species management"
"1355";"Eulemur_sanfordi";445,5;1,214938172;"2 Land/water management"
"1356";"Eulemur_sanfordi";445,5;1,214938172;"3 Species management"
"3537";"Platacanthomys_lasiurus";447;1,214445406;"2 Land/water management"
"3538";"Platacanthomys_lasiurus";447;1,214445406;"4 Education & awareness"
"3539";"Platacanthomys_lasiurus";447;1,214445406;"5 Law & policy"
"1883";"Lepilemur_leucopus";448;1,213158912;"2 Land/water management"
"1860";"Lepilemur_ankaranensis";449;1,211941379;"1 Land/water protection"
"1861";"Lepilemur_ankaranensis";449;1,211941379;"2 Land/water management"
"1862";"Lepilemur_ankaranensis";449;1,211941379;"3 Species management"
"877";"Chrysospalax_trevelyani";450;1,210622508;"1 Land/water protection"
"878";"Chrysospalax_trevelyani";450;1,210622508;"2 Land/water management"
"879";"Chrysospalax_trevelyani";450;1,210622508;"3 Species management"
"4795";"Trachypithecus_poliocephalus";451;1,208889011;"1 Land/water protection"
"4796";"Trachypithecus_poliocephalus";451;1,208889011;"2 Land/water management"
"4797";"Trachypithecus_poliocephalus";451;1,208889011;"3 Species management"
"4802";"Trachypithecus_poliocephalus";451;1,208889011;"4 Education & awareness"
"4803";"Trachypithecus_poliocephalus";451;1,208889011;"5 Law & policy"
"4403";"Sorex_sclateri";452;1,204555422;"1 Land/water protection"
"4404";"Sorex_sclateri";452;1,204555422;"2 Land/water management"
"4405";"Sorex_sclateri";452;1,204555422;"5 Law & policy"
"2288";"Mandrillus_leucophaeus";453;1,201568025;"1 Land/water protection"
"2289";"Mandrillus_leucophaeus";453;1,201568025;"2 Land/water management"
"2290";"Mandrillus_leucophaeus";453;1,201568025;"3 Species management"
"4097";"Rhinopithecus_brelichi";454,5;1,200166252;"2 Land/water management"
"4098";"Rhinopithecus_brelichi";454,5;1,200166252;"3 Species management"
"4102";"Rhinopithecus_brelichi";454,5;1,200166252;"4 Education & awareness"
"4103";"Rhinopithecus_brelichi";454,5;1,200166252;"5 Law & policy"
"4105";"Rhinopithecus_roxellana";454,5;1,200166252;"1 Land/water protection"
"4106";"Rhinopithecus_roxellana";454,5;1,200166252;"2 Land/water management"
"4107";"Rhinopithecus_roxellana";454,5;1,200166252;"3 Species management"
"4109";"Rhinopithecus_roxellana";454,5;1,200166252;"4 Education & awareness"
"1005";"Cryptotis_nelsoni";456;1,196813062;"1 Land/water protection"
"1006";"Cryptotis_nelsoni";456;1,196813062;"2 Land/water management"
"4513";"Sylvilagus_mansuetus";457;1,196073928;"1 Land/water protection"
"4515";"Sylvilagus_mansuetus";457;1,196073928;"2 Land/water management"
"4517";"Sylvilagus_mansuetus";457;1,196073928;"3 Species management"
