"";"species";"HEDGE_rank";"HEDGE";"conservation_classification"
"573";"Burramys_parvus";1;33,756;"2 Land/water management"
"576";"Burramys_parvus";1;33,756;"3 Species management"
"2798";"Mystacina_robusta";2;28,44069973;"None"
"625";"Camelus_ferus";3;24,2500001;"1 Land/water protection"
"626";"Camelus_ferus";3;24,2500001;"2 Land/water management"
"627";"Camelus_ferus";3;24,2500001;"3 Species management"
"4965";"Varecia_rubra";4,5;22,0731087;"2 Land/water management"
"4966";"Varecia_rubra";4,5;22,0731087;"3 Species management"
"4968";"Varecia_variegata";4,5;22,0731087;"1 Land/water protection"
"4969";"Varecia_variegata";4,5;22,0731087;"2 Land/water management"
"4970";"Varecia_variegata";4,5;22,0731087;"3 Species management"
"4972";"Varecia_variegata";4,5;22,0731087;"4 Education & awareness"
"1107";"Daubentonia_madagascariensis";6;21,6552;"2 Land/water management"
"1108";"Daubentonia_madagascariensis";6;21,6552;"4 Education & awareness"
"1147";"Dicerorhinus_sumatrensis";7;21,62618554;"2 Land/water management"
"1148";"Dicerorhinus_sumatrensis";7;21,62618554;"3 Species management"
"1154";"Dicerorhinus_sumatrensis";7;21,62618554;"4 Education & awareness"
"1157";"Dicerorhinus_sumatrensis";7;21,62618554;"5 Law & policy"
"4371";"Solenodon_cubanus";8,5;19,45038291;"1 Land/water protection"
"4372";"Solenodon_cubanus";8,5;19,45038291;"2 Land/water management"
"4374";"Solenodon_paradoxus";8,5;19,45038291;"2 Land/water management"
"4376";"Solenodon_paradoxus";8,5;19,45038291;"3 Species management"
"4378";"Solenodon_paradoxus";8,5;19,45038291;"5 Law & policy"
"1745";"Indri_indri";10;18,94070022;"1 Land/water protection"
"1746";"Indri_indri";10;18,94070022;"2 Land/water management"
"1747";"Indri_indri";10;18,94070022;"3 Species management"
"1749";"Indri_indri";10;18,94070022;"4 Education & awareness"
"1497";"Gymnobelideus_leadbeateri";11;17,7787226;"1 Land/water protection"
"1498";"Gymnobelideus_leadbeateri";11;17,7787226;"2 Land/water management"
"1500";"Gymnobelideus_leadbeateri";11;17,7787226;"3 Species management"
"3728";"Prolemur_simus";12;17,3807724;"2 Land/water management"
"3729";"Prolemur_simus";12;17,3807724;"3 Species management"
"4707";"Tomopeas_ravus";13;16,61949031;"1 Land/water protection"
"4708";"Tomopeas_ravus";13;16,61949031;"2 Land/water management"
"4299";"Santamartamys_rufodorsalis";14;13,20831686;"None"
"1160";"Diceros_bicornis";15;13,11700247;"3 Species management"
"90";"Ailurus_fulgens";16;13,041;"1 Land/water protection"
"92";"Ailurus_fulgens";16;13,041;"2 Land/water management"
"95";"Ailurus_fulgens";16;13,041;"3 Species management"
"102";"Ailurus_fulgens";16;13,041;"4 Education & awareness"
"105";"Ailurus_fulgens";16;13,041;"5 Law & policy"
"109";"Ailurus_fulgens";16;13,041;"6 Livelihood, economic & other incentives"
"1968";"Lipotes_vexillifer";17;13,03681072;"1 Land/water protection"
"1970";"Lipotes_vexillifer";17;13,03681072;"2 Land/water management"
"1971";"Lipotes_vexillifer";17;13,03681072;"3 Species management"
"1974";"Lipotes_vexillifer";17;13,03681072;"4 Education & awareness"
"1975";"Lipotes_vexillifer";17;13,03681072;"5 Law & policy"
"1981";"Lipotes_vexillifer";17;13,03681072;"6 Livelihood, economic & other incentives"
"2286";"Makalata_obscura";18;13,0143057;"None"
"656";"Capromys_garridoi";19;12,7245279;"None"
"1";"Abrocoma_boliviensis";20;12,45460765;"1 Land/water protection"
"3464";"Phyllomys_unicolor";21;11,98683805;"1 Land/water protection"
"3462";"Phyllomys_mantiqueirensis";22;11,85630486;"None"
"2476";"Mesocapromys_nanus";23;11,7066567;"2 Land/water management"
"2477";"Mesocapromys_sanfelipensis";24;11,70452132;"2 Land/water management"
"3300";"Pattonomys_punctatus";25;11,67723964;"None"
"4115";"Rhinopoma_macinnesi";26;11,23726708;"None"
"815";"Cheirogaleus_sibreei";27;10,1112024;"2 Land/water management"
"2773";"Myrmecobius_fasciatus";28;10,0966719;"2 Land/water management"
"2776";"Myrmecobius_fasciatus";28;10,0966719;"3 Species management"
"2781";"Myrmecobius_fasciatus";28;10,0966719;"4 Education & awareness"
"3541";"Platanista_gangetica";29;10,0884;"1 Land/water protection"
"3543";"Platanista_gangetica";29;10,0884;"2 Land/water management"
"3544";"Platanista_gangetica";29;10,0884;"3 Species management"
"3547";"Platanista_gangetica";29;10,0884;"4 Education & awareness"
"3548";"Platanista_gangetica";29;10,0884;"5 Law & policy"
"3565";"Pongo_abelii";30,5;10,05315065;"1 Land/water protection"
"3567";"Pongo_abelii";30,5;10,05315065;"2 Land/water management"
"3569";"Pongo_abelii";30,5;10,05315065;"3 Species management"
"3572";"Pongo_abelii";30,5;10,05315065;"5 Law & policy"
"3577";"Pongo_pygmaeus";30,5;10,05315065;"1 Land/water protection"
"3578";"Pongo_pygmaeus";30,5;10,05315065;"2 Land/water management"
"3579";"Pongo_pygmaeus";30,5;10,05315065;"5 Law & policy"
"1905";"Lepilemur_tymerlachsoni";32;9,925782241;"None"
"900";"Congosorex_phillipsorum";33;8,981996449;"1 Land/water protection"
"901";"Congosorex_phillipsorum";33;8,981996449;"2 Land/water management"
"4121";"Rhynchocyon_chrysopygus";34;8,972075817;"1 Land/water protection"
"4123";"Rhynchocyon_chrysopygus";34;8,972075817;"2 Land/water management"
"4124";"Rhynchocyon_chrysopygus";34;8,972075817;"4 Education & awareness"
"4018";"Rhinoceros_sondaicus";35;8,646238891;"1 Land/water protection"
"4019";"Rhinoceros_sondaicus";35;8,646238891;"2 Land/water management"
"4020";"Rhinoceros_sondaicus";35;8,646238891;"3 Species management"
"4029";"Rhinoceros_sondaicus";35;8,646238891;"4 Education & awareness"
"4032";"Rhinoceros_sondaicus";35;8,646238891;"5 Law & policy"
"1346";"Eulemur_mongoz";36;8,639450578;"2 Land/water management"
"1347";"Eulemur_mongoz";36;8,639450578;"3 Species management"
"1519";"Hapalemur_aureus";37;8,526246349;"2 Land/water management"
"1520";"Hapalemur_aureus";37;8,526246349;"3 Species management"
"4589";"Tapirus_indicus";38;8,517914433;"1 Land/water protection"
"4590";"Tapirus_indicus";38;8,517914433;"2 Land/water management"
"4591";"Tapirus_indicus";38;8,517914433;"3 Species management"
"4593";"Tapirus_indicus";38;8,517914433;"4 Education & awareness"
"4596";"Tapirus_indicus";38;8,517914433;"5 Law & policy"
"3536";"Plagiodontia_aedium";39;8,4905688;"None"
"3803";"Pseudoryx_nghetinhensis";40;7,85288235;"1 Land/water protection"
"3805";"Pseudoryx_nghetinhensis";40;7,85288235;"2 Land/water management"
"3806";"Pseudoryx_nghetinhensis";40;7,85288235;"3 Species management"
"3811";"Pseudoryx_nghetinhensis";40;7,85288235;"4 Education & awareness"
"3814";"Pseudoryx_nghetinhensis";40;7,85288235;"5 Law & policy"
"3133";"Oreonax_flavicauda";41;7,84330523;"1 Land/water protection"
"3135";"Oreonax_flavicauda";41;7,84330523;"2 Land/water management"
"3136";"Oreonax_flavicauda";41;7,84330523;"3 Species management"
"3138";"Oreonax_flavicauda";41;7,84330523;"4 Education & awareness"
"4343";"Sminthopsis_aitkeni";42;7,711081075;"None"
"3746";"Propithecus_diadema";43;7,612011573;"2 Land/water management"
"3747";"Propithecus_diadema";43;7,612011573;"3 Species management"
"1901";"Lepilemur_septentrionalis";44;7,474559514;"1 Land/water protection"
"1902";"Lepilemur_septentrionalis";44;7,474559514;"2 Land/water management"
"1903";"Lepilemur_septentrionalis";44;7,474559514;"3 Species management"
"2326";"Manis_pentadactyla";45;7,396914997;"3 Species management"
"2329";"Manis_pentadactyla";45;7,396914997;"4 Education & awareness"
"2330";"Manis_pentadactyla";45;7,396914997;"5 Law & policy"
"562";"Bunolagus_monticularis";46;7,299647545;"1 Land/water protection"
"564";"Bunolagus_monticularis";46;7,299647545;"2 Land/water management"
"565";"Bunolagus_monticularis";46;7,299647545;"3 Species management"
"566";"Bunolagus_monticularis";46;7,299647545;"4 Education & awareness"
"567";"Bunolagus_monticularis";46;7,299647545;"5 Law & policy"
"568";"Bunolagus_monticularis";46;7,299647545;"6 Livelihood, economic & other incentives"
"1227";"Elephas_maximus";47;7,292897122;"1 Land/water protection"
"1229";"Elephas_maximus";47;7,292897122;"2 Land/water management"
"1231";"Elephas_maximus";47;7,292897122;"3 Species management"
"1234";"Elephas_maximus";47;7,292897122;"4 Education & awareness"
"1236";"Elephas_maximus";47;7,292897122;"5 Law & policy"
"1472";"Gorilla_beringei";48,5;7,27740212;"1 Land/water protection"
"1474";"Gorilla_beringei";48,5;7,27740212;"2 Land/water management"
"1475";"Gorilla_beringei";48,5;7,27740212;"4 Education & awareness"
"1477";"Gorilla_beringei";48,5;7,27740212;"5 Law & policy"
"1483";"Gorilla_beringei";48,5;7,27740212;"6 Livelihood, economic & other incentives"
"1484";"Gorilla_gorilla";48,5;7,27740212;"1 Land/water protection"
"1486";"Gorilla_gorilla";48,5;7,27740212;"2 Land/water management"
"1487";"Gorilla_gorilla";48,5;7,27740212;"3 Species management"
"1488";"Gorilla_gorilla";48,5;7,27740212;"4 Education & awareness"
"1491";"Gorilla_gorilla";48,5;7,27740212;"5 Law & policy"
"1758";"Isothrix_barbarabrownae";50;7,0576506;"None"
"481";"Bradypus_pygmaeus";51;6,961604151;"2 Land/water management"
"482";"Bradypus_pygmaeus";51;6,961604151;"3 Species management"
"484";"Bradypus_pygmaeus";51;6,961604151;"4 Education & awareness"
"485";"Bradypus_pygmaeus";51;6,961604151;"5 Law & policy"
"3755";"Propithecus_perrieri";52;6,912518362;"1 Land/water protection"
"3756";"Propithecus_perrieri";52;6,912518362;"2 Land/water management"
"3757";"Propithecus_perrieri";52;6,912518362;"3 Species management"
"3759";"Propithecus_perrieri";52;6,912518362;"4 Education & awareness"
"1882";"Lepilemur_jamesorum";53;6,767589374;"None"
"1403";"Galagoides_rondoensis";54;6,687110063;"1 Land/water protection"
"1404";"Galagoides_rondoensis";54;6,687110063;"2 Land/water management"
"4694";"Tokudaia_muenninki";55;6,550687152;"1 Land/water protection"
"4695";"Tokudaia_muenninki";55;6,550687152;"2 Land/water management"
"4697";"Tokudaia_muenninki";55;6,550687152;"4 Education & awareness"
"2318";"Manis_javanica";56;6,417990505;"3 Species management"
"2321";"Manis_javanica";56;6,417990505;"4 Education & awareness"
"2322";"Manis_javanica";56;6,417990505;"5 Law & policy"
"615";"Callistomys_pictus";57;6,363772004;"1 Land/water protection"
"616";"Callistomys_pictus";57;6,363772004;"2 Land/water management"
"617";"Callistomys_pictus";57;6,363772004;"3 Species management"
"4312";"Sapajus_xanthosternos";58;6,36053735;"1 Land/water protection"
"4313";"Sapajus_xanthosternos";58;6,36053735;"2 Land/water management"
"4314";"Sapajus_xanthosternos";58;6,36053735;"3 Species management"
"4316";"Sapajus_xanthosternos";58;6,36053735;"4 Education & awareness"
"652";"Caprolagus_hispidus";59;6,3;"2 Land/water management"
"655";"Caprolagus_hispidus";59;6,3;"4 Education & awareness"
"2535";"Mirimiri_acrodonta";60;6,187626166;"1 Land/water protection"
"2536";"Mirimiri_acrodonta";60;6,187626166;"2 Land/water management"
"4274";"Saiga_tatarica";61;6,1172759;"1 Land/water protection"
"4276";"Saiga_tatarica";61;6,1172759;"2 Land/water management"
"4277";"Saiga_tatarica";61;6,1172759;"3 Species management"
"4279";"Saiga_tatarica";61;6,1172759;"5 Law & policy"
"4287";"Saiga_tatarica";61;6,1172759;"6 Livelihood, economic & other incentives"
"1823";"Leimacomys_buettneri";62;6,0686073;"None"
"3720";"Procyon_pygmaeus";63;6,005633759;"1 Land/water protection"
"3721";"Procyon_pygmaeus";63;6,005633759;"2 Land/water management"
"3722";"Procyon_pygmaeus";63;6,005633759;"3 Species management"
"3724";"Procyon_pygmaeus";63;6,005633759;"4 Education & awareness"
"3366";"Petaurus_abidi";64;5,983057;"1 Land/water protection"
"2979";"Nomascus_hainanus";65,5;5,973540346;"1 Land/water protection"
"2980";"Nomascus_hainanus";65,5;5,973540346;"2 Land/water management"
"2982";"Nomascus_hainanus";65,5;5,973540346;"3 Species management"
"2985";"Nomascus_hainanus";65,5;5,973540346;"4 Education & awareness"
"2988";"Nomascus_hainanus";65,5;5,973540346;"5 Law & policy"
"3001";"Nomascus_nasutus";65,5;5,973540346;"1 Land/water protection"
"3003";"Nomascus_nasutus";65,5;5,973540346;"2 Land/water management"
"3004";"Nomascus_nasutus";65,5;5,973540346;"3 Species management"
"3006";"Nomascus_nasutus";65,5;5,973540346;"4 Education & awareness"
"3009";"Nomascus_nasutus";65,5;5,973540346;"5 Law & policy"
"1887";"Lepilemur_milanoii";67;5,906324709;"2 Land/water management"
"1888";"Lepilemur_milanoii";67;5,906324709;"3 Species management"
"3732";"Propithecus_candidus";68;5,900410392;"1 Land/water protection"
"3733";"Propithecus_candidus";68;5,900410392;"2 Land/water management"
"3734";"Propithecus_candidus";68;5,900410392;"3 Species management"
"474";"Brachyteles_hypoxanthus";69;5,878110331;"1 Land/water protection"
"475";"Brachyteles_hypoxanthus";69;5,878110331;"2 Land/water management"
"477";"Brachyteles_hypoxanthus";69;5,878110331;"3 Species management"
"480";"Brachyteles_hypoxanthus";69;5,878110331;"4 Education & awareness"
"3831";"Pteronura_brasiliensis";70;5,8733682;"1 Land/water protection"
"3833";"Pteronura_brasiliensis";70;5,8733682;"2 Land/water management"
"3835";"Pteronura_brasiliensis";70;5,8733682;"3 Species management"
"3836";"Pteronura_brasiliensis";70;5,8733682;"4 Education & awareness"
"3837";"Pteronura_brasiliensis";70;5,8733682;"5 Law & policy"
"1052";"Cynogale_bennettii";71;5,813310097;"1 Land/water protection"
"1053";"Cynogale_bennettii";71;5,813310097;"2 Land/water management"
"1054";"Cynogale_bennettii";71;5,813310097;"4 Education & awareness"
"1055";"Cynogale_bennettii";71;5,813310097;"5 Law & policy"
"2905";"Neohylomys_hainanensis";72;5,636859061;"2 Land/water management"
"4942";"Tympanoctomys_loschalchalerosorum";73;5,635007349;"1 Land/water protection"
"199";"Aproteles_bulmerae";74;5,531610513;"1 Land/water protection"
"201";"Aproteles_bulmerae";74;5,531610513;"2 Land/water management"
"202";"Aproteles_bulmerae";74;5,531610513;"3 Species management"
"204";"Aproteles_bulmerae";74;5,531610513;"4 Education & awareness"
"205";"Aproteles_bulmerae";74;5,531610513;"5 Law & policy"
"272";"Ateles_fusciceps";75;5,478857396;"2 Land/water management"
"273";"Ateles_fusciceps";75;5,478857396;"3 Species management"
"277";"Ateles_fusciceps";75;5,478857396;"4 Education & awareness"
"279";"Ateles_fusciceps";75;5,478857396;"5 Law & policy"
"689";"Cebus_kaapori";76;5,470635425;"2 Land/water management"
"690";"Cebus_kaapori";76;5,470635425;"3 Species management"
"692";"Cebus_kaapori";76;5,470635425;"4 Education & awareness"
"2299";"Manis_crassicaudata";77;5,451043901;"3 Species management"
"2304";"Manis_crassicaudata";77;5,451043901;"4 Education & awareness"
"2305";"Manis_crassicaudata";77;5,451043901;"5 Law & policy"
"2310";"Manis_culionensis";78;5,403380621;"3 Species management"
"2313";"Manis_culionensis";78;5,403380621;"4 Education & awareness"
"2314";"Manis_culionensis";78;5,403380621;"5 Law & policy"
"5023";"Zygogeomys_trichopus";79;5,3254971;"None"
"4920";"Trinomys_yonenagae";80;5,272248533;"5 Law & policy"
"4919";"Trinomys_moojeni";81;5,258390197;"None"
"1067";"Dactylomys_peruanus";82;5,224205701;"None"
"2474";"Mesocapromys_angelcabrerai";83;5,207807806;"None"
"2475";"Mesocapromys_auritus";84;5,199772838;"None"
"3760";"Propithecus_tattersalli";85;5,146269595;"1 Land/water protection"
"3761";"Propithecus_tattersalli";85;5,146269595;"2 Land/water management"
"3762";"Propithecus_tattersalli";85;5,146269595;"3 Species management"
"3764";"Propithecus_tattersalli";85;5,146269595;"4 Education & awareness"
"4918";"Trinomys_mirapitanga";86;5,123819904;"None"
"1050";"Cuscomys_ashaninka";87,5;5,0803809;"None"
"1051";"Cuscomys_oblativa";87,5;5,0803809;"None"
"4940";"Tympanoctomys_aureus";89;5,073191334;"1 Land/water protection"
"888";"Coleura_seychellensis";90;5,069492257;"1 Land/water protection"
"889";"Coleura_seychellensis";90;5,069492257;"2 Land/water management"
"892";"Coleura_seychellensis";90;5,069492257;"4 Education & awareness"
"893";"Coleura_seychellensis";90;5,069492257;"5 Law & policy"
"2800";"Mystromys_albicaudatus";91;5,0693517;"1 Land/water protection"
"2802";"Mystromys_albicaudatus";91;5,0693517;"2 Land/water management"
"2804";"Mystromys_albicaudatus";91;5,0693517;"4 Education & awareness"
"4134";"Rhynchomeles_prattorum";92;5,0367975;"2 Land/water management"
"3749";"Propithecus_edwardsi";93;4,968214413;"1 Land/water protection"
"3750";"Propithecus_edwardsi";93;4,968214413;"2 Land/water management"
"3751";"Propithecus_edwardsi";93;4,968214413;"3 Species management"
"3465";"Phyllonycteris_aphylla";94;4,961281856;"1 Land/water protection"
"3466";"Phyllonycteris_aphylla";94;4,961281856;"2 Land/water management"
"3467";"Phyllonycteris_aphylla";94;4,961281856;"4 Education & awareness"
"1825";"Lemur_catta";95;4,949173379;"2 Land/water management"
"1826";"Lemur_catta";95;4,949173379;"3 Species management"
"3304";"Pentalagus_furnessi";96;4,9229082;"1 Land/water protection"
"3306";"Pentalagus_furnessi";96;4,9229082;"2 Land/water management"
"3309";"Pentalagus_furnessi";96;4,9229082;"3 Species management"
"3312";"Pentalagus_furnessi";96;4,9229082;"4 Education & awareness"
"3313";"Pentalagus_furnessi";96;4,9229082;"5 Law & policy"
"3461";"Phyllomys_lundi";97;4,799499238;"None"
"4334";"Simias_concolor";98;4,793391598;"1 Land/water protection"
"4336";"Simias_concolor";98;4,793391598;"2 Land/water management"
"4337";"Simias_concolor";98;4,793391598;"3 Species management"
"4339";"Simias_concolor";98;4,793391598;"4 Education & awareness"
"4341";"Simias_concolor";98;4,793391598;"5 Law & policy"
"3459";"Phyllomys_brasiliensis";99;4,765469788;"None"
"4441";"Suncus_dayi";100;4,7621385;"1 Land/water protection"
"4442";"Suncus_dayi";100;4,7621385;"2 Land/water management"
"3463";"Phyllomys_thomasi";101;4,756860935;"None"
"4578";"Tapirus_bairdii";102;4,682344145;"1 Land/water protection"
"4580";"Tapirus_bairdii";102;4,682344145;"2 Land/water management"
"4582";"Tapirus_bairdii";102;4,682344145;"3 Species management"
"4584";"Tapirus_bairdii";102;4,682344145;"5 Law & policy"
"1095";"Dasyprocta_mexicana";103;4,658158253;"None"
"3342";"Peromyscus_mayensis";104;4,64948399;"1 Land/water protection"
"3343";"Peromyscus_mayensis";104;4,64948399;"2 Land/water management"
"3601";"Porcula_salvania";105;4,58296385;"1 Land/water protection"
"3603";"Porcula_salvania";105;4,58296385;"2 Land/water management"
"3605";"Porcula_salvania";105;4,58296385;"3 Species management"
"3611";"Porcula_salvania";105;4,58296385;"4 Education & awareness"
"685";"Cavia_intermedia";106;4,455154822;"2 Land/water management"
"686";"Cavia_intermedia";106;4,455154822;"4 Education & awareness"
"1895";"Lepilemur_sahamalazensis";107;4,354650968;"1 Land/water protection"
"1896";"Lepilemur_sahamalazensis";107;4,354650968;"2 Land/water management"
"1897";"Lepilemur_sahamalazensis";107;4,354650968;"3 Species management"
"807";"Chaetocauda_sichuanensis";108;4,3391691;"None"
"844";"Choeropsis_liberiensis";109;4,32012;"1 Land/water protection"
"846";"Choeropsis_liberiensis";109;4,32012;"2 Land/water management"
"847";"Choeropsis_liberiensis";109;4,32012;"3 Species management"
"849";"Choeropsis_liberiensis";109;4,32012;"4 Education & awareness"
"851";"Choeropsis_liberiensis";109;4,32012;"5 Law & policy"
"3535";"Pithecia_vanzolinii";110;4,306459569;"1 Land/water protection"
"2498";"Microcebus_marohita";111;4,254691732;"None"
"3417";"Pharotis_imogene";112;4,2458258;"1 Land/water protection"
"3418";"Pharotis_imogene";112;4,2458258;"2 Land/water management"
"285";"Ateles_hybridus";113;4,214391428;"1 Land/water protection"
"286";"Ateles_hybridus";113;4,214391428;"2 Land/water management"
"287";"Ateles_hybridus";113;4,214391428;"3 Species management"
"289";"Ateles_hybridus";113;4,214391428;"4 Education & awareness"
"3613";"Potorous_gilbertii";114;4,202608972;"2 Land/water management"
"3616";"Potorous_gilbertii";114;4,202608972;"3 Species management"
"3620";"Potorous_gilbertii";114;4,202608972;"4 Education & awareness"
"2953";"Nomascus_concolor";115;4,197202776;"1 Land/water protection"
"2955";"Nomascus_concolor";115;4,197202776;"2 Land/water management"
"2956";"Nomascus_concolor";115;4,197202776;"3 Species management"
"2961";"Nomascus_concolor";115;4,197202776;"4 Education & awareness"
"2962";"Nomascus_concolor";115;4,197202776;"5 Law & policy"
"4654";"Tarsius_tumpara";116;4,190714419;"1 Land/water protection"
"4656";"Tarsius_tumpara";116;4,190714419;"3 Species management"
"821";"Chinchilla_chinchilla";117,5;4,108848072;"1 Land/water protection"
"822";"Chinchilla_chinchilla";117,5;4,108848072;"2 Land/water management"
"823";"Chinchilla_lanigera";117,5;4,108848072;"1 Land/water protection"
"467";"Brachyteles_arachnoides";119;4,068346086;"1 Land/water protection"
"468";"Brachyteles_arachnoides";119;4,068346086;"2 Land/water management"
"470";"Brachyteles_arachnoides";119;4,068346086;"3 Species management"
"985";"Cryptochloris_wintoni";120;4,026268435;"1 Land/water protection"
"859";"Chrotogale_owstoni";121;4,000206627;"1 Land/water protection"
"861";"Chrotogale_owstoni";121;4,000206627;"2 Land/water management"
"862";"Chrotogale_owstoni";121;4,000206627;"3 Species management"
"866";"Chrotogale_owstoni";121;4,000206627;"4 Education & awareness"
"868";"Chrotogale_owstoni";121;4,000206627;"5 Law & policy"
"3534";"Pithecia_milleri";122;3,912786434;"None"
"4417";"Spalax_arenarius";123;3,8524626;"1 Land/water protection"
"519";"Bubalus_mindorensis";124;3,842292974;"1 Land/water protection"
"521";"Bubalus_mindorensis";124;3,842292974;"2 Land/water management"
"522";"Bubalus_mindorensis";124;3,842292974;"3 Species management"
"526";"Bubalus_mindorensis";124;3,842292974;"4 Education & awareness"
"529";"Bubalus_mindorensis";124;3,842292974;"5 Law & policy"
"829";"Chiropotes_satanas";125;3,765823775;"1 Land/water protection"
"830";"Chiropotes_satanas";125;3,765823775;"2 Land/water management"
"831";"Chiropotes_satanas";125;3,765823775;"3 Species management"
"374";"Beatragus_hunteri";126;3,7573435;"1 Land/water protection"
"375";"Beatragus_hunteri";126;3,7573435;"2 Land/water management"
"376";"Beatragus_hunteri";126;3,7573435;"3 Species management"
"381";"Beatragus_hunteri";126;3,7573435;"4 Education & awareness"
"1181";"Dipodomys_gravipes";127;3,721194995;"None"
"2878";"Nelsonia_goldmani";128;3,704054894;"1 Land/water protection"
"1732";"Hypogeomys_antimena";129;3,6640842;"1 Land/water protection"
"1733";"Hypogeomys_antimena";129;3,6640842;"2 Land/water management"
"1734";"Hypogeomys_antimena";129;3,6640842;"4 Education & awareness"
"687";"Cebus_aequatorialis";130;3,614202166;"None"
"5016";"Zaglossus_bruijnii";131;3,600561075;"1 Land/water protection"
"5018";"Zaglossus_bruijnii";131;3,600561075;"3 Species management"
"5020";"Zaglossus_bruijnii";131;3,600561075;"4 Education & awareness"
"4928";"Tylomys_bullaris";132;3,538279731;"1 Land/water protection"
"4929";"Tylomys_bullaris";132;3,538279731;"2 Land/water management"
"4931";"Tylomys_bullaris";132;3,538279731;"3 Species management"
"3115";"Okapia_johnstoni";133;3,525690746;"1 Land/water protection"
"3116";"Okapia_johnstoni";133;3,525690746;"2 Land/water management"
"3117";"Okapia_johnstoni";133;3,525690746;"3 Species management"
"3119";"Okapia_johnstoni";133;3,525690746;"4 Education & awareness"
"3120";"Okapia_johnstoni";133;3,525690746;"5 Law & policy"
"3123";"Okapia_johnstoni";133;3,525690746;"6 Livelihood, economic & other incentives"
"4423";"Spilocuscus_wilsoni";134;3,524956853;"None"
"4640";"Tarsius_sangirensis";135;3,486602262;"1 Land/water protection"
"4642";"Tarsius_sangirensis";135;3,486602262;"3 Species management"
"5002";"Xenomys_nelsoni";136;3,478455711;"None"
"57";"Addax_nasomaculatus";137;3,474995917;"1 Land/water protection"
"58";"Addax_nasomaculatus";137;3,474995917;"3 Species management"
"60";"Addax_nasomaculatus";137;3,474995917;"5 Law & policy"
"3286";"Parantechinus_apicalis";138;3,4615833;"1 Land/water protection"
"3287";"Parantechinus_apicalis";138;3,4615833;"2 Land/water management"
"3289";"Parantechinus_apicalis";138;3,4615833;"3 Species management"
"3294";"Parantechinus_apicalis";138;3,4615833;"4 Education & awareness"
"1338";"Eulemur_flavifrons";139;3,411571529;"1 Land/water protection"
"1339";"Eulemur_flavifrons";139;3,411571529;"2 Land/water management"
"1340";"Eulemur_flavifrons";139;3,411571529;"3 Species management"
"589";"Callicebus_barbarabrownae";140;3,398235926;"1 Land/water protection"
"590";"Callicebus_barbarabrownae";140;3,398235926;"2 Land/water management"
"3410";"Phalanger_matanim";141;3,398055235;"5 Law & policy"
"688";"Cebus_cesarae";142;3,372721746;"None"
"84";"Ailurops_melanotis";143;3,340581509;"1 Land/water protection"
"85";"Ailurops_melanotis";143;3,340581509;"2 Land/water management"
"86";"Ailurops_melanotis";143;3,340581509;"4 Education & awareness"
"87";"Ailurops_melanotis";143;3,340581509;"5 Law & policy"
"4963";"Vandeleuria_nolthenii";144;3,325933033;"1 Land/water protection"
"4964";"Vandeleuria_nolthenii";144;3,325933033;"2 Land/water management"
"902";"Congosorex_polli";145;3,320887157;"None"
"1504";"Habromys_delicatulus";146,5;3,31655598;"1 Land/water protection"
"1507";"Habromys_schmidlyi";146,5;3,31655598;"1 Land/water protection"
"753";"Cercopithecus_dryas";148;3,307601478;"1 Land/water protection"
"754";"Cercopithecus_dryas";148;3,307601478;"4 Education & awareness"
"755";"Cercopithecus_dryas";148;3,307601478;"5 Law & policy"
"3736";"Propithecus_coquereli";149;3,300768232;"1 Land/water protection"
"3737";"Propithecus_coquereli";149;3,300768232;"2 Land/water management"
"3738";"Propithecus_coquereli";149;3,300768232;"3 Species management"
"3740";"Propithecus_coquereli";149;3,300768232;"4 Education & awareness"
"2492";"Microcebus_gerpi";150;3,277361855;"1 Land/water protection"
"4638";"Tarsius_pelengensis";151;3,264226905;"1 Land/water protection"
"4639";"Tarsius_pelengensis";151;3,264226905;"2 Land/water management"
"1252";"Enhydra_lutris";152;3,24231637;"2 Land/water management"
"1254";"Enhydra_lutris";152;3,24231637;"3 Species management"
"604";"Callicebus_oenanthe";153;3,12983809;"2 Land/water management"
"605";"Callicebus_oenanthe";153;3,12983809;"3 Species management"
"4936";"Tylomys_tumbalensis";154;3,129237119;"1 Land/water protection"
"4937";"Tylomys_tumbalensis";154;3,129237119;"2 Land/water management"
"4938";"Tylomys_tumbalensis";154;3,129237119;"3 Species management"
"2537";"Mirza_coquereli";155,5;3,119248549;"None"
"2538";"Mirza_zaza";155,5;3,119248549;"2 Land/water management"
"1333";"Eulemur_coronatus";157;3,115837226;"2 Land/water management"
"1334";"Eulemur_coronatus";157;3,115837226;"3 Species management"
"1336";"Eulemur_coronatus";157;3,115837226;"4 Education & awareness"
"915";"Crateromys_australis";158;3,10825069;"1 Land/water protection"
"916";"Crateromys_australis";158;3,10825069;"2 Land/water management"
"2850";"Nasalis_larvatus";159;3,106191592;"1 Land/water protection"
"2851";"Nasalis_larvatus";159;3,106191592;"2 Land/water management"
"2852";"Nasalis_larvatus";159;3,106191592;"3 Species management"
"2855";"Nasalis_larvatus";159;3,106191592;"4 Education & awareness"
"2858";"Nasalis_larvatus";159;3,106191592;"5 Law & policy"
"3357";"Peroryctes_broadbenti";160;3,097678171;"1 Land/water protection"
"3358";"Peroryctes_broadbenti";160;3,097678171;"2 Land/water management"
"3359";"Peroryctes_broadbenti";160;3,097678171;"3 Species management"
