"";"species";"LEDGE_rank";"LEDGE";"conservation_classification";"introduced"
"359";"Cardiocranius_paradoxus";266;11,46778158;"2 Land/water management";"no"
"947";"Huetia_leucorhina";267;11,46567169;"None";"no"
"1712";"Paradipus_ctenodactylus";268;11,46490173;"None";"no"
"1282";"Mesomys_leniceps";269;11,4543507;"None";"no"
"765";"Erethizon_dorsatum";270;11,43760809;"None";"no"
"2149";"Rhinonicteris_aurantia";271;11,42538157;"None";"no"
"1880";"Phyllomys_dasythrix";272;11,40057333;"None";"no"
"2677";"Tupaia_dorsalis";273;11,39790008;"2 Land/water management";"no"
"1887";"Phyllomys_sulinus";274;11,39357298;"None";"no"
"703";"Dymecodon_pilirostris";275,5;11,36554666;"None";"no"
"2698";"Urotrichus_talpoides";275,5;11,36554666;"None";"no"
"1032";"Kerivoula_picta";277;11,36232019;"2 Land/water management";"no"
"1129";"Lestodelphys_halli";278;11,31671414;"None";"no"
"653";"Desmodus_rotundus";279,5;11,31671275;"4 Education & awareness";"no"
"654";"Diaemus_youngi";279,5;11,31671275;"4 Education & awareness";"no"
"545";"Cryptomys_hottentotus";281;11,31192938;"None";"no"
"1694";"Ototylomys_phyllotis";282;11,2955002;"None";"no"
"1264";"Megasorex_gigas";283;11,27491623;"None";"no"
"1884";"Phyllomys_medius";284;11,26877002;"None";"no"
"648";"Deomys_ferrugineus";285;11,24564769;"None";"no"
"1587";"Nyctinomops_macrotis";286;11,22404877;"None";"no"
"2283";"Sigmodon_alstoni";287;11,22074642;"None";"no"
"572";"Ctenomys_talarum";288;11,21762414;"None";"no"
"1492";"Nannosciurus_melanotis";289;11,18919051;"2 Land/water management";"no"
"1085";"Lasiurus_xanthinus";290;11,16394677;"1 Land/water protection";"no"
"1086";"Lasiurus_xanthinus";290;11,16394677;"2 Land/water management";"no"
"2318";"Smutsia_gigantea";291,5;11,15948853;"2 Land/water management";"no"
"2319";"Smutsia_gigantea";291,5;11,15948853;"3 Species management";"no"
"2322";"Smutsia_gigantea";291,5;11,15948853;"5 Law & policy";"no"
"2326";"Smutsia_temminckii";291,5;11,15948853;"2 Land/water management";"no"
"2327";"Smutsia_temminckii";291,5;11,15948853;"3 Species management";"no"
"2330";"Smutsia_temminckii";291,5;11,15948853;"5 Law & policy";"no"
"1620";"Olallamys_edax";293;11,09810712;"None";"no"
"855";"Golunda_ellioti";294;11,08404077;"None";"no"
"718";"Eira_barbara";295;11,07972099;"None";"no"
"1594";"Ochotona_rufescens";296;11,07338214;"None";"no"
"2001";"Proechimys_mincae";297;11,06193775;"None";"no"
"570";"Ctenomys_pundti";298;11,04347139;"None";"no"
"2272";"Sekeetamys_calurus";299;11,04182288;"None";"no"
"1444";"Myotis_moluccarum";300;11,03191338;"None";"no"
"662";"Diplogale_hosei";301;11,01198891;"1 Land/water protection";"no"
"663";"Diplogale_hosei";301;11,01198891;"2 Land/water management";"no"
"665";"Diplogale_hosei";301;11,01198891;"4 Education & awareness";"no"
"666";"Diplogale_hosei";301;11,01198891;"5 Law & policy";"no"
"671";"Diplogale_hosei";301;11,01198891;"6 Livelihood, economic & other incentives";"no"
"809";"Exilisciurus_concinnus";302;10,98466413;"2 Land/water management";"no"
"1593";"Ochotona_pusilla";303;10,97805107;"None";"no"
"744";"Emballonura_serii";304;10,96759815;"1 Land/water protection";"no"
"745";"Emballonura_serii";304;10,96759815;"2 Land/water management";"no"
"160";"Aotus_zonalis";305;10,93619966;"2 Land/water management";"no"
"1392";"Mustela_africana";306;10,9355082;"None";"no"
"2252";"Sciurotamias_davidianus";307,5;10,93176014;"None";"no"
"2253";"Sciurotamias_forresti";307,5;10,93176014;"None";"no"
"122";"Amorphochilus_schnablii";309;10,9260792;"2 Land/water management";"no"
"123";"Amorphochilus_schnablii";309;10,9260792;"4 Education & awareness";"no"
"2624";"Trichechus_manatus";310;10,90370971;"1 Land/water protection";"no"
"2626";"Trichechus_manatus";310;10,90370971;"2 Land/water management";"no"
"2628";"Trichechus_manatus";310;10,90370971;"3 Species management";"no"
"2631";"Trichechus_manatus";310;10,90370971;"4 Education & awareness";"no"
"2634";"Trichechus_manatus";310;10,90370971;"5 Law & policy";"no"
"2640";"Trichechus_manatus";310;10,90370971;"6 Livelihood, economic & other incentives";"no"
"1982";"Prionodon_linsang";311,5;10,90038245;"2 Land/water management";"no"
"1983";"Prionodon_pardicolor";311,5;10,90038245;"None";"no"
"1035";"Kogia_breviceps";313,5;10,8898888;"None";"no"
"1036";"Kogia_sima";313,5;10,8898888;"None";"no"
"2383";"Strigocuscus_pelengensis";315;10,88721062;"None";"no"
"1522";"Neotetracus_sinensis";316;10,88219982;"2 Land/water management";"no"
"2704";"Vernaya_fulva";317;10,85149182;"None";"no"
"944";"Hodomys_alleni";318;10,84677313;"None";"no"
"31";"Acomys_louisae";319;10,8334483;"None";"no"
"2732";"Vormela_peregusna";320;10,810981;"1 Land/water protection";"no"
"2733";"Vormela_peregusna";320;10,810981;"2 Land/water management";"no"
"678";"Dipodomys_deserti";321;10,77279633;"None";"no"
"1815";"Petrodromus_tetradactylus";322;10,76882766;"1 Land/water protection";"no"
"673";"Diplomesodon_pulchellum";323;10,73766809;"None";"no"
"500";"Chrotopterus_auritus";324;10,7133981;"None";"no"
"208";"Asellia_patrizii";325,5;10,71134433;"2 Land/water management";"no"
"209";"Asellia_tridens";325,5;10,71134433;"1 Land/water protection";"no"
"210";"Asellia_tridens";325,5;10,71134433;"2 Land/water management";"no"
"1881";"Phyllomys_kerri";327;10,71076432;"None";"no"
"144";"Anthops_ornatus";328;10,70466143;"1 Land/water protection";"no"
"145";"Anthops_ornatus";328;10,70466143;"2 Land/water management";"no"
"2699";"Vampyrum_spectrum";329;10,6363796;"1 Land/water protection";"no"
"2700";"Vampyrum_spectrum";329;10,6363796;"2 Land/water management";"no"
"719";"Elaphodus_cephalophus";330;10,62491466;"1 Land/water protection";"no"
"720";"Elaphodus_cephalophus";330;10,62491466;"2 Land/water management";"no"
"721";"Elaphodus_cephalophus";330;10,62491466;"3 Species management";"no"
"723";"Elaphodus_cephalophus";330;10,62491466;"5 Law & policy";"no"
"1663";"Osgoodomys_banderanus";331;10,60132491;"None";"no"
"566";"Ctenomys_mendocinus";332;10,58662567;"None";"no"
"1524";"Neotoma_cinerea";333;10,54390778;"None";"no"
"814";"Fukomys_zechi";334;10,5315034;"None";"no"
"894";"Hemigalus_derbyanus";335;10,53131371;"2 Land/water management";"no"
"895";"Hemigalus_derbyanus";335;10,53131371;"4 Education & awareness";"no"
"896";"Hemigalus_derbyanus";335;10,53131371;"5 Law & policy";"no"
"515";"Coleura_afra";336;10,5004356;"2 Land/water management";"no"
"911";"Heteromys_irroratus";337;10,48643565;"None";"no"
"1252";"Martes_pennanti";338;10,48451075;"2 Land/water management";"no"
"2273";"Selevinia_betpakdalaensis";339;10,47310632;"1 Land/water protection";"no"
"891";"Hemibelideus_lemuroides";340;10,43534673;"None";"no"
"830";"Galidia_elegans";341;10,41267788;"2 Land/water management";"no"
"870";"Gymnuromys_roberti";342;10,41078943;"2 Land/water management";"no"
"2169";"Rhynchocyon_cirnei";343;10,40804049;"1 Land/water protection";"no"
"2171";"Rhynchocyon_cirnei";343;10,40804049;"4 Education & awareness";"no"
"813";"Fossa_fossana";344;10,37438528;"2 Land/water management";"no"
"1356";"Mormopterus_beccarii";345;10,35080126;"None";"no"
"2417";"Tadarida_fulminans";346;10,34257768;"None";"no"
"652";"Desmodillus_auricularis";347;10,26042195;"None";"no"
"1360";"Mormopterus_loriae";348;10,17786376;"None";"no"
"2731";"Vombatus_ursinus";349;10,1705876;"None";"no"
"729";"Elephas_maximus";350;10,07114364;"1 Land/water protection";"no"
"731";"Elephas_maximus";350;10,07114364;"2 Land/water management";"no"
"733";"Elephas_maximus";350;10,07114364;"3 Species management";"no"
"736";"Elephas_maximus";350;10,07114364;"4 Education & awareness";"no"
"738";"Elephas_maximus";350;10,07114364;"5 Law & policy";"no"
"2457";"Tapirus_terrestris";351;10,03482787;"1 Land/water protection";"no"
"2458";"Tapirus_terrestris";351;10,03482787;"2 Land/water management";"no"
"2459";"Tapirus_terrestris";351;10,03482787;"3 Species management";"no"
"2461";"Tapirus_terrestris";351;10,03482787;"5 Law & policy";"no"
"768";"Eschrichtius_robustus";352;10,0294985;"2 Land/water management";"no"
"41";"Aepyceros_melampus";353;10,00233486;"2 Land/water management";"yes"
"1817";"Petropseudes_dahli";354;9,980940928;"2 Land/water management";"no"
"128";"Anomalurus_derbianus";355;9,969809182;"None";"no"
"311";"Callimico_goeldii";356;9,968977;"2 Land/water management";"no"
"1703";"Paguma_larvata";357;9,949142518;"None";"yes"
"2395";"Surdisorex_norae";358;9,922724079;"None";"no"
"1300";"Micronycteris_hirsuta";359;9,917442503;"2 Land/water management";"no"
"628";"Dasypus_kappleri";360;9,898845033;"2 Land/water management";"no"
"825";"Galemys_pyrenaicus";361;9,891489205;"2 Land/water management";"no"
"827";"Galemys_pyrenaicus";361;9,891489205;"4 Education & awareness";"no"
"815";"Funambulus_pennantii";362;9,869113239;"None";"no"
"2172";"Rhynchocyon_petersi";363;9,847759362;"1 Land/water protection";"no"
"2173";"Rhynchocyon_petersi";363;9,847759362;"2 Land/water management";"no"
"2174";"Rhynchocyon_petersi";363;9,847759362;"4 Education & awareness";"no"
"1899";"Pipistrellus_rueppellii";364;9,845557003;"None";"no"
"2106";"Ratufa_macroura";365;9,839986987;"1 Land/water protection";"no"
"2107";"Ratufa_macroura";365;9,839986987;"2 Land/water management";"no"
"2108";"Ratufa_macroura";365;9,839986987;"3 Species management";"no"
"2113";"Ratufa_macroura";365;9,839986987;"4 Education & awareness";"no"
"2114";"Ratufa_macroura";365;9,839986987;"5 Law & policy";"no"
"1077";"Lasiorhinus_latifrons";366;9,838850516;"1 Land/water protection";"yes"
"1078";"Lasiorhinus_latifrons";366;9,838850516;"2 Land/water management";"yes"
"1079";"Lasiorhinus_latifrons";366;9,838850516;"3 Species management";"yes"
"1031";"Kerivoula_pellucida";367;9,808252403;"1 Land/water protection";"no"
"683";"Dolichotis_salinicola";368;9,766390676;"None";"no"
"2303";"Sminthopsis_griseoventer";369;9,764938979;"None";"no"
"659";"Diomys_crumpi";370;9,757222;"None";"no"
"1018";"Isothrix_barbarabrownae";371;9,7462794;"None";"no"
"1865";"Phloeomys_pallidus";372;9,732440854;"None";"no"
"2413";"Tachyoryctes_splendens";373;9,731605295;"None";"no"
"261";"Blarina_hylophaga";374;9,72825857;"None";"no"
"1003";"Inia_geoffrensis";375;9,719734489;"1 Land/water protection";"no"
"1005";"Inia_geoffrensis";375;9,719734489;"3 Species management";"no"
"1007";"Inia_geoffrensis";375;9,719734489;"5 Law & policy";"no"
"1010";"Inia_geoffrensis";375;9,719734489;"6 Livelihood, economic & other incentives";"no"
"294";"Cabassous_tatouay";376;9,710179467;"2 Land/water management";"no"
"682";"Dolichotis_patagonum";377;9,700875556;"None";"no"
"887";"Harpiola_isodon";378;9,698750288;"None";"no"
"1148";"Loris_lydekkerianus";379;9,671034964;"1 Land/water protection";"no"
"1149";"Loris_lydekkerianus";379;9,671034964;"2 Land/water management";"no"
"1150";"Loris_lydekkerianus";379;9,671034964;"3 Species management";"no"
"791";"Eumops_hansae";380;9,654617253;"2 Land/water management";"no"
"796";"Euoticus_elegantulus";381,5;9,654279549;"None";"no"
"797";"Euoticus_pallidus";381,5;9,654279549;"2 Land/water management";"no"
"221";"Austronomus_australis";383,5;9,638042522;"None";"no"
"222";"Austronomus_kuboriensis";383,5;9,638042522;"None";"no"
"402";"Cercartetus_lepidus";385,5;9,600668261;"None";"no"
"403";"Cercartetus_nanus";385,5;9,600668261;"None";"no"
"1811";"Petauroides_volans";387;9,584323178;"1 Land/water protection";"no"
"1812";"Petauroides_volans";387;9,584323178;"2 Land/water management";"no"
"1813";"Petauroides_volans";387;9,584323178;"3 Species management";"no"
"2095";"Rangifer_tarandus";388;9,5716205;"1 Land/water protection";"yes"
"2096";"Rangifer_tarandus";388;9,5716205;"2 Land/water management";"yes"
"2098";"Rangifer_tarandus";388;9,5716205;"5 Law & policy";"yes"
"127";"Anomalurus_beecrofti";389;9,544068072;"2 Land/water management";"no"
"2244";"Scalopus_aquaticus";390;9,537428105;"None";"no"
"1588";"Nyctomys_sumichrasti";391,5;9,519916397;"None";"no"
"1693";"Otonyctomys_hatti";391,5;9,519916397;"None";"no"
"2737";"Wyulda_squamicaudata";393;9,42675156;"1 Land/water protection";"no"
"2738";"Wyulda_squamicaudata";393;9,42675156;"2 Land/water management";"no"
"2740";"Wyulda_squamicaudata";393;9,42675156;"4 Education & awareness";"no"
"2741";"Wyulda_squamicaudata";393;9,42675156;"6 Livelihood, economic & other incentives";"no"
"386";"Cebus_brunneus";394;9,418156319;"None";"no"
"1110";"Lepilemur_seali";395;9,390390596;"2 Land/water management";"no"
"991";"Hystrix_sumatrae";396;9,388467774;"None";"no"
"1802";"Peropteryx_leucoptera";397;9,375785585;"1 Land/water protection";"no"
"1803";"Peropteryx_leucoptera";397;9,375785585;"2 Land/water management";"no"
"129";"Anomalurus_pelii";398;9,362324126;"2 Land/water management";"no"
"1781";"Perameles_bougainville";399;9,348140041;"3 Species management";"no"
"1787";"Perameles_bougainville";399;9,348140041;"4 Education & awareness";"no"
"1572";"Nycticebus_pygmaeus";400;9,334202701;"1 Land/water protection";"no"
"1573";"Nycticebus_pygmaeus";400;9,334202701;"2 Land/water management";"no"
"1574";"Nycticebus_pygmaeus";400;9,334202701;"3 Species management";"no"
"1577";"Nycticebus_pygmaeus";400;9,334202701;"4 Education & awareness";"no"
"1578";"Nycticebus_pygmaeus";400;9,334202701;"5 Law & policy";"no"
"869";"Gulo_gulo";401;9,239897982;"None";"no"
"2429";"Taphozous_hilli";402;9,233173318;"None";"no"
"1237";"Marmosops_fuscatus";403;9,218849035;"None";"no"
"363";"Carpomys_phaeurus";404;9,210923235;"2 Land/water management";"no"
"1196";"Macroscelides_micus";405;9,190620473;"4 Education & awareness";"no"
"761";"Eremitalpa_granti";406;9,190175468;"1 Land/water protection";"no"
"762";"Eremitalpa_granti";406;9,190175468;"2 Land/water management";"no"
"119";"Ammodillus_imbellis";407;9,188428686;"2 Land/water management";"no"
"1874";"Phoniscus_jagorii";408;9,184880174;"None";"no"
"519";"Condylura_cristata";409;9,174111272;"None";"no"
"726";"Elephantulus_myurus";410;9,172543395;"None";"no"
"133";"Anotomys_leander";411;9,16911975;"1 Land/water protection";"no"
"575";"Cuniculus_paca";412;9,158232285;"None";"yes"
"180";"Arctocebus_aureus";413,5;9,140255166;"2 Land/water management";"no"
"181";"Arctocebus_calabarensis";413,5;9,140255166;"1 Land/water protection";"no"
"182";"Arctocebus_calabarensis";413,5;9,140255166;"2 Land/water management";"no"
"183";"Arctocebus_calabarensis";413,5;9,140255166;"4 Education & awareness";"no"
"184";"Arctocebus_calabarensis";413,5;9,140255166;"5 Law & policy";"no"
"1292";"Microdillus_peeli";415;9,128628546;"None";"no"
"600";"Dactylonax_palpator";416;9,074911247;"None";"no"
"432";"Chaetodipus_spinatus";417;9,071056425;"None";"no"
"1757";"Pectinator_spekei";418;9,053057325;"None";"no"
"576";"Cuniculus_taczanowskii";419;9,031081785;"None";"no"
"2565";"Tragelaphus_angasii";420;9,027518602;"2 Land/water management";"no"
"1142";"Lonchorhina_orinocensis";421;9,007121;"1 Land/water protection";"no"
"1143";"Lonchorhina_orinocensis";421;9,007121;"2 Land/water management";"no"
"523";"Cormura_brevirostris";422;9,001173907;"2 Land/water management";"no"
"1452";"Myotis_sodalis";423;8,994269734;"1 Land/water protection";"no"
"1453";"Myotis_sodalis";423;8,994269734;"2 Land/water management";"no"
"1903";"Pithecia_albicans";424;8,959183097;"2 Land/water management";"no"
"1904";"Pithecia_albicans";424;8,959183097;"3 Species management";"no"
"2350";"Sorex_mirabilis";425;8,917828702;"4 Education & awareness";"no"
"1875";"Phoniscus_papuensis";426;8,91170463;"2 Land/water management";"no"
"1551";"Notoryctes_caurinus";427,5;8,902089873;"1 Land/water protection";"no"
"1553";"Notoryctes_caurinus";427,5;8,902089873;"2 Land/water management";"no"
"1555";"Notoryctes_caurinus";427,5;8,902089873;"4 Education & awareness";"no"
"1556";"Notoryctes_typhlops";427,5;8,902089873;"1 Land/water protection";"no"
"1558";"Notoryctes_typhlops";427,5;8,902089873;"2 Land/water management";"no"
"1561";"Notoryctes_typhlops";427,5;8,902089873;"4 Education & awareness";"no"
"985";"Hystrix_indica";429;8,892495356;"None";"no"
"1863";"Phloeomys_cumingi";430;8,881281457;"1 Land/water protection";"no"
"1864";"Phloeomys_cumingi";430;8,881281457;"2 Land/water management";"no"
"1000";"Idiurus_macrotis";431,5;8,86142172;"2 Land/water management";"no"
"1001";"Idiurus_zenkeri";431,5;8,86142172;"2 Land/water management";"no"
"1513";"Neofiber_alleni";433,5;8,834861187;"1 Land/water protection";"no"
"1514";"Neofiber_alleni";433,5;8,834861187;"2 Land/water management";"no"
"1622";"Ondatra_zibethicus";433,5;8,834861187;"None";"no"
"1934";"Pontoporia_blainvillei";435;8,834250859;"2 Land/water management";"no"
"1935";"Pontoporia_blainvillei";435;8,834250859;"3 Species management";"no"
"1936";"Pontoporia_blainvillei";435;8,834250859;"4 Education & awareness";"no"
"1937";"Pontoporia_blainvillei";435;8,834250859;"5 Law & policy";"no"
"1947";"Pontoporia_blainvillei";435;8,834250859;"6 Livelihood, economic & other incentives";"no"
"1821";"Phalanger_ornatus";436;8,804478554;"None";"no"
"1193";"Macrophyllum_macrophyllum";437,5;8,790199518;"None";"no"
"2563";"Trachops_cirrhosus";437,5;8,790199518;"1 Land/water protection";"no"
"2564";"Trachops_cirrhosus";437,5;8,790199518;"2 Land/water management";"no"
"312";"Callistomys_pictus";439;8,788066101;"1 Land/water protection";"no"
"313";"Callistomys_pictus";439;8,788066101;"2 Land/water management";"no"
"314";"Callistomys_pictus";439;8,788066101;"3 Species management";"no"
"2356";"Soriculus_nigrescens";440;8,78656565;"None";"no"
"750";"Eoglaucomys_fimbriatus";441;8,767061625;"None";"no"
"2420";"Talpa_altaica";442;8,757656928;"2 Land/water management";"no"
"2175";"Rhynchocyon_udzungwensis";443;8,731313818;"1 Land/water protection";"no"
"2176";"Rhynchocyon_udzungwensis";443;8,731313818;"2 Land/water management";"no"
"2177";"Rhynchocyon_udzungwensis";443;8,731313818;"4 Education & awareness";"no"
"2180";"Rhynchocyon_udzungwensis";443;8,731313818;"5 Law & policy";"no"
"2183";"Rhynchocyon_udzungwensis";443;8,731313818;"6 Livelihood, economic & other incentives";"no"
"2287";"Sigmodon_peruanus";444;8,7115744;"None";"no"
"885";"Harpiola_grisea";445;8,708625236;"1 Land/water protection";"no"
"886";"Harpiola_grisea";445;8,708625236;"2 Land/water management";"no"
"2492";"Tarsius_pumilus";446;8,708073599;"1 Land/water protection";"no"
"2493";"Tarsius_pumilus";446;8,708073599;"2 Land/water management";"no"
"354";"Caprolagus_hispidus";447;8,7;"2 Land/water management";"no"
"357";"Caprolagus_hispidus";447;8,7;"4 Education & awareness";"no"
"305";"Callicebus_brunneus";448;8,69916907;"2 Land/water management";"no"
"810";"Exilisciurus_exilis";449;8,69838139;"2 Land/water management";"no"
"983";"Hystrix_crassispinis";450;8,691155679;"None";"no"
"2377";"Srilankamys_ohiensis";451;8,6904708;"2 Land/water management";"no"
"1131";"Liberiictis_kuhni";452;8,64301925;"1 Land/water protection";"no"
"1132";"Liberiictis_kuhni";452;8,64301925;"2 Land/water management";"no"
"1133";"Liberiictis_kuhni";452;8,64301925;"3 Species management";"no"
"1135";"Liberiictis_kuhni";452;8,64301925;"4 Education & awareness";"no"
"2518";"Tatera_indica";453;8,635088236;"None";"no"
"1303";"Micronycteris_schmidtorum";454;8,615309344;"None";"no"
"2587";"Tremarctos_ornatus";455;8,59080725;"1 Land/water protection";"no"
"2589";"Tremarctos_ornatus";455;8,59080725;"2 Land/water management";"no"
"2591";"Tremarctos_ornatus";455;8,59080725;"4 Education & awareness";"no"
"2594";"Tremarctos_ornatus";455;8,59080725;"5 Law & policy";"no"
"2601";"Tremarctos_ornatus";455;8,59080725;"6 Livelihood, economic & other incentives";"no"
"506";"Civettictis_civetta";456;8,588945534;"None";"no"
"1364";"Mormopterus_planiceps";457;8,553464158;"None";"no"
"1458";"Myotis_volans";458;8,525140718;"2 Land/water management";"no"
"782";"Eulemur_macaco";459;8,517999059;"1 Land/water protection";"no"
"783";"Eulemur_macaco";459;8,517999059;"2 Land/water management";"no"
"784";"Eulemur_macaco";459;8,517999059;"3 Species management";"no"
"2506";"Tarsius_tarsier";460;8,51705619;"1 Land/water protection";"no"
"2508";"Tarsius_tarsier";460;8,51705619;"2 Land/water management";"no"
"2509";"Tarsius_tarsier";460;8,51705619;"3 Species management";"no"
"2512";"Tarsius_tarsier";460;8,51705619;"4 Education & awareness";"no"
"2514";"Tarsius_tarsier";460;8,51705619;"5 Law & policy";"no"
"1362";"Mormopterus_norfolkensis";461;8,514493757;"None";"no"
"997";"Ictonyx_libycus";462;8,502479864;"None";"no"
"949";"Hydropotes_inermis";463;8,470632264;"1 Land/water protection";"no"
"951";"Hydropotes_inermis";463;8,470632264;"2 Land/water management";"no"
"952";"Hydropotes_inermis";463;8,470632264;"3 Species management";"no"
"955";"Hydropotes_inermis";463;8,470632264;"4 Education & awareness";"no"
"956";"Hydropotes_inermis";463;8,470632264;"5 Law & policy";"no"
"962";"Hydropotes_inermis";463;8,470632264;"6 Livelihood, economic & other incentives";"no"
"269";"Brachylagus_idahoensis";464;8,463241817;"1 Land/water protection";"no"
"270";"Brachylagus_idahoensis";464;8,463241817;"2 Land/water management";"no"
"272";"Brachylagus_idahoensis";464;8,463241817;"3 Species management";"no"
"275";"Brachylagus_idahoensis";464;8,463241817;"4 Education & awareness";"no"
"1678";"Otomops_formosus";465;8,45390401;"2 Land/water management";"no"
"2309";"Sminthopsis_macroura";466;8,443832787;"None";"no"
"591";"Cystophora_cristata";467;8,44208475;"2 Land/water management";"no"
"592";"Cystophora_cristata";467;8,44208475;"3 Species management";"no"
"1634";"Oreotragus_oreotragus";468;8,439088025;"2 Land/water management";"no"
"618";"Dasykaluta_rosamondae";469;8,437793089;"None";"no"
"1843";"Phataginus_tetradactyla";470,5;8,421437368;"2 Land/water management";"no"
"1844";"Phataginus_tetradactyla";470,5;8,421437368;"3 Species management";"no"
"1847";"Phataginus_tetradactyla";470,5;8,421437368;"5 Law & policy";"no"
"1849";"Phataginus_tricuspis";470,5;8,421437368;"2 Land/water management";"no"
"1850";"Phataginus_tricuspis";470,5;8,421437368;"3 Species management";"no"
"1853";"Phataginus_tricuspis";470,5;8,421437368;"5 Law & policy";"no"
"538";"Crocidura_pachyura";472;8,415654391;"None";"no"
"1685";"Otomops_wroughtoni";473;8,401888747;"1 Land/water protection";"no"
"1686";"Otomops_wroughtoni";473;8,401888747;"2 Land/water management";"no"
"1688";"Otomops_wroughtoni";473;8,401888747;"4 Education & awareness";"no"
"1689";"Otomops_wroughtoni";473;8,401888747;"5 Law & policy";"no"
"1533";"Ningaui_timealeyi";474;8,398485062;"None";"no"
"1088";"Leimacomys_buettneri";475;8,3804577;"None";"no"
"2140";"Rhinolophus_pearsonii";476;8,378141072;"2 Land/water management";"no"
"125";"Andinomys_edax";477;8,344617748;"None";"no"
"1680";"Otomops_madagascariensis";478;8,343567372;"2 Land/water management";"no"
"1416";"Myosorex_zinki";479;8,334014841;"None";"no"
"1285";"Mesoplodon_bidens";480;8,324931894;"None";"no"
"1873";"Phoniscus_atrox";481;8,286405931;"2 Land/water management";"no"
"42";"Aepyprymnus_rufescens";482;8,275112683;"None";"no"
"1789";"Perodicticus_ibeanus";483;8,252138344;"None";"no"
"2606";"Trichechus_inunguis";484;8,226360882;"1 Land/water protection";"no"
"2608";"Trichechus_inunguis";484;8,226360882;"2 Land/water management";"no"
"2610";"Trichechus_inunguis";484;8,226360882;"3 Species management";"no"
"2613";"Trichechus_inunguis";484;8,226360882;"4 Education & awareness";"no"
"2616";"Trichechus_inunguis";484;8,226360882;"5 Law & policy";"no"
"2620";"Trichechus_inunguis";484;8,226360882;"6 Livelihood, economic & other incentives";"no"
"1397";"Mustela_kathiah";485;8,223088825;"None";"no"
"384";"Cebuella_pygmaea";486;8,217764091;"2 Land/water management";"no"
"2399";"Sylvicapra_grimmia";487;8,205254717;"2 Land/water management";"no"
"1824";"Phaner_furcifer";488;8,188356459;"2 Land/water management";"no"
"1493";"Napaeozapus_insignis";489;8,156917134;"None";"no"
"1103";"Lepilemur_milanoii";490;8,156353169;"2 Land/water management";"no"
"1104";"Lepilemur_milanoii";490;8,156353169;"3 Species management";"no"
"2425";"Tamiasciurus_hudsonicus";491;8,152819871;"None";"no"
"837";"Geomys_breviceps";492;8,15179239;"None";"no"
"1299";"Micronycteris_brosseti";493;8,150687745;"2 Land/water management";"no"
"1443";"Myotis_keaysi";494;8,149807489;"2 Land/water management";"no"
"2359";"Spalax_ehrenbergi";495;8,148037584;"None";"no"
"1810";"Petaurista_leucogenys";496;8,143458457;"None";"no"
"1741";"Paremballonura_atrata";497;8,128049442;"2 Land/water management";"no"
"2263";"Scotomanes_ornatus";498;8,122060902;"2 Land/water management";"no"
"657";"Dinaromys_bogdanovi";499;8,1207235;"None";"no"
"2063";"Pteronura_brasiliensis";500;8,1108418;"1 Land/water protection";"no"
"2065";"Pteronura_brasiliensis";500;8,1108418;"2 Land/water management";"no"
"2067";"Pteronura_brasiliensis";500;8,1108418;"3 Species management";"no"
"2068";"Pteronura_brasiliensis";500;8,1108418;"4 Education & awareness";"no"
"2069";"Pteronura_brasiliensis";500;8,1108418;"5 Law & policy";"no"
"309";"Callicebus_nigrifrons";501;8,097621243;"2 Land/water management";"no"
"2139";"Rhinolophus_hipposideros";502;8,085040731;"None";"no"
"2683";"Tupaia_palawanensis";503;8,076464607;"2 Land/water management";"no"
"541";"Crocidura_zarudnyi";504;8,073183021;"None";"no"
"1234";"Marmosa_lepida";505;8,059895427;"None";"no"
"651";"Desmodilliscus_braueri";506,5;8,032760005;"None";"no"
"1702";"Pachyuromys_duprasi";506,5;8,032760005;"None";"no"
"582";"Cynogale_bennettii";508;8,02790442;"1 Land/water protection";"no"
"583";"Cynogale_bennettii";508;8,02790442;"2 Land/water management";"no"
"584";"Cynogale_bennettii";508;8,02790442;"4 Education & awareness";"no"
"585";"Cynogale_bennettii";508;8,02790442;"5 Law & policy";"no"
"1026";"Jaculus_jaculus";509;8,016654147;"None";"no"
"948";"Hydrictis_maculicollis";510;8,007905437;"2 Land/water management";"no"
"1681";"Otomops_martiensseni";511;7,978695605;"1 Land/water protection";"no"
"1682";"Otomops_martiensseni";511;7,978695605;"2 Land/water management";"no"
"1683";"Otomops_martiensseni";511;7,978695605;"4 Education & awareness";"no"
"99";"Allenopithecus_nigroviridis";512;7,970871439;"2 Land/water management";"no"
"1386";"Muriculus_imberbis";513;7,960826939;"1 Land/water protection";"no"
"1387";"Muriculus_imberbis";513;7,960826939;"2 Land/water management";"no"
"1302";"Micronycteris_minuta";514;7,955124161;"None";"no"
"1526";"Neotoma_mexicana";515;7,954435758;"None";"no"
"1521";"Neotamias_minimus";516;7,939148029;"None";"no"
"243";"Beamys_hindei";517;7,920014006;"2 Land/water management";"no"
"2304";"Sminthopsis_hirtipes";518;7,919663997;"None";"no"
"565";"Ctenomys_maulinus";519;7,910314465;"None";"no"
"266";"Boselaphus_tragocamelus";520;7,899591501;"3 Species management";"no"
"1692";"Otonycteris_hemprichii";521;7,888115575;"None";"no"
"2675";"Trinycteris_nicefori";522;7,866381661;"2 Land/water management";"no"
"1508";"Natalus_tumidirostris";523;7,831668397;"1 Land/water protection";"no"
