"";"species";"LEDGE_rank";"LEDGE";"conservation_classification";"introduced"
"1642";"Orycteropus_afer";1;78,576071;"None";"no"
"687";"Dromiciops_gliroides";2;63,92328;"None";"no"
"2078";"Ptilocercus_lowii";3;55,877206;"2 Land/water management";"no"
"1531";"Neurotrichus_gibbsii";4;51,9974;"None";"no"
"161";"Aplodontia_rufa";5;49,117544;"None";"no"
"1485";"Mystacina_tuberculata";6;44,84640927;"None";"no"
"526";"Craseonycteris_thonglongyai";7;43,9375;"1 Land/water protection";"no"
"528";"Craseonycteris_thonglongyai";7;43,9375;"2 Land/water management";"no"
"529";"Craseonycteris_thonglongyai";7;43,9375;"4 Education & awareness";"no"
"1074";"Laonastes_aenigmamus";8;43,1278435;"None";"no"
"910";"Heterocephalus_glaber";9;39,97373121;"None";"no"
"1491";"Nandinia_binotata";10;39,658017;"None";"no"
"579";"Cyclopes_didactylus";11;38,6480675;"2 Land/water management";"no"
"580";"Cyclopes_didactylus";11;38,6480675;"4 Education & awareness";"no"
"2465";"Tarsipes_rostratus";12;38,118094;"2 Land/water management";"no"
"963";"Hyemoschus_aquaticus";13;36,55546714;"2 Land/water management";"no"
"964";"Hyemoschus_aquaticus";13;36,55546714;"3 Species management";"no"
"1635";"Ornithorhynchus_anatinus";14;36,52374445;"1 Land/water protection";"yes"
"1636";"Ornithorhynchus_anatinus";14;36,52374445;"2 Land/water management";"yes"
"1639";"Ornithorhynchus_anatinus";14;36,52374445;"3 Species management";"yes"
"2249";"Scaptonyx_fusicaudus";15;33,28906547;"1 Land/water protection";"no"
"2250";"Scaptonyx_fusicaudus";15;33,28906547;"2 Land/water management";"no"
"1152";"Loxodonta_africana";16;33,26274561;"1 Land/water protection";"no"
"1154";"Loxodonta_africana";16;33,26274561;"2 Land/water management";"no"
"1155";"Loxodonta_africana";16;33,26274561;"3 Species management";"no"
"1160";"Loxodonta_africana";16;33,26274561;"4 Education & awareness";"no"
"1163";"Loxodonta_africana";16;33,26274561;"5 Law & policy";"no"
"1171";"Loxodonta_africana";16;33,26274561;"6 Livelihood, economic & other incentives";"no"
"980";"Hypsiprymnodon_moschatus";17;32,138393;"None";"no"
"1833";"Phascolarctos_cinereus";18;30,89400374;"1 Land/water protection";"yes"
"1835";"Phascolarctos_cinereus";18;30,89400374;"2 Land/water management";"yes"
"1836";"Phascolarctos_cinereus";18;30,89400374;"3 Species management";"yes"
"1840";"Phascolarctos_cinereus";18;30,89400374;"4 Education & awareness";"yes"
"635";"Daubentonia_madagascariensis";19;29,9048;"2 Land/water management";"no"
"636";"Daubentonia_madagascariensis";19;29,9048;"4 Education & awareness";"no"
"693";"Dugong_dugon";20;28,92203038;"1 Land/water protection";"no"
"694";"Dugong_dugon";20;28,92203038;"2 Land/water management";"no"
"695";"Dugong_dugon";20;28,92203038;"4 Education & awareness";"no"
"698";"Dugong_dugon";20;28,92203038;"5 Law & policy";"no"
"702";"Dugong_dugon";20;28,92203038;"6 Livelihood, economic & other incentives";"no"
"2151";"Rhinopoma_hardwickii";21;28,30289249;"None";"no"
"966";"Hyladelphys_kalinowskii";22;28,25614212;"None";"no"
"812";"Felovia_vae";23;27,53485824;"None";"no"
"2661";"Trichys_fasciculata";24;27,498625;"None";"no"
"1383";"Mosia_nigrescens";25;26,88589564;"None";"no"
"2334";"Solenodon_cubanus";26,5;26,86005259;"1 Land/water protection";"no"
"2335";"Solenodon_cubanus";26,5;26,86005259;"2 Land/water management";"no"
"2337";"Solenodon_paradoxus";26,5;26,86005259;"2 Land/water management";"no"
"2339";"Solenodon_paradoxus";26,5;26,86005259;"3 Species management";"no"
"2341";"Solenodon_paradoxus";26,5;26,86005259;"5 Law & policy";"no"
"658";"Dinomys_branickii";28;26,7805;"None";"no"
"1199";"Macrotis_lagotis";29;26,5905;"1 Land/water protection";"no"
"1200";"Macrotis_lagotis";29;26,5905;"2 Land/water management";"no"
"1203";"Macrotis_lagotis";29;26,5905;"3 Species management";"no"
"1206";"Macrotis_lagotis";29;26,5905;"4 Education & awareness";"no"
"1816";"Petromus_typicus";30;26,15869204;"None";"no"
"1073";"Lampronycteris_brachyotis";31;25,87932097;"None";"no"
"913";"Hippopotamus_amphibius";32;25,84228;"1 Land/water protection";"no"
"915";"Hippopotamus_amphibius";32;25,84228;"2 Land/water management";"no"
"916";"Hippopotamus_amphibius";32;25,84228;"3 Species management";"no"
"918";"Hippopotamus_amphibius";32;25,84228;"4 Education & awareness";"no"
"920";"Hippopotamus_amphibius";32;25,84228;"5 Law & policy";"no"
"2519";"Taxidea_taxus";33;25,79871;"None";"no"
"835";"Geogale_aurita";34;25,66260181;"None";"no"
"2691";"Typhlomys_cinereus";35;25,54948521;"None";"no"
"360";"Cardioderma_cor";36;25,51064665;"1 Land/water protection";"no"
"397";"Ceratotherium_simum";37;25,46542387;"3 Species management";"yes"
"1259";"Megaderma_spasma";38;25,15031485;"2 Land/water management";"no"
"1260";"Megaderma_spasma";38;25,15031485;"4 Education & awareness";"no"
"37";"Acrobates_pygmaeus";39,5;25,09959196;"None";"no"
"681";"Distoechurus_pennatus";39,5;25,09959196;"None";"no"
"364";"Carterodon_sulcidens";41;25,0360287;"None";"no"
"433";"Chaetomys_subspinosus";42;24,6006775;"1 Land/water protection";"no"
"434";"Chaetomys_subspinosus";42;24,6006775;"2 Land/water management";"no"
"889";"Heliophobius_argenteocinereus";43;24,49996494;"None";"no"
"850";"Glironia_venusta";44;24,49410523;"None";"no"
"970";"Hylomys_megalotis";45;24,47704109;"2 Land/water management";"no"
"2245";"Scapanulus_oweni";46;24,14748757;"None";"no"
"1961";"Potos_flavus";47;23,9988;"None";"no"
"1042";"Lagostomus_maximus";48;23,58854051;"None";"no"
"2121";"Rhinoceros_unicornis";49;23,14365758;"1 Land/water protection";"no"
"2122";"Rhinoceros_unicornis";49;23,14365758;"2 Land/water management";"no"
"2124";"Rhinoceros_unicornis";49;23,14365758;"3 Species management";"no"
"2129";"Rhinoceros_unicornis";49;23,14365758;"4 Education & awareness";"no"
"2132";"Rhinoceros_unicornis";49;23,14365758;"5 Law & policy";"no"
"1912";"Platacanthomys_lasiurus";50;23,07446271;"2 Land/water management";"no"
"1913";"Platacanthomys_lasiurus";50;23,07446271;"4 Education & awareness";"no"
"1914";"Platacanthomys_lasiurus";50;23,07446271;"5 Law & policy";"no"
"2559";"Tomopeas_ravus";51;22,95072471;"1 Land/water protection";"no"
"2560";"Tomopeas_ravus";51;22,95072471;"2 Land/water management";"no"
"865";"Graphiurus_nagtglasii";52;22,65629713;"None";"no"
"1265";"Mellivora_capensis";53;22,20553467;"2 Land/water management";"no"
"1266";"Mellivora_capensis";53;22,20553467;"4 Education & awareness";"no"
"1268";"Mellivora_capensis";53;22,20553467;"5 Law & policy";"no"
"1390";"Muscardinus_avellanarius";54;21,92155887;"None";"no"
"2757";"Zenkerella_insignis";55;21,69322033;"2 Land/water management";"no"
"1145";"Lophiomys_imhausi";56;20,5929603;"None";"no"
"1951";"Potamogale_velox";57;20,43311361;"None";"no"
"2215";"Saccolaimus_peli";58;20,30346478;"None";"no"
"2268";"Scotophilus_nux";59;20,03941798;"2 Land/water management";"no"
"2345";"Sorex_alpinus";60;20,01683113;"None";"no"
"2141";"Rhinolophus_rufus";61;19,92;"2 Land/water management";"no"
"2142";"Rhinolophus_rufus";61;19,92;"3 Species management";"no"
"2144";"Rhinolophus_rufus";61;19,92;"5 Law & policy";"no"
"146";"Antilocapra_americana";62;19,70392475;"2 Land/water management";"yes"
"881";"Harpiocephalus_harpia";63;19,60342687;"2 Land/water management";"no"
"882";"Harpiocephalus_harpia";63;19,60342687;"5 Law & policy";"no"
"760";"Eptesicus_nasutus";64;19,58074091;"None";"no"
"1207";"Macrotus_californicus";65,5;19,5347414;"1 Land/water protection";"no"
"1208";"Macrotus_waterhousii";65,5;19,5347414;"1 Land/water protection";"no"
"1426";"Myotis_alcathoe";67;19,25378226;"4 Education & awareness";"no"
"400";"Cercartetus_caudatus";68;19,25066742;"None";"no"
"660";"Diphylla_ecaudata";69;19,15247236;"4 Education & awareness";"no"
"1597";"Ochrotomys_nuttalli";70;19,10813955;"None";"no"
"1176";"Macroderma_gigas";71;19,05820983;"1 Land/water protection";"no"
"1177";"Macroderma_gigas";71;19,05820983;"2 Land/water management";"no"
"1178";"Macroderma_gigas";71;19,05820983;"4 Education & awareness";"no"
"1179";"Macroderma_gigas";71;19,05820983;"5 Law & policy";"no"
"2251";"Sciurillus_pusillus";72;18,77130639;"None";"no"
"2010";"Prometheomys_schaposchnikowi";73;18,51079944;"None";"no"
"999";"Idionycteris_phyllotis";74;18,49967271;"2 Land/water management";"no"
"1258";"Megaderma_lyra";75;18,42881301;"4 Education & awareness";"no"
"1892";"Physeter_macrocephalus";76;18,29700001;"None";"no"
"366";"Castor_canadensis";77,5;18,23619139;"2 Land/water management";"yes"
"367";"Castor_fiber";77,5;18,23619139;"1 Land/water protection";"no"
"368";"Castor_fiber";77,5;18,23619139;"2 Land/water management";"no"
"370";"Castor_fiber";77,5;18,23619139;"3 Species management";"no"
"374";"Castor_fiber";77,5;18,23619139;"4 Education & awareness";"no"
"288";"Bradypus_torquatus";79;18,12540151;"2 Land/water management";"no"
"2662";"Trinomys_albispinus";80;18,11460922;"None";"no"
"64";"Ailurus_fulgens";81;18,009;"1 Land/water protection";"no"
"66";"Ailurus_fulgens";81;18,009;"2 Land/water management";"no"
"69";"Ailurus_fulgens";81;18,009;"3 Species management";"no"
"76";"Ailurus_fulgens";81;18,009;"4 Education & awareness";"no"
"79";"Ailurus_fulgens";81;18,009;"5 Law & policy";"no"
"83";"Ailurus_fulgens";81;18,009;"6 Livelihood, economic & other incentives";"no"
"1087";"Lavia_frons";82;17,74987424;"None";"no"
"861";"Graphiurus_crassicaudatus";83;17,68884551;"None";"no"
"190";"Arctogalidia_trivirgata";84;17,55923699;"1 Land/water protection";"no"
"191";"Arctogalidia_trivirgata";84;17,55923699;"2 Land/water management";"no"
"645";"Dendrogale_melanura";85,5;17,41947801;"1 Land/water protection";"no"
"646";"Dendrogale_melanura";85,5;17,41947801;"2 Land/water management";"no"
"647";"Dendrogale_murina";85,5;17,41947801;"2 Land/water management";"no"
"333";"Cannomys_badius";87;17,36135689;"None";"no"
"1729";"Parascalops_breweri";88;17,27866602;"None";"no"
"1964";"Priodontes_maximus";89;17,271874;"2 Land/water management";"no"
"1965";"Priodontes_maximus";89;17,271874;"3 Species management";"no"
"1967";"Priodontes_maximus";89;17,271874;"4 Education & awareness";"no"
"1968";"Priodontes_maximus";89;17,271874;"5 Law & policy";"no"
"816";"Funambulus_tristriatus";90;17,18149088;"2 Land/water management";"no"
"2371";"Spermophilopsis_leptodactylus";91;17,12883352;"None";"no"
"2552";"Tlacuatzin_canescens";92;16,95828704;"None";"no"
"1286";"Metachirus_nudicaudatus";93;16,95282732;"None";"no"
"2152";"Rhinopoma_microphyllum";94;16,90464454;"None";"no"
"771";"Euderma_maculatum";95;16,83214835;"1 Land/water protection";"no"
"772";"Euderma_maculatum";95;16,83214835;"2 Land/water management";"no"
"946";"Hoplomys_gymnurus";96;16,82976847;"None";"no"
"1429";"Myotis_brandtii";97;16,81348628;"None";"no"
"1404";"Myocastor_coypus";98;16,46531729;"None";"yes"
"43";"Ailuropoda_melanoleuca";99;16,34;"1 Land/water protection";"no"
"45";"Ailuropoda_melanoleuca";99;16,34;"2 Land/water management";"no"
"47";"Ailuropoda_melanoleuca";99;16,34;"3 Species management";"no"
"52";"Ailuropoda_melanoleuca";99;16,34;"4 Education & awareness";"no"
"54";"Ailuropoda_melanoleuca";99;16,34;"5 Law & policy";"no"
"60";"Ailuropoda_melanoleuca";99;16,34;"6 Livelihood, economic & other incentives";"no"
"2692";"Uranomys_ruddi";100;16,23951798;"None";"no"
"507";"Cloeotis_percivali";101;16,19926996;"1 Land/water protection";"no"
"508";"Cloeotis_percivali";101;16,19926996;"2 Land/water management";"no"
"851";"Glirulus_japonicus";102,5;16,03316853;"None";"no"
"852";"Glis_glis";102,5;16,03316853;"None";"yes"
"2046";"Pseudochirops_archeri";104;15,91705411;"2 Land/water management";"no"
"1144";"Lonchothrix_emiliae";105;15,83237334;"None";"no"
"509";"Clyomys_laticeps";106,5;15,75252729;"None";"no"
"807";"Euryzygomatomys_spinosus";106,5;15,75252729;"None";"no"
"548";"Cryptoprocta_ferox";108;15,67797828;"2 Land/water management";"no"
"549";"Cryptoprocta_ferox";108;15,67797828;"3 Species management";"no"
"551";"Cryptoprocta_ferox";108;15,67797828;"4 Education & awareness";"no"
"552";"Cryptoprocta_ferox";108;15,67797828;"5 Law & policy";"no"
"2540";"Thrichomys_inermis";109;15,64246284;"None";"no"
"217";"Atherurus_africanus";110,5;15,62629264;"None";"no"
"218";"Atherurus_macrourus";110,5;15,62629264;"None";"no"
"1298";"Micromys_minutus";112;15,60489004;"None";"no"
"1335";"Monodelphis_kunsi";113;15,47949049;"None";"no"
"1469";"Myrmecophaga_tridactyla";114;15,25689555;"1 Land/water protection";"no"
"1470";"Myrmecophaga_tridactyla";114;15,25689555;"2 Land/water management";"no"
"1471";"Myrmecophaga_tridactyla";114;15,25689555;"3 Species management";"no"
"1475";"Myrmecophaga_tridactyla";114;15,25689555;"4 Education & awareness";"no"
"1476";"Myrmecophaga_tridactyla";114;15,25689555;"5 Law & policy";"no"
"100";"Allocebus_trichotis";115;15,213794;"None";"no"
"442";"Cheiromeles_parvidens";116,5;15,08358926;"None";"no"
"443";"Cheiromeles_torquatus";116,5;15,08358926;"2 Land/water management";"no"
"444";"Cheiromeles_torquatus";116,5;15,08358926;"4 Education & awareness";"no"
"1584";"Nyctiellus_lepidus";118;15,04576518;"1 Land/water protection";"no"
"1585";"Nyctiellus_lepidus";118;15,04576518;"2 Land/water management";"no"
"358";"Capromys_pilorides";119;15,01607789;"None";"no"
"1590";"Ochotona_forresti";120;14,99909001;"None";"no"
"327";"Caluromysiops_irrupta";121;14,98208086;"None";"no"
"124";"Anathana_ellioti";122;14,82441068;"2 Land/water management";"no"
"2426";"Taphozous_hamiltoni";123,5;14,82200759;"2 Land/water management";"no"
"2432";"Taphozous_nudiventris";123,5;14,82200759;"None";"no"
"2434";"Taphozous_theobaldi";125;14,76630665;"4 Education & awareness";"no"
"1900";"Pipistrellus_subflavus";126;14,63747811;"2 Land/water management";"no"
"1901";"Pipistrellus_subflavus";126;14,63747811;"4 Education & awareness";"no"
"770";"Euchoreutes_naso";127;14,56765658;"None";"no"
"1136";"Limnogale_mergulus";128;14,5482335;"2 Land/water management";"no"
"3";"Abrocoma_bennettii";129;14,531118;"None";"no"
"1433";"Myotis_dasycneme";130;14,31455184;"3 Species management";"no"
"1434";"Myotis_dasycneme";130;14,31455184;"4 Education & awareness";"no"
"1435";"Myotis_dasycneme";130;14,31455184;"5 Law & policy";"no"
"752";"Eozapus_setchuanus";131;14,21850404;"None";"no"
"2347";"Sorex_dispar";132;14,2033098;"2 Land/water management";"no"
"2153";"Rhinopoma_muscatellum";133;14,17616241;"None";"no"
"2543";"Thryonomys_gregorianus";134,5;14,16548645;"None";"no"
"2544";"Thryonomys_swinderianus";134,5;14,16548645;"None";"no"
"2410";"Tachyglossus_aculeatus";136;14,14677834;"1 Land/water protection";"no"
"2411";"Tachyglossus_aculeatus";136;14,14677834;"2 Land/water management";"no"
"2542";"Thrichomys_pachyurus";137;14,08616624;"None";"no"
"838";"Georychus_capensis";138;13,99488022;"1 Land/water protection";"no"
"839";"Georychus_capensis";138;13,99488022;"4 Education & awareness";"no"
"1329";"Molossus_sinaloae";139;13,96992647;"2 Land/water management";"no"
"455";"Chironectes_minimus";140;13,96891652;"None";"no"
"1601";"Odobenus_rosmarus";141;13,9555;"1 Land/water protection";"no"
"1603";"Odobenus_rosmarus";141;13,9555;"2 Land/water management";"no"
"1604";"Odobenus_rosmarus";141;13,9555;"3 Species management";"no"
"1607";"Odobenus_rosmarus";141;13,9555;"4 Education & awareness";"no"
"1608";"Odobenus_rosmarus";141;13,9555;"5 Law & policy";"no"
"1460";"Myrmecobius_fasciatus";142;13,9430231;"2 Land/water management";"no"
"1463";"Myrmecobius_fasciatus";142;13,9430231;"3 Species management";"no"
"1468";"Myrmecobius_fasciatus";142;13,9430231;"4 Education & awareness";"no"
"1916";"Platanista_gangetica";143;13,9316;"1 Land/water protection";"no"
"1918";"Platanista_gangetica";143;13,9316;"2 Land/water management";"no"
"1919";"Platanista_gangetica";143;13,9316;"3 Species management";"no"
"1922";"Platanista_gangetica";143;13,9316;"4 Education & awareness";"no"
"1923";"Platanista_gangetica";143;13,9316;"5 Law & policy";"no"
"1484";"Mysateles_prehensilis";144;13,92134974;"None";"no"
"1185";"Macrogalidia_musschenbroekii";145;13,84416208;"2 Land/water management";"no"
"1186";"Macrogalidia_musschenbroekii";145;13,84416208;"3 Species management";"no"
"1188";"Macrogalidia_musschenbroekii";145;13,84416208;"4 Education & awareness";"no"
"1190";"Macrogalidia_musschenbroekii";145;13,84416208;"5 Law & policy";"no"
"808";"Eutamias_sibiricus";146;13,75677713;"None";"yes"
"832";"Geocapromys_brownii";147,5;13,74856388;"2 Land/water management";"no"
"834";"Geocapromys_ingrahami";147,5;13,74856388;"None";"yes"
"1347";"Mormoops_blainvillei";149,5;13,74426726;"1 Land/water protection";"no"
"1348";"Mormoops_blainvillei";149,5;13,74426726;"2 Land/water management";"no"
"1349";"Mormoops_megalophylla";149,5;13,74426726;"1 Land/water protection";"no"
"1350";"Mormoops_megalophylla";149,5;13,74426726;"2 Land/water management";"no"
"1284";"Mesomys_stimulax";151;13,64652614;"None";"no"
"522";"Congosorex_verheyeni";152;13,63700103;"None";"no"
"1075";"Lasionycteris_noctivagans";153;13,60632965;"1 Land/water protection";"no"
"1076";"Lasionycteris_noctivagans";153;13,60632965;"2 Land/water management";"no"
"335";"Caperea_marginata";154;13,5893205;"None";"no"
"328";"Calyptophractus_retusus";155,5;13,51239282;"1 Land/water protection";"no"
"329";"Calyptophractus_retusus";155,5;13,51239282;"2 Land/water management";"no"
"330";"Calyptophractus_retusus";155,5;13,51239282;"4 Education & awareness";"no"
"457";"Chlamyphorus_truncatus";155,5;13,51239282;"1 Land/water protection";"no"
"459";"Chlamyphorus_truncatus";155,5;13,51239282;"2 Land/water management";"no"
"461";"Chlamyphorus_truncatus";155,5;13,51239282;"4 Education & awareness";"no"
"462";"Chlamyphorus_truncatus";155,5;13,51239282;"5 Law & policy";"no"
"138";"Antechinomys_laniger";157;13,38964048;"1 Land/water protection";"no"
"139";"Antechinomys_laniger";157;13,38964048;"2 Land/water management";"no"
"786";"Eulemur_rubriventer";158;13,32907001;"2 Land/water management";"no"
"787";"Eulemur_rubriventer";158;13,32907001;"3 Species management";"no"
"2697";"Urogale_everetti";159;13,3133043;"2 Land/water management";"no"
"1643";"Oryctolagus_cuniculus";160;13,31253411;"1 Land/water protection";"yes"
"1645";"Oryctolagus_cuniculus";160;13,31253411;"2 Land/water management";"yes"
"1647";"Oryctolagus_cuniculus";160;13,31253411;"3 Species management";"yes"
"1652";"Oryctolagus_cuniculus";160;13,31253411;"4 Education & awareness";"yes"
"1653";"Oryctolagus_cuniculus";160;13,31253411;"5 Law & policy";"yes"
"2670";"Trinomys_setosus";161;13,2402558;"None";"no"
"2527";"Tenrec_ecaudatus";162;13,13258336;"None";"no"
"1019";"Isothrix_bistriata";163;13,12685363;"None";"no"
"769";"Eubalaena_australis";164;13,09328155;"3 Species management";"no"
"2665";"Trinomys_gratiosus";165;13,0854163;"None";"no"
"2186";"Rhynchonycteris_naso";166;13,05926202;"2 Land/water management";"no"
"1599";"Octodontomys_gliroides";167;13,05300232;"None";"no"
"401";"Cercartetus_concinnus";168;13,03612318;"None";"no"
"1589";"Ochotona_erythrotis";169,5;13,00287842;"None";"no"
"1591";"Ochotona_gloveri";169,5;13,00287842;"None";"no"
"1512";"Nelsonia_neotomodon";171;12,98874526;"None";"no"
"234";"Balantiopteryx_plicata";172;12,98326549;"2 Land/water management";"no"
"1414";"Myosciurus_pumilio";173;12,9733463;"2 Land/water management";"no"
"1022";"Isothrix_pagurus";174,5;12,95222495;"None";"no"
"1023";"Isothrix_sinnamariensis";174,5;12,95222495;"None";"no"
"2561";"Toromys_grandis";176,5;12,94778086;"None";"no"
"2562";"Toromys_rhipidurus";176,5;12,94778086;"None";"no"
"166";"Arctictis_binturong";178;12,9337085;"1 Land/water protection";"no"
"167";"Arctictis_binturong";178;12,9337085;"2 Land/water management";"no"
"168";"Arctictis_binturong";178;12,9337085;"3 Species management";"no"
"171";"Arctictis_binturong";178;12,9337085;"4 Education & awareness";"no"
"173";"Arctictis_binturong";178;12,9337085;"5 Law & policy";"no"
"2541";"Thrichomys_laurentius";179;12,81595337;"None";"no"
"2536";"Thomomys_monticola";180;12,77134461;"None";"no"
"1028";"Kannabateomys_amblyonyx";181;12,69610344;"None";"no"
"1886";"Phyllomys_pattoni";182;12,69185594;"None";"no"
"413";"Chaerephon_jobimena";183;12,6874056;"2 Land/water management";"no"
"2539";"Thrichomys_apereoides";184;12,6836259;"None";"no"
"427";"Chaetodipus_formosus";185;12,67664114;"None";"no"
"817";"Furipterus_horrens";186;12,6353682;"2 Land/water management";"no"
"2669";"Trinomys_paratus";187;12,62541176;"None";"no"
"264";"Blarinella_wardi";188;12,62196144;"2 Land/water management";"no"
"2666";"Trinomys_iheringi";189;12,54550464;"None";"no"
"704";"Echimys_chrysurus";190;12,51130197;"None";"no"
"2664";"Trinomys_eliasi";191;12,50885215;"2 Land/water management";"no"
"766";"Erignathus_barbatus";192;12,49617016;"1 Land/water protection";"no"
"675";"Diplomys_labilis";193;12,49494364;"None";"no"
"1748";"Pattonomys_occasius";194;12,47947798;"None";"no"
"1281";"Mesomys_hispidus";195;12,45857001;"None";"no"
"2663";"Trinomys_dimidiatus";196;12,43550107;"None";"no"
"705";"Echimys_saturnus";197;12,41623904;"None";"no"
"98";"Allactodipus_bobrinskii";198;12,41438425;"None";"no"
"706";"Echimys_vieirai";199;12,41336695;"None";"no"
"1483";"Mysateles_melanurus";200;12,41020899;"None";"no"
"1814";"Petaurus_australis";201;12,39090732;"2 Land/water management";"no"
"2165";"Rhynchocyon_chrysopygus";202;12,39000946;"1 Land/water protection";"no"
"2167";"Rhynchocyon_chrysopygus";202;12,39000946;"2 Land/water management";"no"
"2168";"Rhynchocyon_chrysopygus";202;12,39000946;"4 Education & awareness";"no"
"2389";"Suncus_malayanus";203;12,38779058;"1 Land/water protection";"no"
"2390";"Suncus_malayanus";203;12,38779058;"2 Land/water management";"no"
"1283";"Mesomys_occultus";204;12,33898071;"None";"no"
"1211";"Makalata_didelphoides";205,5;12,30996992;"None";"no"
"1212";"Makalata_macrura";205,5;12,30996992;"None";"no"
"2553";"Tolypeutes_matacus";207;12,30033755;"2 Land/water management";"no"
"2554";"Tolypeutes_matacus";207;12,30033755;"3 Species management";"no"
"1749";"Pattonomys_semivillosus";208;12,26526668;"None";"no"
"1746";"Pattonomys_carrikeri";209;12,21540411;"None";"no"
"2265";"Scotophilus_collinus";210,5;12,20073323;"None";"no"
"2267";"Scotophilus_kuhlii";210,5;12,20073323;"None";"no"
"844";"Giraffa_camelopardalis";212;12,15412416;"1 Land/water protection";"yes"
"845";"Giraffa_camelopardalis";212;12,15412416;"2 Land/water management";"yes"
"846";"Giraffa_camelopardalis";212;12,15412416;"3 Species management";"yes"
"849";"Giraffa_camelopardalis";212;12,15412416;"6 Livelihood, economic & other incentives";"yes"
"1043";"Lagostrophus_fasciatus";213;12,143375;"2 Land/water management";"no"
"1046";"Lagostrophus_fasciatus";213;12,143375;"3 Species management";"no"
"1052";"Lagostrophus_fasciatus";213;12,143375;"4 Education & awareness";"no"
"1992";"Proechimys_decumanus";214;12,10754427;"None";"no"
"1792";"Perognathus_fasciatus";215,5;12,10292992;"None";"no"
"1793";"Perognathus_flavescens";215,5;12,10292992;"None";"no"
"428";"Chaetodipus_hispidus";217;12,08219586;"None";"no"
"2534";"Thomomys_bulbivorus";218;12,04210286;"None";"no"
"2120";"Rheithrosciurus_macrotis";219;12,038457;"2 Land/water management";"no"
"85";"Alces_alces";220;12,03454324;"1 Land/water protection";"no"
"86";"Alces_alces";220;12,03454324;"3 Species management";"no"
"89";"Alces_alces";220;12,03454324;"5 Law & policy";"no"
"130";"Anomalurus_pusillus";221;12,02661946;"2 Land/water management";"no"
"680";"Dipus_sagitta";222;12,02454369;"2 Land/water management";"no"
"1809";"Peroryctes_raffrayana";223;12,01872053;"None";"no"
"2679";"Tupaia_gracilis";224;11,98670064;"2 Land/water management";"no"
"1988";"Proechimys_brevicauda";225;11,92631371;"None";"no"
"1996";"Proechimys_guairae";226;11,91376119;"None";"no"
"1021";"Isothrix_orinoci";227;11,89364852;"None";"no"
"1998";"Proechimys_hoplomyoides";228;11,88911659;"None";"no"
"1994";"Proechimys_gardneri";229;11,88715008;"None";"no"
"1020";"Isothrix_negrensis";230;11,88583658;"None";"no"
"1878";"Phyllomys_blainvillii";231;11,85963485;"None";"no"
"2728";"Viverricula_indica";232;11,84725261;"3 Species management";"no"
"2005";"Proechimys_roberti";233;11,84387702;"None";"no"
"1990";"Proechimys_chrysaeolus";234;11,84118784;"1 Land/water protection";"no"
"2002";"Proechimys_oconnelli";235;11,82875658;"None";"no"
"1991";"Proechimys_cuvieri";236;11,78018447;"None";"no"
"1993";"Proechimys_echinothrix";237;11,77653782;"None";"no"
"1439";"Myotis_fortidens";238;11,76714895;"2 Land/water management";"no"
"597";"Dactylomys_boliviensis";239;11,76302488;"None";"no"
"2446";"Tapirus_indicus";240;11,76283422;"1 Land/water protection";"no"
"2447";"Tapirus_indicus";240;11,76283422;"2 Land/water management";"no"
"2448";"Tapirus_indicus";240;11,76283422;"3 Species management";"no"
"2450";"Tapirus_indicus";240;11,76283422;"4 Education & awareness";"no"
"2453";"Tapirus_indicus";240;11,76283422;"5 Law & policy";"no"
"2753";"Zaglossus_bartoni";241;11,75810474;"1 Land/water protection";"no"
"2754";"Zaglossus_bartoni";241;11,75810474;"3 Species management";"no"
"2756";"Zaglossus_bartoni";241;11,75810474;"4 Education & awareness";"no"
"1999";"Proechimys_kulinae";242;11,75774445;"None";"no"
"2008";"Proechimys_steerei";243;11,7573178;"None";"no"
"598";"Dactylomys_dactylinus";244;11,74659683;"None";"no"
"2003";"Proechimys_pattoni";245;11,74162382;"None";"no"
"1995";"Proechimys_goeldii";246;11,73789804;"None";"no"
"1619";"Olallamys_albicauda";247;11,72960389;"None";"no"
"1906";"Plagiodontia_aedium";248;11,7250712;"None";"no"
"674";"Diplomys_caniceps";249;11,72076707;"None";"no"
"2060";"Pteronotus_personatus";250;11,69661514;"2 Land/water management";"no"
"1997";"Proechimys_guyannensis";251;11,69488541;"None";"no"
"2004";"Proechimys_quadruplicatus";252;11,64245859;"None";"no"
"2006";"Proechimys_semispinosus";253;11,64051431;"None";"no"
"1600";"Octomys_mimax";254;11,63829069;"None";"no"
"2000";"Proechimys_longicaudatus";255;11,63175708;"None";"no"
"2013";"Promops_nasutus";256;11,62624868;"None";"no"
"1989";"Proechimys_canicollis";257;11,6114587;"None";"no"
"2007";"Proechimys_simonsi";258;11,59175544;"None";"no"
"1885";"Phyllomys_nigrispinus";259;11,57907609;"None";"no"
"1747";"Pattonomys_flavidus";260;11,57040673;"None";"no"
"96";"Allactaga_tetradactyla";261;11,565224;"None";"no"
"2009";"Proechimys_trinitatis";262;11,55684298;"None";"no"
"763";"Eremodipus_lichtensteini";263;11,54215286;"None";"no"
"2556";"Tolypeutes_tricinctus";264;11,5187918;"2 Land/water management";"no"
"2557";"Tolypeutes_tricinctus";264;11,5187918;"3 Species management";"no"
"1882";"Phyllomys_lamarum";265;11,4866375;"None";"no"
