"";"species";"order";"family";"IUCN_status_real";"IUCN_status_imputed";"GE";"ED";"ED_rank";"EDGE";"EDGE_rank";"HEDGE";"HEDGE_rank";"LEDGE";"LEDGE_rank"
"1";"Abditomys_latidens";"Rodentia";"Muridae";"DD";"NT";1;3,36290049574087;3903;2,16628426805603;2815;0,00832950000232275;1747;2,07404550057836;2686
"2";"Abeomelomys_sevia";"Rodentia";"Muridae";"LC";"LC";0;5,0198015304268;2715;1,79505429040962;3671;0,0002080145000006;2891;4,160081985512;1276
"3";"Abrawayaomys_ruschii";"Rodentia";"Cricetidae";"LC";"LC";0;7,36707401746514;1611;2,12430424363087;2919;0,000284722771950524;2593;5,69417071623852;852
"4";"Abrocoma_bennettii";"Rodentia";"Abrocomidae";"LC";"LC";0;15,1448031439498;311;2,78159821113187;1697;0,000726592229400488;2069;14,5311179957804;129
"5";"Abrocoma_boliviensis";"Rodentia";"Abrocomidae";"CR";"CR";4;15,5908769772831;292;5,58144168684627;17;12,4546076480314;20;0,385194050970045;5075
"6";"Abrocoma_budini";"Rodentia";"Abrocomidae";"DD";"VU";2;9,18414540585457;1070;3,70712650014567;732;0,239439466854985;954;4,54934987024472;1151
"7";"Abrocoma_cinerea";"Rodentia";"Abrocomidae";"LC";"LC";0;8,7727644891879;1169;2,27959938295807;2547;0,000224839154225136;2814;4,4965582453485;1166
"8";"Abrocoma_famatina";"Rodentia";"Abrocomidae";"DD";"VU";2;9,27587773323552;1057;3,71609354201293;724;0,234900486576842;964;4,46310924496001;1180
"9";"Abrocoma_shistacea";"Rodentia";"Abrocomidae";"LC";"LC";0;8,49738560823552;1237;2,25101656159916;2609;0,000206943476299532;2903;4,13866258251433;1289
"10";"Abrocoma_uspallata";"Rodentia";"Abrocomidae";"DD";"EN";3;10,7768027272831;782;4,54557326772247;205;3,0209887035327;169;4,17184154297373;1270
"11";"Abrocoma_vaccarum";"Rodentia";"Abrocomidae";"DD";"EN";3;9,16119979871171;1073;4,39801806728243;263;1,58681695212852;354;2,19131864817749;2567
"12";"Abrothrix_andinus";"Rodentia";"Cricetidae";"LC";"LC";0;3,67994767998817;3637;1,54328693037736;4315;9,3986582733755e-05;3987;1,87963766809237;2886
"13";"Abrothrix_illutea";"Rodentia";"Cricetidae";"LC";"LC";0;3,79531375996707;3521,5;1,56763914101572;4229,5;9,53244100898923e-05;3975;1,90639287738776;2866
"14";"Abrothrix_jelskii";"Rodentia";"Cricetidae";"LC";"LC";0;3,72471881772489;3593;1,55280804969873;4278;0,000102962753422932;3870;2,05915210570521;2702
"15";"Abrothrix_lanosus";"Rodentia";"Cricetidae";"LC";"LC";0;3,66228673398013;3657;1,53950604322248;4325;8,0850765152847e-05;4194;1,61693445229179;3193
"16";"Abrothrix_longipilis";"Rodentia";"Cricetidae";"LC";"LC";0;4,81868544441729;2840;1,76107436757436;3758;0,000159750858001165;3238;3,1948574091653;1765
"17";"Abrothrix_olivaceus";"Rodentia";"Cricetidae";"LC";"LC";0;3,79531375996707;3521,5;1,56763914101572;4229,5;9,98944310397863e-05;3911;1,99778872636469;2762
"18";"Abrothrix_sanborni";"Rodentia";"Cricetidae";"NT";"NT";1;4,01077292419699;3357;2,30473736004418;2475;0,00701098880118062;1770;1,74573621149398;3027
"19";"Acerodon_celebensis";"Chiroptera";"Pteropodidae";"VU";"VU";2;3,54022527864378;3741;2,89927099278872;1530;0,10175154757275;1200;1,93327940388225;2830
"20";"Acerodon_humilis";"Chiroptera";"Pteropodidae";"EN";"EN";3;3,71692737820286;3596;3,63059915010403;789;0,68071311484575;640;0,94003239669175;4230
"21";"Acerodon_jubatus";"Chiroptera";"Pteropodidae";"EN";"EN";3;3,56296130535613;3711;3,59741336350064;824;0,78505820379525;592;1,08412799571725;3986
"22";"Acerodon_leucotis";"Chiroptera";"Pteropodidae";"VU";"VU";2;3,6710256218066;3646;2,92767302791846;1502;0,103821846373;1191;1,972615081087;2785
"23";"Acerodon_mackloti";"Chiroptera";"Pteropodidae";"VU";"VU";2;3,41610432658571;3850;2,87155229449536;1567;0,0812728942755;1268;1,5441849912345;3284
"24";"Acinonyx_jubatus";"Carnivora";"Felidae";"VU";"VU";2;6,19289685022163;2084;3,35938835160222;1073;0,237108750181138;957;4,50506625344162;1162
"25";"Acomys_airensis";"Rodentia";"Muridae";"LC";"LC";0;2,32089917616353;4823;1,20023558245273;5047;3,46879871691494e-05;5121;0,693725055395818;4618
"26";"Acomys_cahirinus";"Rodentia";"Muridae";"LC";"LC";0;2,27296094868389;4860;1,18569506409555;5073;3,59394129590074e-05;5092;0,71875231976719;4578
"27";"Acomys_cilicicus";"Rodentia";"Muridae";"DD";"EN";3;2,18150498045433;4928;3,23679589081151;1191;0,218413639046363;978;0,301618834873549;5172
"28";"Acomys_cineraceus";"Rodentia";"Muridae";"LC";"LC";0;2,9335450718203;4291,5;1,36954107317335;4711,5;5,90263775875e-05;4618,5;1,18046852537241;3837,5
"29";"Acomys_dimidiatus";"Rodentia";"Muridae";"LC";"LC";0;2,1952295316226;4918;1,16165892613251;5114;2,79978815521082e-05;5251;0,559929633160612;4848
"30";"Acomys_ignitus";"Rodentia";"Muridae";"LC";"LC";0;4,30370889524157;3167;1,66840636737315;3991;0,000166413;3185;3,328093587;1691
"31";"Acomys_johannis";"Rodentia";"Muridae";"LC";"LC";0;2,9335450718203;4291,5;1,36954107317335;4711,5;5,90263775875e-05;4618,5;1,18046852537241;3837,5
"32";"Acomys_kempi";"Rodentia";"Muridae";"LC";"LC";0;3,90378224948405;3427,5;1,59000679501433;4172,5;8,99791058961069e-05;4041;1,79949213881624;2962
"33";"Acomys_louisae";"Rodentia";"Muridae";"LC";"LC";0;11,294464321278;718;2,50914910589249;2133;0,0005416995;2217;10,8334483005;319
"34";"Acomys_minous";"Rodentia";"Muridae";"DD";"LC";0;2,18993358157666;4923;1,16000009575763;5118;3,741387838275e-05;5063;0,748240153776617;4532
"35";"Acomys_mullah";"Rodentia";"Muridae";"LC";"LC";0;3,48913827321815;3774;1,50166076200265;4395;7,19356569875014e-05;4345;1,43864120409304;3435
"36";"Acomys_nesiotes";"Rodentia";"Muridae";"DD";"LC";0;2,39482841436824;4773;1,22225321904661;5013;4,916688119725e-05;4835;0,983288457063803;4165
"37";"Acomys_percivali";"Rodentia";"Muridae";"LC";"LC";0;3,90378224948405;3427,5;1,59000679501433;4172,5;8,59462281410219e-05;4107;1,7188386165923;3051
"38";"Acomys_russatus";"Rodentia";"Muridae";"LC";"LC";0;5,46951164848996;2454;1,86710062629624;3492;0,0002219865;2827;4,4395080135;1192
"39";"Acomys_seurati";"Rodentia";"Muridae";"LC";"LC";0;2,22308240417809;4905;1,17033817004542;5106;3,22561662229049e-05;5169;0,645091068291876;4705
"40";"Acomys_spinosissimus";"Rodentia";"Muridae";"LC";"LC";0;7,25359334070361;1654;2,11064866196834;2947;0,000257018820382809;2673;5,14011938883579;969
"41";"Acomys_subspinosus";"Rodentia";"Muridae";"LC";"LC";0;7,3616883180413;1613;2,12366035862588;2920;0,0002873481661375;2587;5,74667597458386;839
"42";"Acomys_wilsoni";"Rodentia";"Muridae";"LC";"LC";0;4,83254816711146;2825;1,76345398327823;3746;0,000160730500142809;3232;3,21444927235603;1756
"43";"Aconaemys_fuscus";"Rodentia";"Octodontidae";"LC";"LC";0;6,12457166662191;2123,5;1,96354960738227;3278,5;9,63562741950129e-05;3955,5;1,92702912762606;2841,5
"44";"Aconaemys_porteri";"Rodentia";"Octodontidae";"DD";"NT";1;7,03719215273302;1733;2,77722696801947;1705;0,0148185000059115;1631;3,68980650147196;1519
"45";"Aconaemys_sagei";"Rodentia";"Octodontidae";"DD";"LC";0;6,12457166662191;2123,5;1,96354960738227;3278,5;9,63562741950129e-05;3955,5;1,92702912762606;2841,5
"46";"Acrobates_pygmaeus";"Diprotodontia";"Acrobatidae";"LC";"LC";0;34,1508704144111;34,5;3,55964938080673;857,5;0,00125504235;1988,5;25,09959195765;39,5
"47";"Addax_nasomaculatus";"Cetartiodactyla";"Bovidae";"CR";"CR";4;4,52069985229688;3019;4,48109335932866;225;3,47499591689672;137;0,107474100522579;5330
"48";"Aegialomys_galapagoensis";"Rodentia";"Cricetidae";"VU";"VU";2;1,81456121137918;5162,5;2,42110073538561;2262;0,0475118854429563;1398;0,902725823416169;4264
"49";"Aegialomys_xanthaeolus";"Rodentia";"Cricetidae";"LC";"LC";0;1,81456121137918;5162,5;1,03480637426572;5284;5,18429208671875e-05;4771;1,03680657442288;4062
"50";"Aepeomys_lugens";"Rodentia";"Cricetidae";"LC";"LC";0;7,37473811901989;1608,5;2,12521980785147;2917;0,0002538905647275;2685;5,07755740398527;986
"51";"Aepeomys_reigi";"Rodentia";"Cricetidae";"VU";"VU";2;7,37473811901989;1608,5;3,51151416897136;894;0,245765383314727;945;4,66954228297982;1099
"52";"Aepyceros_melampus";"Cetartiodactyla";"Bovidae";"LC";"LC";0;11,3357037598085;715;2,51249780224992;2130;0,000500141750000019;2241;10,0023348582504;353
"53";"Aepyprymnus_rufescens";"Diprotodontia";"Potoroidae";"LC";"LC";0;9,71991369337697;960;2,37210310461929;2366;0,000413776322974887;2330;8,27511268317477;482
"54";"Aeretes_melanopterus";"Rodentia";"Sciuridae";"NT";"NT";1;4,19110159202738;3226,5;2,34009310801441;2420,5;0,0036109044947913;1890,5;0,899115219203033;4265,5
"55";"Aeromys_tephromelas";"Rodentia";"Sciuridae";"DD";"LC";0;4,83961251914321;2818,5;1,76466444517713;3741,5;7,46677463302507e-05;4299,5;1,49328025885868;3358,5
"56";"Aeromys_thomasi";"Rodentia";"Sciuridae";"LC";"LC";0;4,83961251914321;2818,5;1,76466444517713;3741,5;7,46677463302507e-05;4299,5;1,49328025885868;3358,5
"57";"Aethalops_aequalis";"Chiroptera";"Pteropodidae";"LC";"LC";0;3,32825480674426;3929,5;1,46516441382787;4495,5;4,9366094472438e-05;4825,5;0,987272523354287;4153,5
"58";"Aethalops_alecto";"Chiroptera";"Pteropodidae";"LC";"LC";0;3,32825480674426;3929,5;1,46516441382787;4495,5;4,9366094472438e-05;4825,5;0,987272523354287;4153,5
"59";"Aethomys_bocagei";"Rodentia";"Muridae";"LC";"LC";0;2,67535523147279;4542;1,30164978961861;4865;6,25336219803921e-05;4533;1,25060990598586;3717
"60";"Aethomys_chrysophilus";"Rodentia";"Muridae";"LC";"LC";0;2,69719772924937;4514;1,30757516222712;4845;6,54226922255311e-05;4480;1,3083884218184;3639
"61";"Aethomys_granti";"Rodentia";"Muridae";"LC";"LC";0;4,47398271751888;3056,5;1,70000645341929;3905,5;0,0001386974657125;3439,5;2,77381061678429;2052,5
"62";"Aethomys_hindei";"Rodentia";"Muridae";"LC";"LC";0;2,53438696998804;4663;1,26253986705063;4944;5,05690797434094e-05;4796;1,01133102578845;4111
"63";"Aethomys_ineptus";"Rodentia";"Muridae";"LC";"LC";0;2,85228860330318;4357;1,3486674141052;4747;6,96967555258e-05;4396;1,39386541376047;3511
"64";"Aethomys_kaiseri";"Rodentia";"Muridae";"LC";"LC";0;2,73154347672465;4487;1,31682194879428;4830;6,03590755599848e-05;4588;1,20712115212414;3793
"65";"Aethomys_namaquensis";"Rodentia";"Muridae";"LC";"LC";0;4,47398271751888;3056,5;1,70000645341929;3905,5;0,0001386974657125;3439,5;2,77381061678429;2052,5
"66";"Aethomys_nyikae";"Rodentia";"Muridae";"LC";"LC";0;2,81065826465045;4404;1,33780194708923;4777;6,51191150386641e-05;4485;1,30231718165824;3646
"67";"Aethomys_silindensis";"Rodentia";"Muridae";"DD";"NT";1;2,59861830129558;4610;1,97369714715427;3246;0,005119121786324;1828;1,27466132479468;3686
"68";"Aethomys_stannarius";"Rodentia";"Muridae";"DD";"NT";1;2,58529383613239;4622;1,96998761391174;3262;0,00446626000605831;1850;1,11209874150852;3955
"69";"Aethomys_thomasi";"Rodentia";"Muridae";"LC";"LC";0;2,74542457860856;4473;1,32053498266817;4821;5,6520635225004e-05;4680;1,13035618386486;3924
"70";"Ailuropoda_melanoleuca";"Carnivora";"Ursidae";"VU";"VU";2;18,9608761592478;169;4,38006852679372;266;0,860000000000001;566;16,34;99
"71";"Ailurops_melanotis";"Diprotodontia";"Phalangeridae";"CR";"CR";4;9,4783560968627;1003,5;5,12190052784232;53;3,340581508625;143;0,103316953875;5335
"72";"Ailurops_ursinus";"Diprotodontia";"Phalangeridae";"VU";"VU";2;9,4783560968627;1003,5;3,73560616672243;718;0,35605148875;831;6,76497828625;671
"73";"Ailurus_fulgens";"Carnivora";"Ailuridae";"EN";"EN";3;31,3492609586609;39;5,55603271719302;19;13,041;16;18,009;81
"74";"Akodon_aerosus";"Rodentia";"Cricetidae";"LC";"LC";0;1,57083027801358;5300;0,944228912107681;5382;2,48682434388837e-05;5287;0,497340000534234;4922
"75";"Akodon_affinis";"Rodentia";"Cricetidae";"LC";"LC";0;1,56096290759876;5306;0,940383323550907;5386;2,38605339752738e-05;5306;0,4771868189715;4950
"76";"Akodon_albiventer";"Rodentia";"Cricetidae";"LC";"LC";0;2,47925951184593;4711;1,24681948719235;4977;8,8102504632e-05;4068;1,76196199013537;2999
"77";"Akodon_aliquantulus";"Rodentia";"Cricetidae";"DD";"EN";3;1,40043629519062;5382;2,95509205217476;1469;0,216185289811993;981;0,298541590692752;5173
"78";"Akodon_azarae";"Rodentia";"Cricetidae";"LC";"LC";0;2,77235735139132;4449;1,32770009819248;4806;0,0001183945;3672;2,3677716055;2401
"79";"Akodon_boliviensis";"Rodentia";"Cricetidae";"LC";"LC";0;1,30408469008517;5411;0,834683500007558;5445;2,56122949128162e-05;5278;0,512220285961411;4903
"80";"Akodon_budini";"Rodentia";"Cricetidae";"LC";"LC";0;2,59709983011148;4611,5;1,28012791804298;4910;7,3216495e-05;4327;1,464256683505;3403
"81";"Akodon_cursor";"Rodentia";"Cricetidae";"LC";"LC";0;3,2014721582414;4059;1,43543497774069;4572;0,000138571500000001;3442;2,77129142850002;2056
"82";"Akodon_dayi";"Rodentia";"Cricetidae";"LC";"LC";0;2,51250054335865;4685;1,25632818935271;4959;7,92605e-05;4222;1,5851307395;3233
"83";"Akodon_dolores";"Rodentia";"Cricetidae";"LC";"LC";0;1,8797342564185;5136;1,05769801781361;5265;3,51082814812246e-05;5110;0,70213052134301;4602
"84";"Akodon_fumeus";"Rodentia";"Cricetidae";"LC";"LC";0;1,51263885090442;5339;0,921333535899753;5412;2,7054246632119e-05;5268;0,541057878395747;4879
"85";"Akodon_iniscatus";"Rodentia";"Cricetidae";"LC";"LC";0;3,57359223803603;3708;1,5202989438427;4355;0,00015484075;3274;3,09666015925;1823
"86";"Akodon_juninensis";"Rodentia";"Cricetidae";"LC";"LC";0;1,69660811585657;5244;0,991994729876058;5339;4,84807500807344e-05;4850;0,969566520864607;4194
"87";"Akodon_kofordi";"Rodentia";"Cricetidae";"LC";"LC";0;1,54798722639055;5318;0,935303724506829;5398;3,13137176293831e-05;5192;0,626243038870033;4741
"88";"Akodon_leucolimnaeus";"Rodentia";"Cricetidae";"DD";"VU";2;1,27012777391839;5422,5;2,20613047909886;2717;0,0128970586767397;1658;0,245044114858053;5214
"89";"Akodon_lindberghi";"Rodentia";"Cricetidae";"DD";"LC";0;4,05162033064094;3334;1,61970904937615;4104;0,0001736140125;3134;3,4721066359875;1610
"90";"Akodon_lutescens";"Rodentia";"Cricetidae";"LC";"LC";0;1,58637755483758;5295;0,950258269243264;5378;3,21981842375e-05;5171;0,643931486565762;4707
"91";"Akodon_mimus";"Rodentia";"Cricetidae";"LC";"LC";0;2,6777707535385;4535;1,30230679513097;4859;7,471359269625e-05;4297;1,4941971403323;3355
"92";"Akodon_molinae";"Rodentia";"Cricetidae";"LC";"LC";0;1,87534278721403;5142;1,05617189747726;5270;2,37526463481603e-05;5307;0,475029174316858;4952
"93";"Akodon_mollis";"Rodentia";"Cricetidae";"LC";"LC";0;1,79225617418983;5175;1,0268499336244;5293;4,8632e-05;4846;0,972591368;4189
"94";"Akodon_montensis";"Rodentia";"Cricetidae";"LC";"LC";0;2,49516676200008;4700;1,25138108899671;4971;8,63430000034287e-05;4098;1,72677365706857;3042
"95";"Akodon_mystax";"Rodentia";"Cricetidae";"DD";"EN";3;1,73226104285014;5231;3,08457102891532;1343;0,234136375808653;967;0,323331185640521;5145
"96";"Akodon_neocenus";"Rodentia";"Cricetidae";"DD";"LC";0;1,92283388116983;5114;1,07255365289245;5250;3,44997967583645e-05;5125;0,689961435370532;4624
"97";"Akodon_oenos";"Rodentia";"Cricetidae";"DD";"VU";2;1,75573634531946;5207;2,39997904399093;2309;0,0293926682238272;1511;0,558460696252716;4850
"98";"Akodon_orophilus";"Rodentia";"Cricetidae";"LC";"LC";0;1,65943432963703;5264;0,978113442147491;5353;3,74776399551994e-05;5060;0,749515321464032;4529
"99";"Akodon_paranaensis";"Rodentia";"Cricetidae";"LC";"LC";0;1,763658945506;5198;1,01655550665167;5307;3,59225888195701e-05;5093;0,718415853802583;4580
"100";"Akodon_pervalens";"Rodentia";"Cricetidae";"DD";"NT";1;1,39100784762764;5385,5;1,56486215118367;4240;0,00223096625500001;1945;0,555510597495003;4856
"101";"Akodon_philipmyersi";"Rodentia";"Cricetidae";"DD";"EN";3;3,82739352855455;3502;3,65374822156389;773;1,17104178555;471;1,61715294195;3192
"102";"Akodon_reigi";"Rodentia";"Cricetidae";"LC";"LC";0;2,00610496430706;5060;1,10064520898698;5212;5,47706749791621e-05;4713;1,09535872890826;3969
"103";"Akodon_sanctipaulensis";"Rodentia";"Cricetidae";"DD";"VU";2;1,74387608262459;5224;2,39566591057044;2317;0,0362080183501388;1452;0,687952348652637;4628
"104";"Akodon_serrensis";"Rodentia";"Cricetidae";"LC";"LC";0;5,92506824428785;2218;1,93514790679565;3346;0,0002279592179625;2801;4,55895640003204;1146
"105";"Akodon_siberiae";"Rodentia";"Cricetidae";"NT";"NT";1;2,59709983011148;4611,5;1,97327509860292;3247;0,005845450245;1801;1,455517111005;3415
"106";"Akodon_simulator";"Rodentia";"Cricetidae";"LC";"LC";0;2,0776735878549;5009;1,12417398296256;5175;3,88120483396529e-05;5027;0,776202154744718;4477
"107";"Akodon_spegazzinii";"Rodentia";"Cricetidae";"LC";"LC";0;1,27012777391839;5422,5;0,819836117978973;5453;1,48131219196582e-05;5418;0,296247625271244;5175
"108";"Akodon_subfuscus";"Rodentia";"Cricetidae";"LC";"LC";0;1,57440624612593;5299;0,94561892349835;5381;3,2613261675e-05;5164;0,652232620238325;4694
"109";"Akodon_surdus";"Rodentia";"Cricetidae";"VU";"VU";2;1,78250789941429;5184;2,40964700424633;2288;0,04061295965;1426;0,77164623335;4494
"110";"Akodon_sylvanus";"Rodentia";"Cricetidae";"LC";"LC";0;1,39100784762764;5385,5;0,871714970623725;5433;2,79327550000134e-05;5252;0,558627167245267;4849
"111";"Akodon_toba";"Rodentia";"Cricetidae";"LC";"LC";0;2,30930790456168;4832;1,1967390752487;5054;6,42920000635979e-05;4501;1,28577570927189;3667
"112";"Akodon_torques";"Rodentia";"Cricetidae";"LC";"LC";0;1,67109077926443;5254;0,982486920545573;5345;3,16874483524e-05;5183;0,633717279599648;4724
"113";"Akodon_varius";"Rodentia";"Cricetidae";"DD";"LC";0;2,08467585327529;5002;1,12644657996505;5168;4,10156882427254e-05;4967;0,820272749166265;4386
"114";"Alcelaphus_buselaphus";"Cetartiodactyla";"Bovidae";"LC";"LC";0;4,18573511142685;3231;1,64591160818506;4030;0,000174817500310414;3125;3,49617518870796;1592
"115";"Alces_alces";"Cetartiodactyla";"Cervidae";"LC";"LC";0;9,32964402263508;1043;2,33501782199905;2432;0,00060175725;2135;12,03454324275;220
"116";"Alionycteris_paucidentata";"Chiroptera";"Pteropodidae";"LC";"LC";0;3,00274190544093;4231;1,38697960264851;4675;6,96515001852775e-05;4397;1,39296035220536;3513
"117";"Allactaga_balikunica";"Rodentia";"Dipodidae";"LC";"LC";0;10,5584688728511;811;2,44741840402649;2224;0,000173045584382642;3138;3,46073864206845;1617
"118";"Allactaga_bullata";"Rodentia";"Dipodidae";"LC";"LC";0;10,1785128760749;871;2,41399344242822;2277;0,000163367726471503;3210;3,26719116170358;1726
"119";"Allactaga_elater";"Rodentia";"Dipodidae";"LC";"LC";0;8,11122767734832;1364;2,2095074637015;2708;0,000146072225015625;3364;2,92129842808748;1943
"120";"Allactaga_euphratica";"Rodentia";"Dipodidae";"NT";"NT";1;12,0297713073158;637,5;3,2603840203006;1168;0,021503137802;1561;5,354281312698;917
"121";"Allactaga_firouzi";"Rodentia";"Dipodidae";"DD";"VU";2;7,742004529659;1477;3,55443387570993;865;0,134156697829348;1113;2,54897725875762;2240
"122";"Allactaga_hotsoni";"Rodentia";"Dipodidae";"LC";"LC";0;7,76857891748875;1471;2,17117475419947;2808;0,000103109971819883;3867;2,06209632642585;2696
"123";"Allactaga_major";"Rodentia";"Dipodidae";"LC";"LC";0;7,49710923596154;1565;2,13972601576571;2875;9,50910622140397e-05;3976;1,90172615321858;2867
"124";"Allactaga_severtzovi";"Rodentia";"Dipodidae";"LC";"LC";0;7,68240136367314;1498;2,16129814521143;2828;0,00010418863800908;3853;2,08366857154359;2674
"125";"Allactaga_sibirica";"Rodentia";"Dipodidae";"LC";"LC";0;10,0575694451438;892;2,40311521110633;2300;0,000141515285982703;3410;2,83016420436808;2010
"126";"Allactaga_tetradactyla";"Rodentia";"Dipodidae";"VU";"VU";2;15,6990595580385;280;4,201646765067;369;0,608696;669;11,565224;261
"127";"Allactaga_vinogradovi";"Rodentia";"Dipodidae";"NT";"NT";1;7,60231785844594;1526;2,84517886592979;1601;0,0084316015099218;1744;2,09946877597053;2655
"128";"Allactaga_williamsi";"Rodentia";"Dipodidae";"LC";"LC";0;12,0297713073158;637,5;2,56723683974066;2043;0,000270189302;2628;5,403515850698;909
"129";"Allactodipus_bobrinskii";"Rodentia";"Dipodidae";"LC";"LC";0;17,4266359494741;205;2,91379722379321;1514;0,000620750250006793;2123;12,4143842498859;198
"130";"Allenopithecus_nigroviridis";"Primates";"Cercopithecidae";"LC";"LC";0;8,8718077598384;1140;2,28968299369936;2515;0,000398563500114904;2351;7,97087143879797;512
"131";"Allocebus_trichotis";"Primates";"Cheirogaleidae";"VU";"VU";2;16,8005411480701;230;4,26552321953278;321;0,800726;588;15,213794;115
"132";"Allochrocebus_lhoesti";"Primates";"Cercopithecidae";"VU";"VU";2;5,27463935973407;2566,5;3,22281037193379;1206;0,2064238916575;992;3,9220539414925;1395
"133";"Allochrocebus_preussi";"Primates";"Cercopithecidae";"EN";"EN";3;5,27463935973407;2566,5;3,91595755249373;593;1,1801858815425;467;1,6297805030825;3176
"134";"Allochrocebus_solatus";"Primates";"Cercopithecidae";"VU";"VU";2;5,58254082152332;2383,5;3,27071517501171;1158;0,3017398236675;881;5,7330566496825;843
"135";"Allocricetulus_curtatus";"Rodentia";"Cricetidae";"LC";"LC";0;6,30686666866329;2036,5;1,98881454557312;3206,5;0,000154546816404036;3278,5;3,09078178126432;1827,5
"136";"Allocricetulus_eversmanni";"Rodentia";"Cricetidae";"LC";"LC";0;6,30686666866329;2036,5;1,98881454557312;3206,5;0,000154546816404036;3278,5;3,09078178126432;1827,5
"137";"Alouatta_arctoidea";"Primates";"Atelidae";"LC";"LC";0;4,13615215754577;3269,5;1,6363041916392;4061,5;3,29983796202341e-05;5156,5;0,659934594025062;4677,5
"138";"Alouatta_belzebul";"Primates";"Atelidae";"VU";"VU";2;5,08863962183148;2674;3,19271903887928;1239;0,106296068529687;1181;2,01962530206405;2741
"139";"Alouatta_caraya";"Primates";"Atelidae";"LC";"LC";0;6,78915531627593;1839;2,05273242220324;3083;0,0002518045535625;2698;5,03583926669644;1003
"140";"Alouatta_discolor";"Primates";"Atelidae";"VU";"VU";2;5,00480207421244;2726;3,17885385594418;1254;0,0993439444861131;1214;1,88753494523615;2877
"141";"Alouatta_guariba";"Primates";"Atelidae";"LC";"LC";0;8,57729962183148;1225;2,25939567561254;2596;0,00034965125;2434;6,99267534875;634
"142";"Alouatta_macconnelli";"Primates";"Atelidae";"LC";"LC";0;5,54952915718502;2409;1,87939316266412;3467;0,000172667750000016;3141;3,45318233225033;1622
"143";"Alouatta_nigerrima";"Primates";"Atelidae";"LC";"LC";0;7,16046853849815;1691;2,09930158626121;2977;0,00026638783265;2644;5,32749026516735;927
"144";"Alouatta_palliata";"Primates";"Atelidae";"LC";"LC";0;8,60315853849815;1214,5;2,2620920587873;2586;0,00035023748;2432;7,00439936252;631
"145";"Alouatta_pigra";"Primates";"Atelidae";"EN";"EN";3;8,60315853849815;1214,5;4,34153360046714;280;1,849076450025;297;2,553486526225;2234
"146";"Alouatta_sara";"Primates";"Atelidae";"LC";"LC";0;4,13615215754577;3269,5;1,6363041916392;4061,5;3,29983796202341e-05;5156,5;0,659934594025062;4677,5
"147";"Alouatta_seniculus";"Primates";"Atelidae";"LC";"LC";0;4,62627642738704;2960;1,7274478427723;3840;8,8519750307682e-05;4054;1,77030648640333;2981
"148";"Alouatta_ululata";"Primates";"Atelidae";"EN";"EN";3;5,08411078849815;2680;3,8851221257234;618;0,6622888551132;645;0,9145893713468;4255
"149";"Alticola_albicaudus";"Rodentia";"Cricetidae";"DD";"LC";0;2,32323121493545;4822;1,20093756713106;5046;4,86258529878641e-05;4848;0,972468433904294;4192
"150";"Alticola_argentatus";"Rodentia";"Cricetidae";"LC";"LC";0;2,1966080128787;4917;1,16209025163722;5113;5,12079669000066e-05;4781;1,02410813003323;4082
"151";"Alticola_barakshin";"Rodentia";"Cricetidae";"LC";"LC";0;2,25017069094976;4884;1,17870751525474;5092;4,44737613500026e-05;4901;0,889430753238702;4278
"152";"Alticola_lemminus";"Rodentia";"Cricetidae";"LC";"LC";0;4,46832617918149;3060;1,69897256945665;3908;0,00017392825;3130;3,47839107175;1604
"153";"Alticola_macrotis";"Rodentia";"Cricetidae";"LC";"LC";0;2,13540373635196;4961;1,14275794931834;5143;5,12118004e-05;4780;1,0241847961996;4081
"154";"Alticola_montosa";"Rodentia";"Cricetidae";"VU";"VU";2;2,27147439419821;4862;2,57153512948683;2034;0,0396706769490928;1432;0,753742862032763;4525
"155";"Alticola_olchonensis";"Rodentia";"Cricetidae";"EN";"EN";3;2,00600700991679;5061,5;3,18005416498288;1251;0,241200503361033;952;0,333086409403331;5133
"156";"Alticola_roylei";"Rodentia";"Cricetidae";"NT";"NT";1;2,26898263422742;4864;1,87762599602955;3471;0,00365067637235;1889;0,909018416715151;4258
"157";"Alticola_semicanus";"Rodentia";"Cricetidae";"LC";"LC";0;2,33264597303578;4813;1,20376657497286;5038;4,92695613270798e-05;4833;0,985341956980269;4161
"158";"Alticola_stoliczkanus";"Rodentia";"Cricetidae";"LC";"LC";0;2,21310698084368;4908;1,16723837582706;5109;4,58370599546001e-05;4889;0,916695362032047;4253
"159";"Alticola_strelzowi";"Rodentia";"Cricetidae";"LC";"LC";0;4,54410294955401;3004;1,71273483125956;3869;0,000183891;3083;3,677636109;1524
"160";"Alticola_tuvinicus";"Rodentia";"Cricetidae";"LC";"LC";0;2,00600700991679;5061,5;1,10061262330304;5213;3,69772674527429e-05;5067;0,739508371787405;4538
"161";"Amblysomus_corriae";"Afrosoricida";"Chrysochloridae";"NT";"NT";1;5,3066037379225;2546;2,5347444773351;2095;0,00232553133150663;1941;0,579057301545151;4817
"162";"Amblysomus_hottentotus";"Afrosoricida";"Chrysochloridae";"LC";"LC";0;5,69000808911298;2321;1,90061508327438;3413;6,45042074390599e-05;4496;1,29001964457376;3662
"163";"Amblysomus_marleyi";"Afrosoricida";"Chrysochloridae";"EN";"EN";3;5,56639081530346;2396;3,96140588005151;555;0,469197606407774;748;0,647939551705974;4699
