"";"median_ED";"sd_ED";"median_ES";"sd_ES";"median_QEbased";"sd_QEbased";"median_2Hbased";"sd_2Hbased";"median_termBL";"sd_termBL";"median_meanD";"sd_meanD"
"Hemiauchenia_macrocephala";14,6699119798953;2,92070828151692;12,9590971435547;3,14389197438939;0,000285662023075353;7,92003697034865e-05;0,000358753224201603;0,000100201839419497;4,09661;3,83900013025277;93,8582140636254;0,00388433525551567
"Hemiauchenia_paradoxa";14,6699119798953;2,92070828151692;12,9590971435547;3,14389197438939;0,00028566202256953;7,92003645050788e-05;0,000358753224173599;0,000100201839914827;4,09661;3,83900013025277;93,8582140636254;0,00388433525551567
"Palaeolama_major";14,9512454620381;2,55338236468694;12,7814424414063;2,81892700485848;0,000289279504913209;5,92335613095724e-05;0,000365204821240928;7,5114978982303e-05;3,51343;3,73721864254576;93,8594519499228;0,00358697140309964
"Palaeolama_mirifica";14,9512454620381;2,55338236468694;12,7814424414063;2,81892700485848;0,000289279505594906;5,9233561396367e-05;0,000365204821228182;7,51149789830278e-05;3,51343;3,73721864254576;93,8594519499228;0,00358697140309964
"Palaeolama_weddeli";17,6531998370381;3,26523097331438;21,3694855664062;3,21779193576235;0,000441815484776532;9,26595556543329e-05;0,000556267140756896;0,000116570193437027;9,58093;4,41837444972789;93,8605143508832;0,00379676515166054
"Camelops_hesternus";25,0241890632286;2,11601985828118;34,793174765625;2,6682415012429;0,000829909600271755;0,000107076546872007;0,00103506567825128;0,000131436575985744;19,32133;3,1231812402685;93,8678218230149;0,00219679464686677
"Camelus_dromedarius";19,2129069798953;1,61004999486891;21,0478811328125;4,09396306919164;0,000537520535849279;0,000105044943636794;0,000674949655216647;0,00012837581058791;6,862725;2,62504948334662;93,8661315434745;0,000884215671504862
"Camelus_ferus";19,2129069798953;1,61004999486891;21,0478811328125;4,09396306919164;0,000537520535951885;0,00010504494365239;0,000674949655215897;0,000128375810583143;6,862725;2,62504948334662;93,8661315434745;0,000884215671504862
"Miniopterus_shortridgei";7,71771516113995;11,4765546276181;9,99658757629394;13,9083618408476;2,13525234065631e-05;6,93428058028614e-05;2,90436642168368e-05;9,36257743336695e-05;4,563605;11,7484588800013;89,5547815726291;0,0482203399624732
"Miniopterus_magnater";7,06502162408461;1,05477643756169;9,50391868911743;3,27634259413135;2,16999281053235e-05;1,05144786161766e-05;2,96614466311579e-05;1,40934003468221e-05;2,83213;1,1502252708991;89,5551872577602;0,00893917558525604
"Miniopterus_schreibersii";7,06502162408461;1,02578474602698;9,35407445129395;3,02165241152202;2,17392611434021e-05;1,02497346659734e-05;2,97293875666055e-05;1,37057081344018e-05;2,86471;1,05901339311532;89,5549004441777;0,00892247879522284
"Miniopterus_fraterculus";5,86355453191038;0,787088860193517;5,36693682502747;1,287169938321;9,7157677271689e-06;3,70275591689822e-06;1,33557384413672e-05;5,00687354672538e-06;2,51056;0,953463933763193;89,5481661576059;0,00882514478187072
"Miniopterus_minor";5,88381923925025;0,829961877026356;5,45867551008225;1,37870859665094;1,01171486554012e-05;3,88550744576565e-06;1,37300823185452e-05;5,24717022310481e-06;2,565175;1,02845124548018;89,5483132215743;0,0088295999999724
"Miniopterus_majori";5,01911327115027;0,646280658938831;3,33118962141037;0,802939494601681;4,43032417008567e-06;1,8547097044064e-06;6,11480793738428e-06;2,51340559992878e-06;2,21956;0,827181897089074;89,5460408480535;0,00876021307089992
"Miniopterus_gleni";5,10299638116029;0,662436142504976;3,42681530988693;0,864146212182992;4,72307145620132e-06;2,03793740657117e-06;6,48468001721624e-06;2,75599815882412e-06;2,34776;0,87287121454839;89,5460408480535;0,00876112072738281
"Miniopterus_petersoni";4,49467264753884;0,44466282324191;2,57225274926424;0,564857514811228;3,36144712760664e-06;1,40683771507032e-06;4,68235229802467e-06;1,90198868987292e-06;0,98909;0,514614009502778;89,5458446209912;0,00875557900687134
"Miniopterus_manavi";4,49801860264742;0,4372972954792;2,60021885402918;0,560788710567179;3,36144691841879e-06;1,42390711256647e-06;4,68235227058138e-06;1,92385406698796e-06;0,99092;0,521892577915061;89,5458446209912;0,00875435788105908
"Miniopterus_griveaudi";5,51543654921716;0,870951872639045;3,83579759719849;1,23157448386563;5,02821321016137e-06;2,48582541726736e-06;6,8716789377257e-06;3,36359461234487e-06;3,05612;1,14665232312137;89,5460708017493;0,00881239691481882
"Miniopterus_sororculus";5,49515322359927;0,794743459063634;3,95495161859512;1,01168036999926;4,90011732001718e-06;2,28899588695477e-06;6,76843375733019e-06;3,11376831996191e-06;3,0801;0,968252651808974;89,5460391819585;0,00889352609569768
"Miniopterus_paululus";4,98718024341456;0,665777816596268;3,22457266899586;0,947273913621529;4,13084118652842e-06;2,15893623230895e-06;5,68192179149903e-06;2,91694417959524e-06;1,939895;0,795954262791442;89,5461208343337;0,00879438506057745
"Miniopterus_natalensis";4,95133561180614;0,686055928603806;3,15386414598942;0,946559853147811;3,89401394005664e-06;2,19435162593661e-06;5,46063748701234e-06;2,96745916521063e-06;1,899915;0,807297854248888;89,5461208343337;0,00881519637528944
"Miniopterus_africanus";5,58504046865266;0,821331456100264;3,92744225764751;1,12016707793663;5,15697147071523e-06;2,75658388143469e-06;7,11861116016363e-06;3,73744474035597e-06;2,865155;1,09188505880247;89,5460933742068;0,00880488001926223
"Miniopterus_newtoni";5,59400381466401;0,825043429244723;3,89434975764751;1,1472325262471;5,4259736003375e-06;2,70812733224411e-06;7,41408238891942e-06;3,67015138640716e-06;2,846245;1,12306965394702;89,5460933742068;0,00881142938821321
"Miniopterus_inflatus";8,23954347453565;1,30842564896094;11,3069029650879;3,58081408846787;2,38768100934775e-05;9,54399984687951e-06;3,24222793618908e-05;1,28013769115256e-05;6,18253;1,95493926675946;89,5508922954896;0,0088292800743293
"Miniopterus_macrocneme";6,04478504245475;0,8028167904654;5,51219173690796;1,18077086885356;1,4106851838679e-05;5,38750725855055e-06;1,93962555600615e-05;7,23625290380428e-06;2,07536;0,878635857821945;89,5528632215743;0,0087588537160292
"Miniopterus_australis";6,06676984657741;0,832922489380221;5,51219173690796;1,27999254904693;1,35590378417156e-05;5,47453038793194e-06;1,85633033298205e-05;7,35747133302463e-06;2,07536;0,938705827007572;89,5528845155205;0,00878300042610888
"Miniopterus_tristis";7,03134151078141;1,22093679554283;9,22772396347046;2,11000931646856;2,19167344002372e-05;8,72587381657245e-06;3,03698396869622e-05;1,17155322599204e-05;4,30413;1,65109091465282;89,5530894100497;0,00875454143026143
"Miniopterus_robustior";8,0185119867153;10,7657371175704;9,48298902069092;13,4123051103581;2,45919531393969e-05;6,45365324670477e-05;3,38030353139489e-05;8,7099595671906e-05;4,41176;11,0245302982018;89,5554359132224;0,0453725952524721
"Miniopterus_medius";8,18579779397438;11,9137704147456;10,0220840206909;14,6885509118325;2,60588457578169e-05;7,24366019818762e-05;3,55776564321189e-05;9,7283788137728e-05;4,34729;12,8911115197402;89,5592516463728;0,0450274989625179
"Miniopterus_fuscus";8,23490052830548;11,7080090602983;9,78628593566894;14,3718885380563;2,86951871665173e-05;7,09173283894315e-05;3,87274488752336e-05;9,54496531613084e-05;4,99248;12,1846260348752;89,5581610049734;0,0472646758270945
"Miniopterus_pusillus";7,27078257258358;11,7141259387583;7,80927152069092;14,2175046353745;2,02463109991413e-05;7,17280167612331e-05;2,7389658040837e-05;9,67889619423206e-05;4,86451;12,1746888862774;89,5534267338364;0,047830779073603
"Cistugo_lesueuri";21,1680019390057;1,10641410825911;23,1666198327637;0,662017633025689;8,51923677658835e-05;2,12447591009121e-05;0,000114770609216544;2,80997623773514e-05;1,08204;0,672370160307219;89,3533243457383;0,12724650923184
"Cistugo_seabrae";21,1680019390057;1,10641410825911;23,1666198327637;0,662017633025689;8,51923675992861e-05;2,12447591584609e-05;0,000114770609275457;2,80997624123394e-05;1,08204;0,672370160307219;89,3533243457383;0,12724650923184
"Harpiocephalus_harpia";20,6182047227911;6,35936346177694;23,940723065033;5,61083851379187;2,08945270834209e-05;1,15110029755448e-05;2,98013443976624e-05;1,6157027709421e-05;19,6044;6,71634707798973;89,04027848225;0,217228662460505
"Murina_huttoni";6,33776770881012;3,33824971757731;4,77835167951703;3,4886033776059;2,19586500406376e-06;2,58363681718941e-06;3,17182870000703e-06;3,75080673838538e-06;1,5586;2,65036860619661;89,0135874078203;0,215023589755351
"Murina_puta";6,55843856134449;3,35917814310889;4,91303055936575;3,46741361597102;2,19954320454973e-06;2,58386038018344e-06;3,17182870014667e-06;3,75607473687386e-06;1,5372;2,68543647572339;89,0135754527525;0,215031415371804
"Murina_ussuriensis";7,2055414896419;4,45260189778989;7,34696734857559;4,97234372619558;3,40961709621516e-06;4,00571040585336e-06;4,94997455774651e-06;5,7993857790657e-06;3,269365;4,45593713123931;89,0137674695592;0,2151846600943
"Murina_harrisoni";5,84804711618099;3,47103942144142;4,41574693119824;3,88651725416364;1,80023950479052e-06;3,19649133246027e-06;2,59810501997334e-06;4,63131517463219e-06;1,37829;2,80433712004083;89,0081422123135;0,214596188376482
"Murina_cyclotis";8,39142281899736;5,38685059019225;10,4402172775459;6,00784105353069;4,31358294250125e-06;5,64939485923976e-06;6,1143671728072e-06;8,11374422356725e-06;5,57167;5,63646995910552;89,0143544915109;0,215302613624633
"Murina_ryukyuana";5,43635571521679;3,70802519097601;4,30394314284205;4,14392747129804;1,73310622242989e-06;3,05857122346768e-06;2,53610898072851e-06;4,40130904166337e-06;1,36035;3,44434481084764;89,0103958909278;0,213982435511575
"Murina_aurata";9,68987400233193;5,72188374929268;11,4787897344255;6,59843363252745;5,05745519302688e-06;7,1060612472235e-06;7,31007159368711e-06;1,01645289901372e-05;6,716725;6,12420923792058;89,0197823675184;0,215539710064268
"Murina_aenea";6,12068336915906;3,33642829485058;6,42840335782766;3,95865679925419;2,23863763537975e-06;2,21752173357189e-06;3,25853471053118e-06;3,22728743074078e-06;2,75835;3,27336449730231;89,0092338835534;0,214048781549014
"Murina_suilla";5,16717418853799;2,6476637439651;4,07011043790579;2,80533236065094;1,51087715435907e-06;1,58791930757054e-06;2,21420778359425e-06;2,3242470641178e-06;1,3492;2,38026417044172;89,0087310444178;0,213983033632881
"Murina_florium";5,18000034897855;2,52004535707033;3,94896461881399;2,72419903148674;1,36298842442308e-06;1,42129448249107e-06;1,97879217621294e-06;2,08320648715862e-06;1,3492;2,01081497351315;89,0085698096381;0,213950135736892
"Murina_tenebrosa";5,92803316496375;4,19609551084691;4,80923075707674;4,95196241456026;1,66913790914407e-06;4,16123713640941e-06;2,40161995207457e-06;5,9813732789757e-06;1,553565;3,87314398822128;89,0116893354485;0,215131679042572
"Murina_rozendaali";6,30143158626333;3,17448534170735;5,56725942915797;3,50119665450036;2,13360159341174e-06;2,37675865819381e-06;3,08051065273294e-06;3,44640583828989e-06;2,237425;2,92014573445597;89,0092353995884;0,214145304918471
"Murina_tubinaris";6,12029932487044;3,21731780408611;5,35153436812282;3,65421454755668;2,15267506121108e-06;2,38443750964937e-06;3,10948493013089e-06;3,45547904676413e-06;2,37071;3,11443215470878;89,0092353995884;0,214037661276257
"Murina_hilgendorfi";6,94426206739968;3,60878870503329;6,32922246028423;3,78656754469351;3,06203461865323e-06;3,15096646198726e-06;4,38495211938369e-06;4,54741349488369e-06;2,364065;3,07985409406278;89,015560061739;0,21468605176087
"Murina_leucogaster";6,69597548188046;4,09851294860996;5,94821350490808;4,35678010899026;3,06203481662451e-06;3,89887510403448e-06;4,38495204671653e-06;5,57589573509655e-06;2,281015;4,0590245540602;89,015560061739;0,214671118885087
"Murina_fusca";8,25644559973025;4,70722530313489;9,87986948909283;5,16489151706959;4,61987817142448e-06;4,934031429885e-06;6,57959945040029e-06;7,0415866362724e-06;5,22798;4,93362446688901;89,0156767698508;0,214693072080166
"Harpiola_isodon";16,1629974399851;4,88801422358938;17,6522497408676;4,60372143452689;1,59532924650146e-05;8,64868002942909e-06;2,26663992896956e-05;1,21830817346571e-05;9,16612;6,1120657614162;89,0473481332533;0,217449252020205
"Harpiola_grisea";16,1629974399851;4,88801422358938;17,6522497408676;4,60372143452689;1,59532922558845e-05;8,64867999758907e-06;2,26663992760476e-05;1,21830817412979e-05;9,16612;6,1120657614162;89,0473481332533;0,217449252020205
"Kerivoula_picta";15,0080969390319;6,37099343993461;17,5802249166489;6,98925664448626;1,21087925980973e-05;9,39219257449473e-06;1,73500953279888e-05;1,32730595696919e-05;11,36281;7,7558699195771;89,0239099425484;0,216709916657755
"Kerivoula_flora";6,08089342984771;3,58401898961737;5,02103996641636;4,21167261081392;1,49260901947603e-06;4,36308094520876e-06;2,19623939392899e-06;6,2063437379343e-06;1,49313;2,69353128672057;88,9929279994855;0,212845376588771
"Kerivoula_pellucida";12,9491593882073;5,74337685142346;15,0768523752022;6,04257955223267;9,58143858672867e-06;9,07899001804723e-06;1,36376051586657e-05;1,28452609057137e-05;9,82343;7,00923379221775;89,0122351440576;0,216165099123955
"Kerivoula_minuta";6,42097452556649;3,20345359860621;6,39927822015762;3,80960688062565;2,02933805001971e-06;1,87141805135279e-06;2,93730868107217e-06;2,71529491685346e-06;3,178745;3,24739540289569;88,9963005685131;0,210662772174694
"Kerivoula_argentata";6,02765726551051;4,87963589621533;4,95662629661024;5,50150590579137;1,58630802575152e-06;6,08684522566551e-06;2,31250615753036e-06;8,6533647758934e-06;2,216455;4,75799637313716;88,9984416146459;0,211793920370022
"Kerivoula_africana";5,83480491907399;3,5981108396081;4,58166761878073;4,2175797387304;1,5907885877528e-06;3,19134366632295e-06;2,31121194102821e-06;4,59615826041451e-06;1,423525;3,22639868572269;89,0044385611387;0,210814788505951
"Kerivoula_whiteheadi";5,73962644673151;3,17807614063429;5,32076442013741;3,62208673991718;1,54013252529052e-06;1,75477017244867e-06;2,24019020652818e-06;2,55466421450512e-06;2,214115;3,40466373511433;88,9942211421711;0,210693358187476
"Kerivoula_intermedia";5,75798520014332;2,82537564472199;5,28869894498587;3,22032344270855;1,49532128246292e-06;1,41985073518891e-06;2,19598984057298e-06;2,07157331725959e-06;2,06633;2,88197580193316;88,9936592008232;0,21070495450325
"Kerivoula_hardwickii";6,20874237231233;3,48571621450553;6,38552754286647;4,06027528492301;1,92422916500412e-06;1,99299478765042e-06;2,84641443821398e-06;2,90224576590858e-06;3,1596;3,66446381201957;89,0013386065855;0,210625879338021
"Kerivoula_myrella";5,72784792237905;3,19871004633474;4,49055952285409;3,82603713311915;1,58258500487243e-06;2,44510968734543e-06;2,3192356063662e-06;3,49979046700237e-06;1,67624;3,0379525425035;89,0022192788544;0,210352756969206
"Kerivoula_titania";6,7167444553441;3,57697392699295;6,73866068434596;4,20514338928955;2,35374862420959e-06;2,08349575899078e-06;3,4326251142238e-06;3,01780283605038e-06;3,539755;3,80393120994034;89,001572391528;0,210687715537577
"Kerivoula_lanosa";5,3911902907058;3,6979418762992;4,17230892409205;4,26527663740689;1,24888212634294e-06;2,9776416888695e-06;1,81460506681333e-06;4,29769346805046e-06;1,10646;3,18921607013661;88,9991368238724;0,212647481414317
"Kerivoula_eriophora";5,14054420231563;3,31380313703023;3,29001601157248;3,73370650520261;1,03693849365636e-06;2,63440232896172e-06;1,52715367842334e-06;3,81404690552001e-06;0,926095;2,60342848270423;89,0032854090207;0,211553305081843
"Kerivoula_cuprosa";6,09549113074031;3,67439019097282;5,38067401619822;4,23215242586766;1,51427508395884e-06;2,5822814481225e-06;2,19833721558582e-06;3,71515384689463e-06;2,289685;3,48053760356446;88,9988325021437;0,211009171994423
"Kerivoula_smithii";5,69856102643991;2,89888786329358;4,60731321654558;3,33790368601426;1,34972836200228e-06;1,97592445591738e-06;1,94466380600834e-06;2,86361422319151e-06;1,72396;2,48161634616997;88,9947780689419;0,211256297444916
"Kerivoula_kachinensis";5,92926608427617;3,24117073272475;5,27059113966107;3,73631904351638;1,92300238477162e-06;1,70826879912274e-06;2,7864488839474e-06;2,48799992366746e-06;2,911145;3,32052446140085;89,0011673658035;0,210494424087542
"Kerivoula_krauensis";6,43277173577261;2,72258635291729;6,55505984920025;3,35087586883528;2,113598567481e-06;1,41546601000771e-06;3,08328655009806e-06;2,05974402066936e-06;3,11224;2,72458188327028;88,9961664971703;0,210378623452579
"Kerivoula_papillosa";8,65369021575516;4,35757540439322;9,10729634140968;4,89935997150571;4,39071456065653e-06;3,5755296151542e-06;6,40669394272284e-06;5,1539769649133e-06;4,42687;4,84403875859032;89,0057268127251;0,212238701137501
"Kerivoula_phalaena";5,60299680230453;3,93719662069564;4,65043046927512;4,67064958886924;1,52520560272353e-06;2,91034047356791e-06;2,20873042291063e-06;4,20512586696836e-06;1,830485;3,76700593536642;89,0021844486366;0,211037229140929
"Kerivoula_muscina";6,24747967543596;3,70105393084244;5,56146881395817;4,40022928518859;1,9595163077877e-06;3,63865693717632e-06;2,8391093812598e-06;5,22626100103578e-06;2,50244;3,33736361151821;88,9978237549305;0,211674096055473
"Kerivoula_agnella";6,10502428862406;3,86111944061386;4,6968622508949;4,6781956820073;1,54946441750839e-06;3,51062687871687e-06;2,23043452111455e-06;5,05049713323038e-06;1,954695;3,58091561837951;88,994643849254;0,212341057938597
"Kerivoula_lenis";8,59274883637126;4,1214225565929;8,96997630669117;4,78804693722873;3,6303229325801e-06;3,52734969293431e-06;5,23960375546503e-06;5,08873514496541e-06;4,5603;4,45125054273986;89,0061959792488;0,212258236019478
"Phoniscus_jagorii";16,0629163320032;5,75246052975498;16,4663027191544;5,98012472657928;1,58992042100676e-05;8,81596158894157e-06;2,27723109502212e-05;1,24876421688687e-05;9,177335;6,79334836157671;89,0350013985594;0,220864416450974
"Phoniscus_atrox";15,4108359903793;5,91547351115579;16,5086099752426;6,25239448008679;1,50228927238133e-05;8,66209593337057e-06;2,12580816851961e-05;1,22864354857916e-05;8,319445;7,35215736270876;89,0351525081461;0,220901807574499
"Phoniscus_papuensis";15,9462369237043;5,81280479267907;16,7941912447739;6,44974880502343;1,53654081290157e-05;8,99731018131224e-06;2,1975458767678e-05;1,27468544839033e-05;8,912085;7,11810142508799;89,0358031289659;0,220833670333152
"Myotis_velifer";7,44086106381143;3,09807719048953;7,61965208805859;3,34912078365804;2,08624432027975e-06;1,75113139395352e-06;3,0451888996889e-06;2,53593870601981e-06;4,11604;3,01821669139857;88,9387726642085;0,204940597636977
"Myotis_yumanensis";7,327644411176;3,19287752300006;7,63680483455181;3,51551633669868;2,11033575667362e-06;1,70890140132978e-06;3,04518891513847e-06;2,48232564276437e-06;4,27476;3,13880362357149;88,9388908960727;0,205058690846172
"Myotis_levis";6,18849736211288;2,58347870832242;5,33581846099138;2,72260568387558;1,35395022440522e-06;1,16255104826682e-06;1,97670583223886e-06;1,69933761694147e-06;2,63359;2,21110215751975;88,9422631932773;0,205107572646147
"Myotis_aelleni";5,88303309589959;4,7607692299263;5,39865918973684;5,38023594104693;1,3895903386653e-06;4,11034206898584e-06;2,02920045996125e-06;5,90290422627515e-06;2,490975;4,27177044309953;88,9350388886983;0,20330792318905
"Myotis_peninsularis";6,25485323374512;4,47522843699753;5,63272075828016;4,96772598295344;1,58989627861998e-06;3,6909688921173e-06;2,32802526207997e-06;5,30778189926981e-06;2,544525;4,06811494812546;88,9298804047333;0,206993401799221
"Myotis_nigricans";6,1583642080724;2,57221836829148;5,52817459189832;2,70630250136614;1,38951326044167e-06;1,18105803351835e-06;2,03362941481448e-06;1,72520777157429e-06;2,426645;2,16589130203881;88,9422631932773;0,205095983989986
"Myotis_oxyotus";7,10914358433541;3,00940802446387;7,77763036451459;3,49768973470373;1,68106252572066e-06;1,66250729234753e-06;2,40164207555032e-06;2,4145589383043e-06;4,64486;3,01540681150864;88,9427337197736;0,205075192596363
"Myotis_dieteri";5,22018988543382;4,19008990121956;4,05673475724414;4,70388353450035;1,09462115845344e-06;2,97051110155524e-06;1,58100721555343e-06;4,26961973993991e-06;1,75126;3,54169341844179;88,9151235036872;0,199703377931323
"Myotis_chiloensis";7,3374444516544;3,2613484239303;8,19029371153355;3,59061855847588;1,67142124949736e-06;1,44856634739285e-06;2,44715711410227e-06;2,10458418280636e-06;5,487475;3,42306274000029;88,9374550634539;0,204617482315811
"Myotis_grisescens";4,80353966143394;2,59473851743372;4,35043751786783;2,83379103127011;8,26280725978356e-07;8,87064597631709e-07;1,22229869779493e-06;1,30202745651875e-06;2,04836;2,45747337707567;88,9356730072029;0,204832144873456
"Myotis_austroriparius";4,9036374058734;2,69895447703299;4,40119893897116;2,96088845336294;8,73689575211074e-07;9,47123844015479e-07;1,27925889902835e-06;1,39026780897773e-06;2,07634;2,60078812493871;88,9358955676556;0,204863618968435
"Myotis_albescens";4,65273831203611;2,46035063706259;4,96147094740748;2,80372198370571;7,86646534717471e-07;7,10495840520523e-07;1,16703426111961e-06;1,04519211986106e-06;2,65191;2,47408665058289;88,9339985165495;0,20436607230527
"Myotis_nesopolus";3,18595208427175;1,72940660205713;1,74070971362978;1,9751046072856;2,52111327053802e-07;4,56961603071985e-07;3,73488923028756e-07;6,68242812646068e-07;0,649205;1,52601257240164;88,9316735937232;0,20412456883236
"Myotis_atacamensis";3,08920365286647;1,62143294259058;1,69463480818681;1,72587524508059;2,52559777756594e-07;3,75930677643352e-07;3,73311392739798e-07;5,54463769080902e-07;0,63741;1,28026107102386;88,9316735937232;0,204160840378998
"Myotis_dominicensis";3,56181399648531;1,7612893178073;2,35861265228182;1,91860292958527;3,33491069156518e-07;4,31068388681441e-07;4,88505973668937e-07;6,357992254505e-07;1,10359;1,56587638130797;88,9317132618762;0,204187110525123
"Myotis_findleyi";3,9030077614793;3,09165252212155;2,71618793971747;3,62990993207592;5,23081844332218e-07;2,65718244294259e-06;7,71255327579337e-07;3,81940576157393e-06;1,01416;2,04393926236999;88,9394455162065;0,2050527974425
"Myotis_rufopictus";5,15174628482328;3,45895561050344;3,70024559795976;3,81705571979401;1,05761622188756e-06;3,26155349754944e-06;1,54162363505467e-06;4,63089242695637e-06;1,46349;2,87877896727534;88,9200801543474;0,210349725255014
"Myotis_martiniquensis";3,36636328756863;1,63396594996049;1,92343577070013;1,82359687532549;3,07392873743097e-07;4,26369640362899e-07;4,485647681711e-07;6,27091422268001e-07;0,612735;1,25260949301164;88,9316936760418;0,204117177878124
"Myotis_nyctor";3,36636328756863;1,63396594996049;1,92343577070013;1,82359687532549;3,07392979312717e-07;4,2636963935941e-07;4,48564418554058e-07;6,27092983397854e-07;0,612735;1,25260949301164;88,9316936760418;0,204117177878124
"Myotis_ruber";6,7130682544442;3,45602866048666;8,29819263118267;3,77924550588784;2,52529188261932e-06;2,00210998638932e-06;3,62669549108916e-06;2,90912791131411e-06;4,720485;3,61831756070437;88,9442601586349;0,205729105310073
"Myotis_elegans";4,95889410987913;2,46877854147033;3,4065500672096;2,58285488350932;1,16488053341563e-06;1,05854979341663e-06;1,68916841436759e-06;1,55016211079503e-06;1,49032;1,94571434867662;88,9427988543989;0,205667577604588
"Myotis_simus";5,40008247395746;2,82800745086587;4,29144230468035;3,04199675607358;1,47802665249715e-06;1,36441932010961e-06;2,16069065876261e-06;1,99281140679759e-06;1,908145;2,66516772042627;88,9428176496313;0,20563616960592
"Myotis_csorbai";5,58104826342449;4,88720008144589;4,4354105427444;5,38269459369933;1,13303338766565e-06;5,09323037116555e-06;1,65820347814737e-06;7,25302514895534e-06;1,709075;4,33971279494427;88,9250190413308;0,209509411629619
"Myotis_riparius";5,24640911618837;2,75383241031061;4,47677520231009;2,92603171712313;1,31137833046359e-06;1,23588597872656e-06;1,91247132729089e-06;1,80577927818584e-06;1,95275;2,56719567169085;88,9428486168753;0,205670780636142
"Myotis_keaysi";9,7379203432777;4,48951438927072;11,6771530943966;5,06050355439338;3,65466473243896e-06;3,46026365280761e-06;5,31389911871037e-06;4,98631162845491e-06;7,871605;4,79261290324529;88,9462404013034;0,205977244688889
"Myotis_vivesi";11,35854876706;4,91763527649241;12,7398572008419;5,40351418705605;5,96498922805219e-06;4,62271454880919e-06;8,56982700744705e-06;6,63653925917904e-06;7,146375;5,65418790209308;88,961373302178;0,206948751427876
"Myotis_fortidens";14,042815554409;5,07352880399344;16,9294583689117;5,4844251505454;8,76738063633993e-06;5,51935827366369e-06;1,25084167223765e-05;7,88300175216846e-06;11,006895;5,99645754318617;88,9708860084033;0,208562778827096
"Myotis_cobanensis";7,07738200042251;4,69151501629589;6,9206586815834;5,32395209516914;2,06926274288671e-06;4,61200545897301e-06;3,02331525693715e-06;6,60212674740464e-06;2,75014;4,30127308932549;88,9442154827645;0,21297373043847
"Myotis_brandtii";18,8536203367727;6,68140075401744;22,0495373580551;6,41135347706304;1,6255020904835e-05;1,09773833237577e-05;2,31064008973622e-05;1,54267696764968e-05;16,60237;8,26861729246645;88,9837979677585;0,215494932030748
"Myotis_insularum";9,82802636645823;6,70331991795067;11,6308277268791;7,33700010476339;5,05215954663921e-06;6,9388384599996e-06;7,36237071009442e-06;9,90577818439587e-06;6,039795;6,41185696116337;88,9198551543474;0,209223388227232
"Myotis_auriculus";12,320046132663;5,04699673401389;14,0761308762932;4,93592931584438;7,72795439482412e-06;4,86538444958971e-06;1,10962540959909e-05;6,98770939554039e-06;7,333775;5,5215479089206;88,9797713668324;0,21155624136153
"Myotis_septentrionalis";12,320046132663;4,98337423847919;14,2170261887932;4,96589032233421;7,72795520766164e-06;4,86508688148892e-06;1,10962541065952e-05;6,98977076534712e-06;7,333775;5,38491277083835;88,9797359055051;0,211588513646754
"Myotis_lucifugus";7,38142867950405;3,54209102624214;7,00361580227137;3,76758814033382;2,86581066670316e-06;1,96076489267085e-06;4,14563566729528e-06;2,85094942305981e-06;3,31534;3,32191721271738;88,973614728177;0,209966094754109
"Myotis_occultus";7,52141154018489;3,48532270725369;7,31561132258892;3,69794526123796;2,83434992942932e-06;1,92452508984262e-06;4,09015707736115e-06;2,79867496805368e-06;3,620805;3,2347391132452;88,9735855427885;0,209949085966778
"Myotis_keenii";6,04452407097369;2,90376507666659;4,7643489962554;2,93786507552487;1,9675875398823e-06;1,30708205607156e-06;2,87175298169922e-06;1,91102167002303e-06;1,84264;2,52757751697294;88,9728694614989;0,209910611605253
"Myotis_evotis";6,15467740443053;3,18798744277568;5,57641431575298;3,44212069954599;2,03798995697905e-06;1,64460023009669e-06;2,96672226261539e-06;2,39202002581447e-06;2,446925;3,06527823814941;88,9733133167553;0,209894401426226
"Myotis_thysanodes";7,05606107210691;3,35381735634807;6,740254772892;3,78777377450173;2,43359507107307e-06;1,6646665340444e-06;3,51505352353939e-06;2,42857323092181e-06;3,138185;3,40376711850027;88,9728694614989;0,209963173071348
"Myotis_melanorhinus";6,92338557490773;3,20737626348585;6,07707708004951;3,56507708223231;2,41614527664535e-06;1,76827380168875e-06;3,5108838518352e-06;2,57758317783478e-06;2,63821;3,13667048899766;88,972576849597;0,209489016852083
"Myotis_ciliolabrum";6,89786825220965;3,11975318300477;6,16946255856514;3,38648249062093;2,41614614520677e-06;1,70357286827505e-06;3,51088368566394e-06;2,48646332154591e-06;2,63821;2,99858578725917;88,972576849597;0,209517960807508
"Myotis_californicus";6,70164139888671;2,80347119733434;5,82865281461477;3,08339105748083;2,0198457203305e-06;1,46910794318081e-06;2,92338721993179e-06;2,14016006520881e-06;2,136305;2,70354294693205;88,9725113162408;0,209416198924278
"Myotis_leibii";6,86077854767326;3,00411427032953;6,96563779142141;3,39581191466435;2,54954124664408e-06;1,5299117472573e-06;3,72042795117505e-06;2,2332778780084e-06;3,325205;3,05727171342507;88,9731631341108;0,20947307186869
"Myotis_planiceps";6,60443163221311;2,78632171073156;5,84107284147024;3,13741929602608;2,02837000669514e-06;1,32819874879742e-06;2,92718651812369e-06;1,9447080024343e-06;2,51741;2,65637054436764;88,9725113162408;0,209439245306507
