"";"species";"range_size"
"2902";"Microcebus_mittermeieri";9312,36848664304
"2903";"Microcebus_murinus";325932,897032506
"2904";"Microcebus_myoxinus";102436,053353073
"2905";"Microcebus_ravelobensis";37249,4739465721
"2906";"Microcebus_rufus";27937,1054599291
"2907";"Microcebus_sambiranensis";9312,36848664304
"2908";"Microcebus_simmonsi";37249,4739465721
"2909";"Microcebus_tavaratra";27937,1054599291
"2910";"Microdillus_peeli";83811,3163797873
"2911";"Microdipodops_megacephalus";474930,792818795
"2912";"Microdipodops_pallidus";130373,158813003
"2913";"Microgale_brevicaudata";372494,739465721
"2914";"Microgale_cowani";297995,791572577
"2915";"Microgale_dobsoni";400431,844925651
"2916";"Microgale_drouhardi";307308,16005922
"2917";"Microgale_dryas";55874,2109198582
"2918";"Microgale_fotsifotsy";316620,528545863
"2919";"Microgale_gracilis";260746,317626005
"2920";"Microgale_grandidieri";158310,264272932
"2921";"Microgale_gymnorhyncha";260746,317626005
"2922";"Microgale_jenkinsae";18624,7369732861
"2923";"Microgale_jobihely";37249,4739465721
"2924";"Microgale_longicaudata";18624,7369732861
"2925";"Microgale_macpheei";0
"2926";"Microgale_majori";335245,265519149
"2927";"Microgale_monticola";18624,7369732861
"2928";"Microgale_nasoloi";37249,4739465721
"2929";"Microgale_parvula";288683,423085934
"2930";"Microgale_principula";270058,686112648
"2931";"Microgale_pusilla";195559,738219504
"2932";"Microgale_soricoides";307308,16005922
"2933";"Microgale_taiva";214184,47519279
"2934";"Microgale_talazaci";288683,423085934
"2935";"Microgale_thomasi";167622,632759575
"2936";"Microhydromys_argenteus";158310,264272932
"2937";"Microhydromys_richardsoni";307308,16005922
"2938";"Micromys_minutus";22098250,4188039
"2939";"Micronycteris_brosseti";893987,374717731
"2940";"Micronycteris_buriri";9312,36848664304
"2941";"Micronycteris_giovanniae";9312,36848664304
"2942";"Micronycteris_hirsuta";7729265,84391372
"2943";"Micronycteris_matses";18624,7369732861
"2944";"Micronycteris_megalotis";13251500,356493
"2945";"Micronycteris_microtis";6015790,0423714
"2946";"Micronycteris_minuta";13353936,4098461
"2947";"Micronycteris_sanborni";74498,9478931443
"2948";"Micronycteris_schmidtorum";8139010,05732601
"2949";"Microperoryctes_aplini";18624,7369732861
"2950";"Microperoryctes_longicauda";493555,529792081
"2951";"Microperoryctes_murina";9312,36848664304
"2952";"Microperoryctes_papuensis";93123,6848664304
"2953";"Micropotamogale_lamottei";65186,5794065013
"2954";"Micropotamogale_ruwenzorii";130373,158813003
"2955";"Micropteropus_intermedius";325932,897032506
"2956";"Micropteropus_pusillus";6686280,5734097
"2957";"Microryzomys_altissimus";493555,529792081
"2958";"Microryzomys_minutus";1415480,00996974
"2959";"Microsciurus_alfari";325932,897032506
"2960";"Microsciurus_flaviventer";2411903,43804055
"2961";"Microsciurus_mimulus";391119,476439007
"2962";"Microsciurus_santanderensis";335245,265519149
"2963";"Microtus_abbreviatus";37249,4739465721
"2964";"Microtus_agrestis";13661244,5699053
"2965";"Microtus_anatolicus";93123,6848664304
"2966";"Microtus_arvalis";9042309,80053039
"2967";"Microtus_bavaricus";9312,36848664304
"2968";"Microtus_brachycercus";204872,106706147
"2969";"Microtus_breweri";9312,36848664304
"2970";"Microtus_cabrerae";316620,528545863
"2971";"Microtus_californicus";568054,477685225
"2972";"Microtus_canicaudus";46561,8424332152
"2973";"Microtus_chrotorrhinus";2095282,90949468
"2974";"Microtus_clarkei";419056,581898937
"2975";"Microtus_daghestanicus";409744,213412294
"2976";"Microtus_dogramacii";74498,9478931443
"2977";"Microtus_duodecimcostatus";903299,743204375
"2978";"Microtus_evoronensis";18624,7369732861
"2979";"Microtus_felteni";130373,158813003
"2980";"Microtus_fortis";3464201,07703121
"2981";"Microtus_gerbei";381807,107952364
"2982";"Microtus_gregalis";8269383,21613902
"2983";"Microtus_guatemalensis";130373,158813003
"2984";"Microtus_guentheri";1108171,84991052
"2985";"Microtus_henseli";0
"2986";"Microtus_hyperboreus";2989270,28421241
"2987";"Microtus_ilaeus";791551,321364658
"2988";"Microtus_irani";18624,7369732861
"2989";"Microtus_kermanensis";55874,2109198582
"2990";"Microtus_kikuchii";46561,8424332152
"2991";"Microtus_levis";5410486,0907396
"2992";"Microtus_liechtensteini";279371,054599291
"2993";"Microtus_limnophilus";1676226,32759575
"2994";"Microtus_longicaudus";4972804,77186738
"2995";"Microtus_lusitanicus";465618,424332152
"2996";"Microtus_majori";353870,002492435
"2997";"Microtus_maximowiczii";2477090,01744705
"2998";"Microtus_mexicanus";1499291,32634953
"2999";"Microtus_middendorffii";3184830,02243192
"3000";"Microtus_miurus";2328092,12166076
"3001";"Microtus_mongolicus";1936972,64522175
"3002";"Microtus_montanus";2067345,80403475
"3003";"Microtus_montebelli";521492,63525201
"3004";"Microtus_mujanensis";46561,8424332152
"3005";"Microtus_multiplex";279371,054599291
"3006";"Microtus_nasarovi";55874,2109198582
"3007";"Microtus_oaxacensis";9312,36848664304
"3008";"Microtus_ochrogaster";3901882,39590343
"3009";"Microtus_oeconomus";23988661,2215925
"3010";"Microtus_oregoni";391119,476439007
"3011";"Microtus_paradoxus";186247,369732861
"3012";"Microtus_pennsylvanicus";14219986,6791039
"3013";"Microtus_pinetorum";3371077,39216478
"3014";"Microtus_qazvinensis";148997,895786289
"3015";"Microtus_quasiater";121060,790326359
"3016";"Microtus_richardsoni";1313043,95661667
"3017";"Microtus_sachalinensis";148997,895786289
"3018";"Microtus_savii";502867,898278724
"3019";"Microtus_schelkovnikovi";111748,421839716
"3020";"Microtus_schidlovskii";37249,4739465721
"3021";"Microtus_socialis";3790133,97406372
"3022";"Microtus_subterraneus";4246440,02990922
"3023";"Microtus_tatricus";148997,895786289
"3024";"Microtus_thomasi";279371,054599291
"3025";"Microtus_townsendii";446993,687358866
"3026";"Microtus_transcaspicus";55874,2109198582
"3027";"Microtus_umbrosus";37249,4739465721
"3028";"Microtus_xanthognathus";3017207,38967234
"3029";"Millardia_gleadowi";363182,370979078
"3030";"Millardia_kathleenae";83811,3163797873
"3031";"Millardia_kondana";9312,36848664304
"3032";"Millardia_meltada";2868209,49388605
"3033";"Mimetillus_moloneyi";5037991,35127388
"3034";"Mimon_bennettii";5289425,30041324
"3035";"Mimon_cozumelae";1359605,79904988
"3036";"Mimon_crenulatum";12413387,1926952
"3037";"Mimon_koepckeae";18624,7369732861
"3038";"Mindomys_hammondi";18624,7369732861
"3039";"Miniopterus_africanus";0
"3040";"Miniopterus_australis";4879681,08700095
"3041";"Miniopterus_fraterculus";2458465,28047376
"3042";"Miniopterus_fuscus";93123,6848664304
"3043";"Miniopterus_gleni";642553,42557837
"3044";"Miniopterus_griveaudi";9312,36848664304
"3045";"Miniopterus_inflatus";3166205,28545863
"3046";"Miniopterus_macrocneme";1247857,37721017
"3047";"Miniopterus_magnater";4609622,4008883
"3048";"Miniopterus_majori";502867,898278724
"3049";"Miniopterus_manavi";763614,215904729
"3050";"Miniopterus_medius";2197718,96284776
"3051";"Miniopterus_minor";270058,686112648
"3052";"Miniopterus_natalensis";5457047,93317282
"3053";"Miniopterus_newtoni";18624,7369732861
"3054";"Miniopterus_paululus";335245,265519149
"3055";"Miniopterus_petersoni";111748,421839716
"3056";"Miniopterus_pusillus";1983534,48765497
"3057";"Miniopterus_robustior";46561,8424332152
"3058";"Miniopterus_schreibersii";5764356,09323204
"3059";"Miniopterus_shortridgei";558742,109198582
"3060";"Miniopterus_sororculus";186247,369732861
"3061";"Miniopterus_tristis";2300155,01620083
"3062";"Miopithecus_ogouensis";726364,741958157
"3063";"Miopithecus_talapoin";595991,583145154
"3064";"Miracinonyx_trumani";0
"3065";"Mirimiri_acrodonta";27937,1054599291
"3066";"Mirounga_angustirostris";11696334,8192237
"3067";"Mirounga_leonina";51935079,0500082
"3068";"Mirza_coquereli";214184,47519279
"3069";"Mirza_zaza";74498,9478931443
"3070";"Mixotoxodon_larensis";0
"3071";"Mogera_etigo";18624,7369732861
"3072";"Mogera_imaizumii";428368,95038558
"3073";"Mogera_insularis";1238545,00872352
"3074";"Mogera_robusta";1247857,37721017
"3075";"Mogera_tokudae";9312,36848664304
"3076";"Mogera_uchidai";9312,36848664304
"3077";"Mogera_wogura";419056,581898937
"3078";"Molossops_aequatorianus";37249,4739465721
"3079";"Molossops_mattogrossensis";7580267,94812743
"3080";"Molossops_neglectus";4926242,92943417
"3081";"Molossops_temminckii";12543760,3515082
"3082";"Molossus_alvarezi";102436,053353073
"3083";"Molossus_aztecus";176935,001246218
"3084";"Molossus_coibensis";4395437,92569551
"3085";"Molossus_currentium";1536540,8002961
"3086";"Molossus_molossus";18075307,2325741
"3087";"Molossus_pretiosus";2588838,43928676
"3088";"Molossus_rufus";16687764,3280643
"3089";"Molossus_sinaloae";3128955,81151206
"3090";"Monachus_monachus";791551,321364658
"3091";"Monodelphis_adusta";1629664,48516253
"3092";"Monodelphis_americana";2244280,80528097
"3093";"Monodelphis_brevicaudata";2179094,22587447
"3094";"Monodelphis_dimidiata";2570213,70231348
"3095";"Monodelphis_domestica";4786557,40213452
"3096";"Monodelphis_emiliae";1611039,74818925
"3097";"Monodelphis_glirina";2085970,54100804
"3098";"Monodelphis_handleyi";9312,36848664304
"3099";"Monodelphis_iheringi";1024360,53353073
"3100";"Monodelphis_kunsi";1760037,64397553
"3101";"Monodelphis_osgoodi";260746,317626005
"3102";"Monodelphis_palliolata";288683,423085934
"3103";"Monodelphis_peruviana";903299,743204375
"3104";"Monodelphis_reigi";27937,1054599291
"3105";"Monodelphis_ronaldi";9312,36848664304
"3106";"Monodelphis_scalops";568054,477685225
"3107";"Monodelphis_unistriata";0
"3108";"Monodon_monoceros";6816653,7322227
"3109";"Monophyllus_plethodon";130373,158813003
"3110";"Monophyllus_redmani";595991,583145154
"3111";"Monticolomys_koopmani";121060,790326359
"3112";"Mops_brachypterus";2784398,17750627
"3113";"Mops_condylurus";10718536,1281261
"3114";"Mops_congicus";782238,952878015
"3115";"Mops_demonstrator";2449152,91198712
"3116";"Mops_leucostigma";512180,266765367
"3117";"Mops_midas";1322356,32510331
"3118";"Mops_mops";977798,691097519
"3119";"Mops_nanulus";3585261,86735757
"3120";"Mops_niangarae";55874,2109198582
"3121";"Mops_niveiventer";2216343,69982104
"3122";"Mops_petersoni";130373,158813003
"3123";"Mops_sarasinorum";623928,688605083
"3124";"Mops_spurrelli";1601727,3797026
"3125";"Mops_thersites";2989270,28421241
"3126";"Mops_trevori";707740,004984871
"3127";"Morenelaphus_brachyceros";0
"3128";"Morenelaphus_lujanensis";0
"3129";"Mormoops_blainvillei";530805,003738653
"3130";"Mormoops_magna";0
"3131";"Mormoops_megalophylla";5159052,14160024
"3132";"Mormopterus_acetabulosus";37249,4739465721
"3133";"Mormopterus_beccarii";5168364,51008688
"3134";"Mormopterus_doriae";18624,7369732861
"3135";"Mormopterus_jugularis";465618,424332152
"3136";"Mormopterus_kalinowskii";763614,215904729
"3137";"Mormopterus_loriae";949861,58563759
"3138";"Mormopterus_minutus";139685,527299646
"3139";"Mormopterus_norfolkensis";279371,054599291
"3140";"Mormopterus_phrudus";18624,7369732861
"3141";"Mormopterus_planiceps";4348876,0832623
"3142";"Moschiola_indica";2467777,6489604
"3143";"Moschiola_kathygre";55874,2109198582
"3144";"Moschiola_meminna";130373,158813003
"3145";"Moschus_anhuiensis";37249,4739465721
"3146";"Moschus_berezovskii";1983534,48765497
"3147";"Moschus_chrysogaster";1806599,48640875
"3148";"Moschus_cupreus";251433,949139362
"3149";"Moschus_fuscus";428368,95038558
"3150";"Moschus_leucogaster";456306,055845509
"3151";"Moschus_moschiferus";8632565,58711809
"3152";"Mosia_nigrescens";2495714,75442033
"3153";"Muknalia_minima";0
"3154";"Mungos_gambianus";2067345,80403475
"3155";"Mungos_mungo";12236452,1914489
"3156";"Mungotictis_decemlineata";93123,6848664304
"3157";"Muntiacus_atherodes";1015048,16504409
"3158";"Muntiacus_crinifrons";214184,47519279
"3159";"Muntiacus_feae";186247,369732861
"3160";"Muntiacus_gongshanensis";391119,476439007
"3161";"Muntiacus_montanus";307308,16005922
"3162";"Muntiacus_muntjak";2421215,80652719
"3163";"Muntiacus_putaoensis";223496,843679433
"3164";"Muntiacus_reevesi";2989270,28421241
"3165";"Muntiacus_rooseveltorum";744989,478931443
"3166";"Muntiacus_truongsonensis";540117,372225296
"3167";"Muntiacus_vaginalis";7254335,05109493
"3168";"Muntiacus_vuquangensis";316620,528545863
"3169";"Murexia_habbema";288683,423085934
"3170";"Murexia_longicaudata";791551,321364658
"3171";"Murexia_melanurus";623928,688605083
"3172";"Murexia_naso";363182,370979078
"3173";"Murexia_rothschildi";74498,9478931443
"3174";"Muriculus_imberbis";158310,264272932
"3175";"Murina_aenea";251433,949139362
"3176";"Murina_aurata";744989,478931443
"3177";"Murina_cyclotis";3361765,02367814
"3178";"Murina_florium";782238,952878015
"3179";"Murina_fusca";9312,36848664304
"3180";"Murina_harrisoni";186247,369732861
"3181";"Murina_hilgendorfi";4805182,13910781
"3182";"Murina_huttoni";810176,058337944
"3183";"Murina_leucogaster";2207031,3313344
"3184";"Murina_puta";93123,6848664304
"3185";"Murina_rozendaali";111748,421839716
"3186";"Murina_ryukyuana";37249,4739465721
"3187";"Murina_suilla";2234968,43679433
"3188";"Murina_tenebrosa";18624,7369732861
"3189";"Murina_tubinaris";1545853,16878274
"3190";"Murina_ussuriensis";866050,269257802
"3191";"Mus_baoulei";232809,212166076
"3192";"Mus_booduga";4022943,18622979
"3193";"Mus_bufo";158310,264272932
"3194";"Mus_callewaerti";55874,2109198582
"3195";"Mus_caroli";2896146,59934598
"3196";"Mus_cervicolor";744989,478931443
"3197";"Mus_cookii";1387542,90450981
"3198";"Mus_crociduroides";18624,7369732861
"3199";"Mus_cypriacus";55874,2109198582
"3200";"Mus_famulus";27937,1054599291
"3201";"Mus_fernandoni";46561,8424332152
"3202";"Mus_fragilicauda";46561,8424332152
"3203";"Mus_goundae";18624,7369732861
"3204";"Mus_haussa";2970645,54723913
"3205";"Mus_indutus";1806599,48640875
"3206";"Mus_macedonicus";1918347,90824847
"3207";"Mus_mahomet";633241,057091726
"3208";"Mus_mattheyi";679802,899524942
"3209";"Mus_mayori";55874,2109198582
"3210";"Mus_minutoides";5410486,0907396
"3211";"Mus_musculoides";6099601,35875119
"3212";"Mus_musculus";64562650,7178962
"3213";"Mus_neavei";55874,2109198582
"3214";"Mus_orangiae";139685,527299646
"3215";"Mus_oubanguii";186247,369732861
"3216";"Mus_pahari";2272217,9107409
"3217";"Mus_phillipsi";717052,373471514
"3218";"Mus_platythrix";1024360,53353073
"3219";"Mus_saxicola";1862473,69732861
"3220";"Mus_setulosus";1601727,3797026
"3221";"Mus_setzeri";344557,634005792
"3222";"Mus_shortridgei";577366,846171868
"3223";"Mus_sorella";139685,527299646
"3224";"Mus_spicilegus";1266482,11418345
"3225";"Mus_spretus";1685538,69608239
"3226";"Mus_tenellus";800863,689851301
"3227";"Mus_terricolor";3464201,07703121
"3228";"Mus_triton";1927660,27673511
"3229";"Mus_vulcani";18624,7369732861
"3230";"Muscardinus_avellanarius";5075240,82522045
"3231";"Musonycteris_harrisoni";158310,264272932
"3232";"Mustela_africana";5792293,19869197
"3233";"Mustela_altaica";7533706,10569422
"3234";"Mustela_erminea";49877045,6144601
"3235";"Mustela_eversmanii";15942774,8491329
"3236";"Mustela_felipei";195559,738219504
"3237";"Mustela_frenata";15067412,2113884
"3238";"Mustela_itatsi";623928,688605083
"3239";"Mustela_kathiah";4125379,23958286
"3240";"Mustela_lutreola";1238545,00872352
"3241";"Mustela_lutreolina";409744,213412294
"3242";"Mustela_nigripes";27937,1054599291
"3243";"Mustela_nivalis";51227339,0450233
"3244";"Mustela_nudipes";2030096,33008818
"3245";"Mustela_putorius";7496456,63174764
"3246";"Mustela_russelliana";93123,6848664304
"3247";"Mustela_sibirica";15719278,0054534
"3248";"Mustela_strigidorsa";1955597,38219504
"3249";"Mustela_subpalmata";121060,790326359
"3250";"Mustela_tonkinensis";18624,7369732861
"3251";"Mydaus_javanensis";242121,580652719
"3252";"Mydaus_marchei";102436,053353073
"3253";"Mylodon_darwinii";0
"3254";"Mylohyus_nasutus";0
"3255";"Mylomys_dybowskii";1918347,90824847
"3256";"Mylomys_rex";18624,7369732861
"3257";"Myocastor_coypus";4767932,66516123
"3258";"Myodes_andersoni";223496,843679433
"3259";"Myodes_californicus";381807,107952364
"3260";"Myodes_centralis";344557,634005792
"3261";"Myodes_gapperi";10224980,5983341
"3262";"Myodes_glareolus";11389026,6591644
"3263";"Myodes_regulus";297995,791572577
"3264";"Myodes_rex";279371,054599291
"3265";"Myodes_rufocanus";16296644,8516253
"3266";"Myodes_rutilus";23038799,6359549
"3267";"Myodes_shanseius";595991,583145154
"3268";"Myodes_smithii";353870,002492435
"3269";"Myoictis_leucura";18624,7369732861
"3270";"Myoictis_melas";689115,268011585
"3271";"Myoictis_wallacei";176935,001246218
"3272";"Myoictis_wavicus";9312,36848664304
"3273";"Myomimus_personatus";279371,054599291
"3274";"Myomimus_roachi";83811,3163797873
"3275";"Myomimus_setzeri";307308,16005922
"3276";"Myomyscus_angolensis";446993,687358866
"3277";"Myomyscus_brockmani";2374653,96409397
"3278";"Myomyscus_verreauxii";204872,106706147
"3279";"Myomyscus_yemeni";186247,369732861
"3280";"Myonycteris_brachycephala";18624,7369732861
"3281";"Myonycteris_leptodon";1126796,58688381
"3282";"Myonycteris_relicta";316620,528545863
"3283";"Myonycteris_torquata";4116066,87109622
"3284";"Myoprocta_acouchy";1238545,00872352
"3285";"Myoprocta_pratti";2877521,8623727
"3286";"Myopterus_daubentonii";2234968,43679433
"3287";"Myopterus_whitleyi";2374653,96409397
"3288";"Myopus_schisticolor";13074565,3552468
"3289";"Myosciurus_pumilio";521492,63525201
"3290";"Myosorex_babaulti";93123,6848664304
"3291";"Myosorex_blarina";27937,1054599291
"3292";"Myosorex_bururiensis";9312,36848664304
"3293";"Myosorex_cafer";456306,055845509
"3294";"Myosorex_eisentrauti";9312,36848664304
"3295";"Myosorex_geata";9312,36848664304
"3296";"Myosorex_gnoskei";37249,4739465721
"3297";"Myosorex_jejei";9312,36848664304
"3298";"Myosorex_kihaulei";37249,4739465721
"3299";"Myosorex_longicaudatus";37249,4739465721
"3300";"Myosorex_okuensis";37249,4739465721
"3301";"Myosorex_rumpii";9312,36848664304
"3302";"Myosorex_schalleri";9312,36848664304
"3303";"Myosorex_sclateri";65186,5794065013
"3304";"Myosorex_tenuis";37249,4739465721
"3305";"Myosorex_varius";800863,689851301
"3306";"Myosorex_zinki";18624,7369732861
"3307";"Myospalax_aspalax";1257169,74569681
"3308";"Myospalax_myospalax";595991,583145154
"3309";"Myospalax_psilurus";3669073,18373736
"3310";"Myotis_adversus";735677,1104448
"3311";"Myotis_aelleni";18624,7369732861
"3312";"Myotis_albescens";16119709,8503791
"3313";"Myotis_alcathoe";1070922,37596395
"3314";"Myotis_altarium";1983534,48765497
"3315";"Myotis_anjouanensis";18624,7369732861
"3316";"Myotis_annamiticus";9312,36848664304
"3317";"Myotis_annectans";577366,846171868
"3318";"Myotis_atacamensis";586679,214658511
"3319";"Myotis_ater";717052,373471514
"3320";"Myotis_aurascens";3529387,65643771
"3321";"Myotis_auriculus";1201295,53477695
"3322";"Myotis_australis";1052297,63899066
"3323";"Myotis_austroriparius";1191983,16629031
"3324";"Myotis_bechsteinii";4004318,44925651
"3325";"Myotis_blythii";8707064,53501124
"3326";"Myotis_bocagii";3315203,18124492
"3327";"Myotis_bombinus";2505027,12290698
"3328";"Myotis_brandtii";10103919,8080077
"3329";"Myotis_bucharensis";316620,528545863
"3330";"Myotis_californicus";5168364,51008688
"3331";"Myotis_capaccinii";2737836,33507305
"3332";"Myotis_chiloensis";931236,848664304
"3333";"Myotis_chinensis";2747148,7035597
"3334";"Myotis_ciliolabrum";1815911,85489539
"3335";"Myotis_cobanensis";9312,36848664304
"3336";"Myotis_csorbai";93123,6848664304
"3337";"Myotis_dasycneme";7198460,84017507
"3338";"Myotis_daubentonii";18363990,6556601
"3339";"Myotis_davidii";279371,054599291
"3340";"Myotis_dieteri";18624,7369732861
"3341";"Myotis_dinellii";2253593,17376761
"3342";"Myotis_dominicensis";27937,1054599291
"3343";"Myotis_elegans";959173,954124233
"3344";"Myotis_emarginatus";6956339,25952235
"3345";"Myotis_evotis";3799446,34255036
"3346";"Myotis_fimbriatus";540117,372225296
"3347";"Myotis_findleyi";9312,36848664304
"3348";"Myotis_formosus";3836695,81649693
"3349";"Myotis_fortidens";1024360,53353073
"3350";"Myotis_frater";2430528,17501383
"3351";"Myotis_gomantongensis";1005735,79655745
"3352";"Myotis_goudoti";754301,847418086
"3353";"Myotis_grisescens";1098859,48142388
"3354";"Myotis_hajastanicus";27937,1054599291
"3355";"Myotis_hasseltii";1797287,11792211
"3356";"Myotis_hermani";27937,1054599291
"3357";"Myotis_horsfieldii";4255752,39839587
"3358";"Myotis_ikonnikovi";2644712,65020662
"3359";"Myotis_insularum";18624,7369732861
"3360";"Myotis_keaysi";4125379,23958286
"3361";"Myotis_keenii";344557,634005792
"3362";"Myotis_laniger";2775085,80901962
"3363";"Myotis_leibii";1964909,75068168
"3364";"Myotis_levis";1787974,74943546
"3365";"Myotis_longipes";279371,054599291
"3366";"Myotis_lucifugus";14052364,0463443
"3367";"Myotis_macrodactylus";1359605,79904988
"3368";"Myotis_macropus";2374653,96409397
"3369";"Myotis_macrotarsus";856737,900771159
"3370";"Myotis_martiniquensis";74498,9478931443
"3371";"Myotis_melanorhinus";3967068,97530993
"3372";"Myotis_moluccarum";1834536,59186868
"3373";"Myotis_montivagus";1499291,32634953
"3374";"Myotis_morrisi";18624,7369732861
"3375";"Myotis_muricola";7310209,26201478
"3376";"Myotis_myotis";5084553,1937071
"3377";"Myotis_mystacinus";7105337,15530864
"3378";"Myotis_nattereri";8716376,90349788
"3379";"Myotis_nesopolus";176935,001246218
"3380";"Myotis_nigricans";15905525,3751863
"3381";"Myotis_nipalensis";6108913,72723783
"3382";"Myotis_nyctor";27937,1054599291
"3383";"Myotis_occultus";1396855,27299646
"3384";"Myotis_oreias";18624,7369732861
"3385";"Myotis_oxyotus";3473513,44551785
"3386";"Myotis_peninsularis";37249,4739465721
"3387";"Myotis_pequinius";754301,847418086
"3388";"Myotis_pilosus";1508603,69483617
"3389";"Myotis_planiceps";55874,2109198582
"3390";"Myotis_pruinosus";139685,527299646
"3391";"Myotis_punicus";1089547,11293724
"3392";"Myotis_ridleyi";1266482,11418345
"3393";"Myotis_riparius";15514405,8987473
"3394";"Myotis_rosseti";661178,162551656
"3395";"Myotis_ruber";2132532,38344125
"3396";"Myotis_rufopictus";279371,054599291
"3397";"Myotis_schaubi";270058,686112648
"3398";"Myotis_scotti";214184,47519279
"3399";"Myotis_septentrionalis";6323098,20243062
"3400";"Myotis_sicarius";130373,158813003
"3401";"Myotis_siligorensis";2225656,06830769
"3402";"Myotis_simus";2570213,70231348
"3403";"Myotis_sodalis";2020783,96160154
"3404";"Myotis_stalkeri";46561,8424332152
"3405";"Myotis_thysanodes";4162628,71352944
"3406";"Myotis_tricolor";5345299,5113331
"3407";"Myotis_velifer";2654025,01869327
"3408";"Myotis_vivesi";176935,001246218
"3409";"Myotis_volans";5820230,3041519
"3410";"Myotis_welwitschii";5131115,03614031
"3411";"Myotis_yanbarensis";37249,4739465721
"3412";"Myotis_yumanensis";4963492,40338074
"3413";"Myotragus_balearicus";0
"3414";"Myrmecobius_fasciatus";93123,6848664304
"3415";"Myrmecophaga_tridactyla";13493621,9371458
"3416";"Mysateles_melanurus";93123,6848664304
"3417";"Mysateles_prehensilis";279371,054599291
"3418";"Mystacina_robusta";0
"3419";"Mystacina_tuberculata";195559,738219504
"3420";"Mystromys_albicaudatus";782238,952878015
"3421";"Myzopoda_aurita";307308,16005922
"3422";"Myzopoda_schliemanni";93123,6848664304
"3423";"Naemorhedus_baileyi";391119,476439007
"3424";"Naemorhedus_caudatus";568054,477685225
"3425";"Naemorhedus_goral";605303,951631797
"3426";"Naemorhedus_griseus";3613198,9728175
"3427";"Nandinia_binotata";7272959,78806821
"3428";"Nanger_dama";474930,792818795
"3429";"Nanger_granti";1126796,58688381
"3430";"Nanger_soemmerringii";614616,32011844
"3431";"Nannosciurus_melanotis";1592415,01121596
"3432";"Nanonycteris_veldkampii";2141844,7519279
"3433";"Napaeozapus_insignis";3007895,0211857
"3434";"Nasalis_larvatus";940549,217150947
"3435";"Nasua_narica";3929819,50136336
"3436";"Nasua_nasua";11621835,8713305
"3437";"Nasuella_meridensis";74498,9478931443
"3438";"Nasuella_olivacea";595991,583145154
"3439";"Natalus_espiritosantensis";3045144,49513227
"3440";"Natalus_jamaicensis";37249,4739465721
"3441";"Natalus_major";204872,106706147
"3442";"Natalus_mexicanus";3417639,23459799
"3443";"Natalus_primus";18624,7369732861
"3444";"Natalus_stramineus";102436,053353073
"3445";"Natalus_tumidirostris";1881098,43430189
"3446";"Navahoceros_fricki";0
"3447";"Neacomys_dubosti";363182,370979078
"3448";"Neacomys_guianae";437681,318872223
"3449";"Neacomys_minutus";335245,265519149
"3450";"Neacomys_musseri";297995,791572577
"3451";"Neacomys_paracou";1210607,90326359
"3452";"Neacomys_pictus";9312,36848664304
"3453";"Neacomys_spinosus";3585261,86735757
"3454";"Neacomys_tenuipes";633241,057091726
"3455";"Neamblysomus_gunningi";55874,2109198582
"3456";"Neamblysomus_julianae";83811,3163797873
"3457";"Necromys_amoenus";335245,265519149
"3458";"Necromys_benefactus";614616,32011844
"3459";"Necromys_lactens";400431,844925651
"3460";"Necromys_lasiurus";6406909,51881041
"3461";"Necromys_lenguarum";847425,532284516
"3462";"Necromys_obscurus";158310,264272932
"3463";"Necromys_punctulatus";167622,632759575
"3464";"Necromys_temchuki";251433,949139362
"3465";"Necromys_urichi";717052,373471514
"3466";"Nectogale_elegans";931236,848664304
"3467";"Nectomys_apicalis";1368918,16753653
"3468";"Nectomys_magdalenae";176935,001246218
"3469";"Nectomys_palmipes";400431,844925651
"3470";"Nectomys_rattus";7952762,68759315
"3471";"Nectomys_squamipes";2858897,12539941
"3472";"Nelsonia_goldmani";27937,1054599291
"3473";"Nelsonia_neotomodon";83811,3163797873
"3474";"Neochoerus_aesopi";0
"3475";"Neocnus_comes";0
"3476";"Neocnus_dousman";0
"3477";"Neocnus_toupiti";0
"3478";"Neodon_forresti";46561,8424332152
"3479";"Neodon_irene";1005735,79655745
"3480";"Neodon_juldaschi";484243,161305438
"3481";"Neodon_linzhiensis";18624,7369732861
"3482";"Neodon_sikimensis";335245,265519149
"3483";"Neofelis_diardi";1294419,21964338
"3484";"Neofelis_nebulosa";3557324,76189764
"3485";"Neofiber_alleni";242121,580652719
"3486";"Neohylomys_hainanensis";27937,1054599291
"3487";"Neolicaphrium_recens";0
"3488";"Neomicroxus_bogotensis";223496,843679433
"3489";"Neomicroxus_latebricola";65186,5794065013
"3490";"Neomonachus_schauinslandi";670490,531038299
"3491";"Neomonachus_tropicalis";0
"3492";"Neomys_anomalus";4581685,29542837
"3493";"Neomys_fodiens";15970711,9545928
"3494";"Neomys_teres";437681,318872223
"3495";"Neonycteris_pusilla";37249,4739465721
"3496";"Neophascogale_lorentzii";270058,686112648
"3497";"Neophoca_cinerea";931236,848664304
"3498";"Neophocaena_asiaeorientalis";2197718,96284776
"3499";"Neophocaena_phocaenoides";5913353,98901833
"3500";"Neopteryx_frosti";37249,4739465721
"3501";"Neoromicia_brunnea";1164046,06083038
"3502";"Neoromicia_capensis";15179160,6332281
"3503";"Neoromicia_flavescens";130373,158813003
"3504";"Neoromicia_guineensis";4488561,61056194
"3505";"Neoromicia_helios";959173,954124233
