"";"species";"range_size"
"1171";"Ctenomys_argentinus";74498,9478931443
"1172";"Ctenomys_australis";55874,2109198582
"1173";"Ctenomys_azarae";37249,4739465721
"1174";"Ctenomys_bergi";37249,4739465721
"1175";"Ctenomys_boliviensis";288683,423085934
"1176";"Ctenomys_bonettoi";18624,7369732861
"1177";"Ctenomys_brasiliensis";307308,16005922
"1178";"Ctenomys_budini";37249,4739465721
"1179";"Ctenomys_colburni";9312,36848664304
"1180";"Ctenomys_coludo";37249,4739465721
"1181";"Ctenomys_conoveri";195559,738219504
"1182";"Ctenomys_coyhaiquensis";37249,4739465721
"1183";"Ctenomys_dorbignyi";55874,2109198582
"1184";"Ctenomys_dorsalis";55874,2109198582
"1185";"Ctenomys_emilianus";46561,8424332152
"1186";"Ctenomys_famosus";9312,36848664304
"1187";"Ctenomys_flamarioni";65186,5794065013
"1188";"Ctenomys_fochi";18624,7369732861
"1189";"Ctenomys_fodax";37249,4739465721
"1190";"Ctenomys_frater";74498,9478931443
"1191";"Ctenomys_fulvus";232809,212166076
"1192";"Ctenomys_goodfellowi";74498,9478931443
"1193";"Ctenomys_haigi";111748,421839716
"1194";"Ctenomys_johannis";9312,36848664304
"1195";"Ctenomys_juris";18624,7369732861
"1196";"Ctenomys_knighti";65186,5794065013
"1197";"Ctenomys_lami";46561,8424332152
"1198";"Ctenomys_latro";46561,8424332152
"1199";"Ctenomys_leucodon";37249,4739465721
"1200";"Ctenomys_lewisi";37249,4739465721
"1201";"Ctenomys_magellanicus";214184,47519279
"1202";"Ctenomys_maulinus";130373,158813003
"1203";"Ctenomys_mendocinus";223496,843679433
"1204";"Ctenomys_minutus";251433,949139362
"1205";"Ctenomys_occultus";18624,7369732861
"1206";"Ctenomys_opimus";521492,63525201
"1207";"Ctenomys_osvaldoreigi";9312,36848664304
"1208";"Ctenomys_pearsoni";93123,6848664304
"1209";"Ctenomys_perrensi";139685,527299646
"1210";"Ctenomys_peruanus";27937,1054599291
"1211";"Ctenomys_pilarensis";18624,7369732861
"1212";"Ctenomys_pontifex";9312,36848664304
"1213";"Ctenomys_porteousi";74498,9478931443
"1214";"Ctenomys_pundti";46561,8424332152
"1215";"Ctenomys_rionegrensis";46561,8424332152
"1216";"Ctenomys_roigi";9312,36848664304
"1217";"Ctenomys_saltarius";18624,7369732861
"1218";"Ctenomys_scagliai";18624,7369732861
"1219";"Ctenomys_sericeus";18624,7369732861
"1220";"Ctenomys_sociabilis";9312,36848664304
"1221";"Ctenomys_steinbachi";55874,2109198582
"1222";"Ctenomys_sylvanus";55874,2109198582
"1223";"Ctenomys_talarum";223496,843679433
"1224";"Ctenomys_torquatus";372494,739465721
"1225";"Ctenomys_tuconax";27937,1054599291
"1226";"Ctenomys_tucumanus";37249,4739465721
"1227";"Ctenomys_tulduco";9312,36848664304
"1228";"Ctenomys_validus";9312,36848664304
"1229";"Ctenomys_viperinus";9312,36848664304
"1230";"Ctenomys_yolandae";9312,36848664304
"1231";"Cuniculus_paca";14853227,7361956
"1232";"Cuniculus_taczanowskii";977798,691097519
"1233";"Cuon_alpinus";5764356,09323204
"1234";"Cuscomys_ashaninka";9312,36848664304
"1235";"Cuscomys_oblativa";9312,36848664304
"1236";"Cuvieronius_hyodon";0
"1237";"Cyclopes_didactylus";9256494,27572318
"1238";"Cynictis_penicillata";2737836,33507305
"1239";"Cynocephalus_volans";344557,634005792
"1240";"Cynogale_bennettii";2058033,43554811
"1241";"Cynomops_abrasus";10886158,7608857
"1242";"Cynomops_greenhalli";5261488,19495332
"1243";"Cynomops_mexicanus";633241,057091726
"1244";"Cynomops_milleri";2914771,33631927
"1245";"Cynomops_paranus";7859639,00272672
"1246";"Cynomops_planirostris";12590322,1939414
"1247";"Cynomys_gunnisoni";521492,63525201
"1248";"Cynomys_leucurus";456306,055845509
"1249";"Cynomys_ludovicianus";2272217,9107409
"1250";"Cynomys_mexicanus";37249,4739465721
"1251";"Cynomys_parvidens";46561,8424332152
"1252";"Cynopterus_brachyotis";4227815,29293594
"1253";"Cynopterus_horsfieldii";2439840,54350048
"1254";"Cynopterus_luzoniensis";1340981,0620766
"1255";"Cynopterus_minutus";2383966,33258062
"1256";"Cynopterus_nusatenggara";363182,370979078
"1257";"Cynopterus_sphinx";8595316,11317152
"1258";"Cynopterus_titthaecheilus";1070922,37596395
"1259";"Cynotherium_sardous";0
"1260";"Cystophora_cristata";10234292,9668207
"1261";"Cyttarops_alecto";1219920,27175024
"1262";"Dacnomys_millardi";232809,212166076
"1263";"Dactylomys_boliviensis";558742,109198582
"1264";"Dactylomys_dactylinus";3911194,76439008
"1265";"Dactylomys_peruanus";27937,1054599291
"1266";"Dactylonax_palpator";502867,898278724
"1267";"Dactylopsila_kambuayai";0
"1268";"Dactylopsila_megalura";167622,632759575
"1269";"Dactylopsila_tatei";9312,36848664304
"1270";"Dactylopsila_trivirgata";1452729,48391631
"1271";"Dama_dama";493555,529792081
"1272";"Dama_mesopotamica";83811,3163797873
"1273";"Damaliscus_hypsodon";0
"1274";"Damaliscus_lunatus";3231391,86486513
"1275";"Damaliscus_niro";0
"1276";"Damaliscus_pygargus";623928,688605083
"1277";"Dasycercus_blythi";1834536,59186868
"1278";"Dasycercus_cristicauda";204872,106706147
"1279";"Dasykaluta_rosamondae";577366,846171868
"1280";"Dasymys_foxi";55874,2109198582
"1281";"Dasymys_incomtus";7673391,63299386
"1282";"Dasymys_montanus";27937,1054599291
"1283";"Dasymys_nudipes";512180,266765367
"1284";"Dasymys_rufulus";2141844,7519279
"1285";"Dasyprocta_azarae";2123220,01495461
"1286";"Dasyprocta_coibae";9312,36848664304
"1287";"Dasyprocta_croconota";530805,003738653
"1288";"Dasyprocta_fuliginosa";3138268,1799987
"1289";"Dasyprocta_guamara";74498,9478931443
"1290";"Dasyprocta_iacki";139685,527299646
"1291";"Dasyprocta_kalinowskii";176935,001246218
"1292";"Dasyprocta_leporina";5419798,45922625
"1293";"Dasyprocta_mexicana";148997,895786289
"1294";"Dasyprocta_prymnolopha";2356029,22712069
"1295";"Dasyprocta_punctata";2011471,5931149
"1296";"Dasyprocta_ruatanica";9312,36848664304
"1297";"Dasyprocta_variegata";623928,688605083
"1298";"Dasypus_bellus";0
"1299";"Dasypus_hybridus";1750725,27548889
"1300";"Dasypus_kappleri";6779404,25827613
"1301";"Dasypus_novemcinctus";20459273,5651547
"1302";"Dasypus_pilosus";148997,895786289
"1303";"Dasypus_sabanicola";633241,057091726
"1304";"Dasypus_septemcinctus";6500033,20367684
"1305";"Dasypus_yepesi";65186,5794065013
"1306";"Dasyuroides_byrnei";186247,369732861
"1307";"Dasyurus_albopunctatus";996423,428070805
"1308";"Dasyurus_geoffroii";279371,054599291
"1309";"Dasyurus_hallucatus";912612,111691018
"1310";"Dasyurus_maculatus";959173,954124233
"1311";"Dasyurus_spartacus";102436,053353073
"1312";"Dasyurus_viverrinus";158310,264272932
"1313";"Daubentonia_madagascariensis";419056,581898937
"1314";"Daubentonia_robustus";0
"1315";"Delanymys_brooksi";55874,2109198582
"1316";"Delomys_collinus";167622,632759575
"1317";"Delomys_dorsalis";502867,898278724
"1318";"Delomys_sublineatus";316620,528545863
"1319";"Delphinapterus_leucas";16352519,0625452
"1320";"Delphinus_capensis";20142653,0366089
"1321";"Delphinus_delphis";96383013,8367554
"1322";"Deltamys_kempi";363182,370979078
"1323";"Dendrogale_melanura";158310,264272932
"1324";"Dendrogale_murina";437681,318872223
"1325";"Dendrohyrax_arboreus";3166205,28545863
"1326";"Dendrohyrax_dorsalis";3780821,60557707
"1327";"Dendrohyrax_validus";204872,106706147
"1328";"Dendrolagus_bennettianus";37249,4739465721
"1329";"Dendrolagus_dorianus";121060,790326359
"1330";"Dendrolagus_goodfellowi";307308,16005922
"1331";"Dendrolagus_inustus";409744,213412294
"1332";"Dendrolagus_lumholtzi";55874,2109198582
"1333";"Dendrolagus_matschiei";55874,2109198582
"1334";"Dendrolagus_mayri";0
"1335";"Dendrolagus_mbaiso";46561,8424332152
"1336";"Dendrolagus_notatus";186247,369732861
"1337";"Dendrolagus_pulcherrimus";18624,7369732861
"1338";"Dendrolagus_scottae";18624,7369732861
"1339";"Dendrolagus_spadix";121060,790326359
"1340";"Dendrolagus_stellarum";121060,790326359
"1341";"Dendrolagus_ursinus";148997,895786289
"1342";"Dendromus_insignis";130373,158813003
"1343";"Dendromus_kahuziensis";18624,7369732861
"1344";"Dendromus_kivu";121060,790326359
"1345";"Dendromus_lachaisei";102436,053353073
"1346";"Dendromus_lovati";214184,47519279
"1347";"Dendromus_melanotis";5764356,09323204
"1348";"Dendromus_mesomelas";1201295,53477695
"1349";"Dendromus_messorius";186247,369732861
"1350";"Dendromus_mystacalis";3967068,97530993
"1351";"Dendromus_nyikae";2970645,54723913
"1352";"Dendromus_oreas";27937,1054599291
"1353";"Dendromus_ruppi";27937,1054599291
"1354";"Dendromus_vernayi";9312,36848664304
"1355";"Dendroprionomys_rousseloti";9312,36848664304
"1356";"Deomys_ferrugineus";1787974,74943546
"1357";"Dephomys_defua";642553,42557837
"1358";"Dermanura_anderseni";4563060,55845509
"1359";"Dermanura_azteca";1117484,21839716
"1360";"Dermanura_cinerea";5140427,40462696
"1361";"Dermanura_glauca";3520075,28795107
"1362";"Dermanura_gnoma";10848909,2869391
"1363";"Dermanura_phaeotis";4926242,92943417
"1364";"Dermanura_rosenbergi";279371,054599291
"1365";"Dermanura_tolteca";1545853,16878274
"1366";"Dermanura_watsoni";1033672,90201738
"1367";"Desmana_moschata";1750725,27548889
"1368";"Desmodilliscus_braueri";4060192,66017636
"1369";"Desmodillus_auricularis";2430528,17501383
"1370";"Desmodus_draculae";0
"1371";"Desmodus_puntajudensis";0
"1372";"Desmodus_rotundus";19611848,0328702
"1373";"Desmodus_stocki";0
"1374";"Desmomys_harringtoni";446993,687358866
"1375";"Desmomys_yaldeni";27937,1054599291
"1376";"Diabolotherium_nordenskioldi";0
"1377";"Diaemus_youngi";14620418,5240296
"1378";"Dicerorhinus_sumatrensis";93123,6848664304
"1379";"Diceros_bicornis";8315945,05857223
"1380";"Diclidurus_albus";14080301,1518043
"1381";"Diclidurus_ingens";2486402,38593369
"1382";"Diclidurus_isabella";1350293,43056324
"1383";"Diclidurus_scutatus";2132532,38344125
"1384";"Dicroceros_spA";0
"1385";"Dicrostonyx_groenlandicus";5261488,19495332
"1386";"Dicrostonyx_hudsonius";959173,954124233
"1387";"Dicrostonyx_nelsoni";754301,847418086
"1388";"Dicrostonyx_nunatakensis";139685,527299646
"1389";"Dicrostonyx_richardsoni";614616,32011844
"1390";"Dicrostonyx_torquatus";4972804,77186738
"1391";"Dicrostonyx_unalascensis";55874,2109198582
"1392";"Dicrostonyx_vinogradovi";65186,5794065013
"1393";"Didelphis_albiventris";7664079,26450722
"1394";"Didelphis_aurita";1918347,90824847
"1395";"Didelphis_imperfecta";791551,321364658
"1396";"Didelphis_marsupialis";10802347,4445059
"1397";"Didelphis_pernigra";1657601,59062246
"1398";"Didelphis_virginiana";7785140,05483358
"1399";"Dinaromys_bogdanovi";214184,47519279
"1400";"Dinomys_branickii";2626087,91323334
"1401";"Diomys_crumpi";37249,4739465721
"1402";"Diphylla_ecaudata";9833861,12189505
"1403";"Diplogale_hosei";307308,16005922
"1404";"Diplomesodon_pulchellum";2309467,38468747
"1405";"Diplomys_caniceps";18624,7369732861
"1406";"Diplomys_labilis";316620,528545863
"1407";"Diplothrix_legata";37249,4739465721
"1408";"Dipodomys_agilis";102436,053353073
"1409";"Dipodomys_californicus";186247,369732861
"1410";"Dipodomys_compactus";130373,158813003
"1411";"Dipodomys_deserti";605303,951631797
"1412";"Dipodomys_elator";65186,5794065013
"1413";"Dipodomys_gravipes";27937,1054599291
"1414";"Dipodomys_heermanni";176935,001246218
"1415";"Dipodomys_ingens";46561,8424332152
"1416";"Dipodomys_merriami";2151157,12041454
"1417";"Dipodomys_microps";717052,373471514
"1418";"Dipodomys_nelsoni";307308,16005922
"1419";"Dipodomys_nitratoides";65186,5794065013
"1420";"Dipodomys_ordii";4246440,02990922
"1421";"Dipodomys_panamintinus";204872,106706147
"1422";"Dipodomys_phillipsii";111748,421839716
"1423";"Dipodomys_simulans";316620,528545863
"1424";"Dipodomys_spectabilis";903299,743204375
"1425";"Dipodomys_stephensi";37249,4739465721
"1426";"Dipodomys_venustus";74498,9478931443
"1427";"Diprotodon_optatum";0
"1428";"Dipus_sagitta";5857479,77809847
"1429";"Distoechurus_pennatus";884675,006231088
"1430";"Dobsonia_anderseni";316620,528545863
"1431";"Dobsonia_beauforti";93123,6848664304
"1432";"Dobsonia_chapmani";27937,1054599291
"1433";"Dobsonia_crenulata";689115,268011585
"1434";"Dobsonia_emersa";27937,1054599291
"1435";"Dobsonia_exoleta";521492,63525201
"1436";"Dobsonia_inermis";297995,791572577
"1437";"Dobsonia_minor";1257169,74569681
"1438";"Dobsonia_moluccensis";251433,949139362
"1439";"Dobsonia_pannietensis";111748,421839716
"1440";"Dobsonia_peronii";419056,581898937
"1441";"Dobsonia_praedatrix";223496,843679433
"1442";"Dobsonia_viridis";148997,895786289
"1443";"Doedicurus_clavicaudatus";0
"1444";"Dolichotis_patagonum";1583102,64272932
"1445";"Dolichotis_salinicola";940549,217150947
"1446";"Dologale_dybowskii";744989,478931443
"1447";"Dorcatragus_megalotis";279371,054599291
"1448";"Dorcopsis_atrata";9312,36848664304
"1449";"Dorcopsis_hageni";297995,791572577
"1450";"Dorcopsis_luctuosa";353870,002492435
"1451";"Dorcopsis_muelleri";391119,476439007
"1452";"Dorcopsulus_macleayi";130373,158813003
"1453";"Dorcopsulus_vanheurni";409744,213412294
"1454";"Dremomys_everetti";158310,264272932
"1455";"Dremomys_gularis";121060,790326359
"1456";"Dremomys_lokriah";791551,321364658
"1457";"Dremomys_pernyi";2458465,28047376
"1458";"Dremomys_pyrrhomerus";586679,214658511
"1459";"Dremomys_rufigenis";2374653,96409397
"1460";"Dromiciops_gliroides";270058,686112648
"1461";"Dryomys_laniger";148997,895786289
"1462";"Dryomys_niethammeri";9312,36848664304
"1463";"Dryomys_nitedula";7813077,16029351
"1464";"Dugong_dugon";15849651,1642664
"1465";"Dusicyon_australis";0
"1466";"Dusicyon_avus";0
"1467";"Dyacopterus_brooksi";651865,794065012
"1468";"Dyacopterus_spadiceus";977798,691097519
"1469";"Dymecodon_pilirostris";288683,423085934
"1470";"Echimys_chrysurus";1974222,11916832
"1471";"Echimys_saturnus";242121,580652719
"1472";"Echimys_vieirai";139685,527299646
"1473";"Echinops_telfairi";223496,843679433
"1474";"Echinosorex_gymnura";2076658,1725214
"1475";"Echiothrix_centrosa";130373,158813003
"1476";"Echiothrix_leucura";46561,8424332152
"1477";"Echymipera_clara";335245,265519149
"1478";"Echymipera_davidi";18624,7369732861
"1479";"Echymipera_echinista";27937,1054599291
"1480";"Echymipera_kalubu";1499291,32634953
"1481";"Echymipera_rufescens";1471354,2208896
"1482";"Ectophylla_alba";232809,212166076
"1483";"Eidolon_dupreanum";689115,268011585
"1484";"Eidolon_helvum";13633307,4644454
"1485";"Eira_barbara";15318846,1605278
"1486";"Elaphodus_cephalophus";2356029,22712069
"1487";"Elaphurus_davidianus";37249,4739465721
"1488";"Elasmotherium_sibiricum";0
"1489";"Elephantulus_brachyrhynchus";4600310,03240166
"1490";"Elephantulus_edwardii";381807,107952364
"1491";"Elephantulus_fuscipes";270058,686112648
"1492";"Elephantulus_fuscus";270058,686112648
"1493";"Elephantulus_intufi";1592415,01121596
"1494";"Elephantulus_myurus";1275794,4826701
"1495";"Elephantulus_pilicaudus";93123,6848664304
"1496";"Elephantulus_revoilii";195559,738219504
"1497";"Elephantulus_rozeti";1182670,79780367
"1498";"Elephantulus_rufescens";1936972,64522175
"1499";"Elephantulus_rupestris";903299,743204375
"1500";"Elephas_antiquus";0
"1501";"Elephas_cypriotes";0
"1502";"Elephas_iolensis";0
"1503";"Elephas_maximus";2924083,70480591
"1504";"Elephas_mnaidriensis";0
"1505";"Elephas_namadicus";0
"1506";"Elephas_naumanii";0
"1507";"Elephas_tiliensis";0
"1508";"Eligmodontia_moreni";176935,001246218
"1509";"Eligmodontia_morgani";670490,531038299
"1510";"Eligmodontia_puerulus";679802,899524942
"1511";"Eligmodontia_typus";1387542,90450981
"1512";"Eliomys_melanurus";530805,003738653
"1513";"Eliomys_morpheus";0
"1514";"Eliomys_munbyanus";1545853,16878274
"1515";"Eliomys_quercinus";4022943,18622979
"1516";"Eliurus_antsingy";46561,8424332152
"1517";"Eliurus_carletoni";18624,7369732861
"1518";"Eliurus_danieli";18624,7369732861
"1519";"Eliurus_ellermani";18624,7369732861
"1520";"Eliurus_grandidieri";195559,738219504
"1521";"Eliurus_majori";316620,528545863
"1522";"Eliurus_minor";325932,897032506
"1523";"Eliurus_myoxinus";540117,372225296
"1524";"Eliurus_penicillatus";18624,7369732861
"1525";"Eliurus_petteri";27937,1054599291
"1526";"Eliurus_tanala";335245,265519149
"1527";"Eliurus_webbi";344557,634005792
"1528";"Ellobius_alaicus";18624,7369732861
"1529";"Ellobius_fuscocapillus";977798,691097519
"1530";"Ellobius_lutescens";512180,266765367
"1531";"Ellobius_talpinus";3967068,97530993
"1532";"Ellobius_tancrei";4488561,61056194
"1533";"Emballonura_alecto";2486402,38593369
"1534";"Emballonura_beccarii";465618,424332152
"1535";"Emballonura_dianae";409744,213412294
"1536";"Emballonura_furax";223496,843679433
"1537";"Emballonura_monticola";3054456,86361892
"1538";"Emballonura_raffrayana";866050,269257802
"1539";"Emballonura_semicaudata";195559,738219504
"1540";"Emballonura_serii";102436,053353073
"1541";"Enchisthenes_hartii";4469936,87358866
"1542";"Enhydra_lutris";3240704,23335178
"1543";"Eoglaucomys_fimbriatus";372494,739465721
"1544";"Eolagurus_luteus";661178,162551656
"1545";"Eolagurus_przewalskii";1480666,58937624
"1546";"Eonycteris_major";1015048,16504409
"1547";"Eonycteris_robusta";512180,266765367
"1548";"Eonycteris_spelaea";6164787,93815769
"1549";"Eospalax_fontanierii";1806599,48640875
"1550";"Eospalax_rothschildi";381807,107952364
"1551";"Eospalax_smithii";232809,212166076
"1552";"Eothenomys_cachinus";93123,6848664304
"1553";"Eothenomys_chinensis";46561,8424332152
"1554";"Eothenomys_custos";204872,106706147
"1555";"Eothenomys_melanogaster";2262905,54225426
"1556";"Eothenomys_miletus";623928,688605083
"1557";"Eothenomys_olitor";307308,16005922
"1558";"Eothenomys_proditor";102436,053353073
"1559";"Eothenomys_wardi";74498,9478931443
"1560";"Eozapus_setchuanus";884675,006231088
"1561";"Episoriculus_caudatus";595991,583145154
"1562";"Episoriculus_fumidus";65186,5794065013
"1563";"Episoriculus_leucops";623928,688605083
"1564";"Episoriculus_macrurus";661178,162551656
"1565";"Epixerus_ebii";949861,58563759
"1566";"Epomophorus_angolensis";586679,214658511
"1567";"Epomophorus_anselli";46561,8424332152
"1568";"Epomophorus_crypturus";2877521,8623727
"1569";"Epomophorus_gambianus";4712058,45424138
"1570";"Epomophorus_grandis";18624,7369732861
"1571";"Epomophorus_labiatus";2616775,54474669
"1572";"Epomophorus_minimus";605303,951631797
"1573";"Epomophorus_minor";2812335,2829662
"1574";"Epomophorus_wahlbergi";6155475,56967105
"1575";"Epomops_buettikoferi";1434104,74694303
"1576";"Epomops_dobsonii";1787974,74943546
"1577";"Epomops_franqueti";5242863,45798003
"1578";"Eptesicus_andinus";1443417,11542967
"1579";"Eptesicus_bobrinskoi";893987,374717731
"1580";"Eptesicus_bottae";5736418,98777211
"1581";"Eptesicus_brasiliensis";14722854,5773826
"1582";"Eptesicus_chiriquinus";568054,477685225
"1583";"Eptesicus_diminutus";3296578,44427163
"1584";"Eptesicus_dimissus";46561,8424332152
"1585";"Eptesicus_floweri";1992846,85614161
"1586";"Eptesicus_furinalis";18187055,6544138
"1587";"Eptesicus_fuscus";15281596,6865812
"1588";"Eptesicus_gobiensis";4563060,55845509
"1589";"Eptesicus_guadeloupensis";18624,7369732861
"1590";"Eptesicus_hottentotus";3380389,76065142
"1591";"Eptesicus_innoxius";353870,002492435
"1592";"Eptesicus_isabellinus";1471354,2208896
"1593";"Eptesicus_japonensis";74498,9478931443
"1594";"Eptesicus_nasutus";2821647,65145284
"1595";"Eptesicus_nilssonii";12953504,5649205
"1596";"Eptesicus_pachyotis";1629664,48516253
"1597";"Eptesicus_platyops";37249,4739465721
"1598";"Eptesicus_serotinus";16510829,3268181
"1599";"Eptesicus_tatei";18624,7369732861
"1600";"Equus_africanus";158310,264272932
"1601";"Equus_ferus";167622,632759575
"1602";"Equus_francisci";0
"1603";"Equus_grevyi";214184,47519279
"1604";"Equus_hemionus";1061610,00747731
"1605";"Equus_hydruntinus";0
"1606";"Equus_kiang";2234968,43679433
"1607";"Equus_ovodovi";0
"1608";"Equus_quagga";3715635,02617057
"1609";"Equus_zebra";689115,268011585
"1610";"Eremitalpa_granti";186247,369732861
"1611";"Eremodipus_lichtensteini";949861,58563759
"1612";"Eremoryzomys_polius";65186,5794065013
"1613";"Eremotherium_laurillardi";0
"1614";"Erethizon_dorsatum";14005802,2039111
"1615";"Erignathus_barbatus";21139076,4646797
"1616";"Erinaceus_amurensis";5131115,03614031
"1617";"Erinaceus_concolor";1862473,69732861
"1618";"Erinaceus_europaeus";5820230,3041519
"1619";"Erinaceus_roumanicus";7384708,20990793
"1620";"Eropeplus_canus";65186,5794065013
"1621";"Erophylla_bombifrons";214184,47519279
"1622";"Erophylla_sezekorni";456306,055845509
"1623";"Erythrocebus_patas";8185571,89975923
"1624";"Eschrichtius_robustus";8921249,01020403
"1625";"Eubalaena_australis";81110729,5186608
"1626";"Eubalaena_glacialis";18773734,8690724
"1627";"Eubalaena_japonica";7868951,37121337
"1628";"Euceratherium_collinum";0
"1629";"Euchoreutes_naso";2225656,06830769
"1630";"Euderma_maculatum";2598150,80777341
"1631";"Eudiscopus_denticulus";139685,527299646
"1632";"Eudorcas_albonotata";242121,580652719
"1633";"Eudorcas_rufifrons";3035832,12664563
"1634";"Eudorcas_rufina";0
"1635";"Eudorcas_thomsonii";391119,476439007
"1636";"Eulemur_albifrons";83811,3163797873
"1637";"Eulemur_cinereiceps";46561,8424332152
"1638";"Eulemur_collaris";74498,9478931443
"1639";"Eulemur_coronatus";46561,8424332152
"1640";"Eulemur_flavifrons";37249,4739465721
"1641";"Eulemur_fulvus";214184,47519279
"1642";"Eulemur_macaco";55874,2109198582
"1643";"Eulemur_mongoz";55874,2109198582
"1644";"Eulemur_rubriventer";223496,843679433
"1645";"Eulemur_rufifrons";186247,369732861
"1646";"Eulemur_rufus";148997,895786289
"1647";"Eulemur_sanfordi";37249,4739465721
"1648";"Eumetopias_jubatus";8762938,7459311
"1649";"Eumops_auripendulus";15682028,5315069
"1650";"Eumops_bonariensis";1471354,2208896
"1651";"Eumops_dabbenei";3007895,0211857
"1652";"Eumops_floridanus";46561,8424332152
"1653";"Eumops_glaucinus";9917672,43827483
"1654";"Eumops_hansae";7291584,5250415
"1655";"Eumops_maurus";1666913,9591091
"1656";"Eumops_patagonicus";1927660,27673511
"1657";"Eumops_perotis";13130439,5661667
"1658";"Eumops_trumbulli";5270800,56343996
"1659";"Eumops_underwoodi";1499291,32634953
"1660";"Eumops_wilsoni";46561,8424332152
"1661";"Euneomys_chinchilloides";214184,47519279
"1662";"Euneomys_fossor";37249,4739465721
"1663";"Euneomys_mordax";167622,632759575
"1664";"Euneomys_petersoni";875362,637744445
"1665";"Euoticus_elegantulus";1052297,63899066
"1666";"Euoticus_pallidus";214184,47519279
"1667";"Eupetaurus_cinereus";93123,6848664304
"1668";"Euphractus_sexcinctus";8576691,37619824
"1669";"Eupleres_goudotii";344557,634005792
"1670";"Eupleres_major";148997,895786289
"1671";"Euroscaptor_grandis";270058,686112648
"1672";"Euroscaptor_klossi";1098859,48142388
"1673";"Euroscaptor_longirostris";726364,741958157
"1674";"Euroscaptor_micrura";232809,212166076
"1675";"Euroscaptor_mizura";214184,47519279
"1676";"Euroscaptor_parvidens";111748,421839716
"1677";"Euroscaptor_subanura";93123,6848664304
"1678";"Euryoryzomys_emmonsae";419056,581898937
"1679";"Euryoryzomys_lamia";223496,843679433
"1680";"Euryoryzomys_legatus";167622,632759575
"1681";"Euryoryzomys_macconnelli";5121802,66765367
"1682";"Euryoryzomys_nitidus";1694851,06456903
"1683";"Euryoryzomys_russatus";1368918,16753653
"1684";"Euryzygomatomys_spinosus";1154733,69234374
"1685";"Eutamias_sibiricus";17116133,2784499
"1686";"Eutatus_seguini";0
"1687";"Exilisciurus_concinnus";335245,265519149
"1688";"Exilisciurus_exilis";1015048,16504409
"1689";"Exilisciurus_whiteheadi";325932,897032506
"1690";"Falsistrellus_affinis";921924,48017766
"1691";"Falsistrellus_mackenziei";83811,3163797873
"1692";"Falsistrellus_mordax";297995,791572577
"1693";"Falsistrellus_petersi";204872,106706147
"1694";"Falsistrellus_tasmaniensis";819488,426824587
"1695";"Felis_bieti";912612,111691018
"1696";"Felis_chaus";10476414,5474734
"1697";"Felis_margarita";5792293,19869197
"1698";"Felis_nigripes";2365341,59560733
"1699";"Felis_silvestris";36504484,4676407
"1700";"Felovia_vae";214184,47519279
"1701";"Feresa_attenuata";216140072,574985
"1702";"Feroculus_feroculus";55874,2109198582
"1703";"Fossa_fossana";344557,634005792
"1704";"Fukomys_anselli";55874,2109198582
"1705";"Fukomys_bocagei";1015048,16504409
"1706";"Fukomys_damarensis";1257169,74569681
"1707";"Fukomys_darlingi";279371,054599291
"1708";"Fukomys_foxi";55874,2109198582
"1709";"Fukomys_kafuensis";27937,1054599291
"1710";"Fukomys_mechowi";1806599,48640875
"1711";"Fukomys_ochraceocinereus";1089547,11293724
"1712";"Fukomys_zechi";74498,9478931443
"1713";"Funambulus_layardi";46561,8424332152
"1714";"Funambulus_palmarum";1806599,48640875
"1715";"Funambulus_pennantii";3510762,91946442
"1716";"Funambulus_sublineatus";186247,369732861
"1717";"Funambulus_tristriatus";279371,054599291
"1718";"Funisciurus_anerythrus";2886834,23085934
"1719";"Funisciurus_bayonii";512180,266765367
"1720";"Funisciurus_carruthersi";195559,738219504
"1721";"Funisciurus_congicus";2197718,96284776
"1722";"Funisciurus_duchaillui";37249,4739465721
"1723";"Funisciurus_isabella";819488,426824587
"1724";"Funisciurus_lemniscatus";838113,163797873
"1725";"Funisciurus_leucogenys";698427,636498228
"1726";"Funisciurus_pyrropus";3007895,0211857
"1727";"Funisciurus_substriatus";353870,002492435
"1728";"Furipterus_horrens";11063093,7621319
"1729";"Galago_gallarum";744989,478931443
"1730";"Galago_matschiei";297995,791572577
"1731";"Galago_moholi";4916930,56094752
"1732";"Galago_senegalensis";9517240,59334918
"1733";"Galagoides_cocos";93123,6848664304
"1734";"Galagoides_demidoff";5401173,72225296
"1735";"Galagoides_granti";921924,48017766
"1736";"Galagoides_orinus";139685,527299646
"1737";"Galagoides_rondoensis";46561,8424332152
"1738";"Galagoides_thomasi";5475672,67014611
"1739";"Galagoides_zanzibaricus";158310,264272932
"1740";"Galea_comes";251433,949139362
"1741";"Galea_flavidens";83811,3163797873
"1742";"Galea_leucoblephara";2328092,12166076
"1743";"Galea_musteloides";465618,424332152
"1744";"Galea_spixii";2058033,43554811
"1745";"Galemys_pyrenaicus";391119,476439007
"1746";"Galenomys_garleppi";74498,9478931443
"1747";"Galeopterus_variegatus";2579526,07080012
"1748";"Galictis_cuja";8744314,00895781
"1749";"Galictis_vittata";11510087,4494908
"1750";"Galidia_elegans";381807,107952364
"1751";"Galidictis_fasciata";307308,16005922
"1752";"Galidictis_grandidieri";37249,4739465721
"1753";"Gazella_atlantica";0
"1754";"Gazella_bennettii";3343140,28670485
"1755";"Gazella_bilkis";0
