;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
434;Chaetomys_subspinosus;1,2947725;24,6006775;25,89545;428;42;36;26,97765679;34,98884347;0,000214718;0,000286337;25,89545;87,42491712;Rodentia;Erethizontidae;Chaetomys;subspinosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1300;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;297995,7916;Chaetomys subspinosus;Chaetomys subspinosus;2.1;Site/area management;2 Land/water management;VU;no
435;Chaetophractus_vellerosus;0,000247166;4,943069537;4,943316703;2711,5;1023,5;1174,5;11,7611831;10,23197996;0,000463947;0,000526503;4,943265;104,9005947;Cingulata;CingulataFam;Chaetophractus;vellerosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1030;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;20;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2290842,648;Chaetophractus vellerosus;Chaetophractus vellerosus;2.1;Site/area management;2 Land/water management;LC;no
436;Chaetophractus_vellerosus;0,000247166;4,943069537;4,943316703;2711,5;1023,5;1174,5;11,7611831;10,23197996;0,000463947;0,000526503;4,943265;104,9005947;Cingulata;CingulataFam;Chaetophractus;vellerosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1030;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;20;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2290842,648;Chaetophractus vellerosus;Chaetophractus vellerosus;4.1;Formal education;4 Education & awareness;LC;no
437;Chaetophractus_villosus;0,000247166;4,943069537;4,943316703;2711,5;1023,5;1174,5;11,7611831;10,23197996;0,000463947;0,000526503;4,943265;104,9005947;Cingulata;CingulataFam;Chaetophractus;villosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4540;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;20;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;3119643,443;Chaetophractus villosus;Chaetophractus villosus;2.1;Site/area management;2 Land/water management;LC;yes
438;Chaetophractus_villosus;0,000247166;4,943069537;4,943316703;2711,5;1023,5;1174,5;11,7611831;10,23197996;0,000463947;0,000526503;4,943265;104,9005947;Cingulata;CingulataFam;Chaetophractus;villosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4540;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;20;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;3119643,443;Chaetophractus villosus;Chaetophractus villosus;3.1;Species management;3 Species management;LC;yes
439;Chaetophractus_villosus;0,000247166;4,943069537;4,943316703;2711,5;1023,5;1174,5;11,7611831;10,23197996;0,000463947;0,000526503;4,943265;104,9005947;Cingulata;CingulataFam;Chaetophractus;villosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4540;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;20;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;3119643,443;Chaetophractus villosus;Chaetophractus villosus;3.1.1;Harvest management;3 Species management;LC;yes
440;Chalinolobus_tuberculatus;0,211387;4,016353;4,22774;985;1346;1440;5,115318348;6,223645295;2,35E-07;3,45E-07;4,22774;88,3754906;Chiroptera;Vespertilionidae;Chalinolobus;tuberculatus;0;0;0;1;Taxonomic;PHYLACINE 1.2;8,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;428368,9504;Chalinolobus tuberculatus;Chalinolobus tuberculatus;none;none;None;VU;no
441;Cheirogaleus_medius;0,000305436;6,108404585;6,10871002;2537;776;882;10,0821209;11,09011378;4,74E-05;6,14E-05;6,00178;92,72945956;Primates;Cheirogaleidae;Cheirogaleus;medius;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;181;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;LC;No;80;0;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;456306,0558;Cheirogaleus medius;Cheirogaleus medius;2.1;Site/area management;2 Land/water management;LC;no
442;Cheiromeles_parvidens;0,000754217;15,08358926;15,08434348;2057,5;116,5;134,5;28,76259735;29,08119733;0,000165055;0,000222154;15,082905;89,93013092;Chiroptera;Molossidae;Cheiromeles;parvidens;0;0;0;1;Taxonomic;PHYLACINE 1.2;114,6;Assumed isometric based on forearm length;Fieldiana Zoology 69: 1-44 (1992);Cheiromeles_torquatus;Fieldiana Zoology 69: 1-44 (1992);Occurs only on isolated islands;LC;No;0;0;100;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;1266482,114;Cheiromeles parvidens;Cheiromeles parvidens;none;none;None;LC;no
443;Cheiromeles_torquatus;0,000754217;15,08358926;15,08434348;2057,5;116,5;134,5;28,76259735;29,08119733;0,000165055;0,000222154;15,082905;89,93013092;Chiroptera;Molossidae;Cheiromeles;torquatus;0;0;0;1;Taxonomic;PHYLACINE 1.2;163,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2207031,331;Cheiromeles torquatus;Cheiromeles torquatus;2.1;Site/area management;2 Land/water management;LC;no
444;Cheiromeles_torquatus;0,000754217;15,08358926;15,08434348;2057,5;116,5;134,5;28,76259735;29,08119733;0,000165055;0,000222154;15,082905;89,93013092;Chiroptera;Molossidae;Cheiromeles;torquatus;0;0;0;1;Taxonomic;PHYLACINE 1.2;163,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2207031,331;Cheiromeles torquatus;Cheiromeles torquatus;4.3;Awareness & communications;4 Education & awareness;LC;no
445;Chibchanomys_orcesi;0,292925474;5,565584002;5,858509476;893;876;940;8,69280903;9,569065708;1,80E-06;2,56E-06;5,85837;76,79097183;Rodentia;Cricetidae;Chibchanomys;orcesi;1;0;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;37,5;Reported;Bulletin of the British Museum. Zoology 63: 123-128(1997);NA;NA;Occurs on mainland;DD;No;0;20;80;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Chibchanomys orcesi;Chibchanomys orcesi;none;none;None;VU;no
446;Chibchanomys_trichotis;0,000307001;6,139719999;6,140027;2536;774;876;8,69280903;9,569065708;1,80E-06;2,56E-06;5,85837;76,79097183;Rodentia;Cricetidae;Chibchanomys;trichotis;1;0;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;50;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;20;80;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;111748,4218;Chibchanomys trichotis;Chibchanomys trichotis;none;none;None;LC;no
447;Chilomys_instans;0,000377431;7,548248803;7,548626235;2385;557;637;8,784285458;9,971510746;5,36E-07;7,66E-07;7,507385;76,60066318;Rodentia;Cricetidae;Chilomys;instans;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;19;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;521492,6353;Chilomys instans;Chilomys instans;none;none;None;LC;no
448;Chilonatalus_micropus;0,03097794;7,713506979;7,744484919;1488,5;535,5;610,5;14,74677265;16,26306997;0,000110905;0,000145742;7,71974;90,08533537;Chiroptera;Natalidae;Chilonatalus;micropus;0;0;0;1;Taxonomic;PHYLACINE 1.2;3,5;Reported;Bulletin of the American Museum of Natural History 353:1-140 (2011);NA;NA;Occurs only on isolated islands;NT;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;512180,2668;Chilonatalus micropus;Chilonatalus micropus;2.1;Site/area management;2 Land/water management;NT;no
449;Chilonatalus_tumidifrons;0,03097794;7,713506979;7,744484919;1488,5;535,5;610,5;14,74677265;16,26306997;0,000110905;0,000145742;7,71974;90,08533537;Chiroptera;Natalidae;Chilonatalus;tumidifrons;0;0;0;1;Taxonomic;PHYLACINE 1.2;3,3;Reported;Bulletin of the American Museum of Natural History 353:1-140 (2011);NA;NA;Occurs only on isolated islands;NT;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;102436,0534;Chilonatalus tumidifrons;Chilonatalus tumidifrons;2.1;Site/area management;2 Land/water management;NT;no
450;Chinchilla_chinchilla;4,108848072;5,674123528;9,7829716;117,5;858,5;430,5;14,25784814;13,97897168;5,14E-05;7,07E-05;5,605185;87,33832566;Rodentia;Chinchillidae;Chinchilla;chinchilla;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;586679,2147;Chinchilla chinchilla;Chinchilla chinchilla;1.1;Site/area protection;1 Land/water protection;EN;no
451;Chinchilla_chinchilla;4,108848072;5,674123528;9,7829716;117,5;858,5;430,5;14,25784814;13,97897168;5,14E-05;7,07E-05;5,605185;87,33832566;Rodentia;Chinchillidae;Chinchilla;chinchilla;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;586679,2147;Chinchilla chinchilla;Chinchilla chinchilla;2.1;Site/area management;2 Land/water management;EN;no
452;Chinchilla_lanigera;4,108848072;5,674123528;9,7829716;117,5;858,5;430,5;14,25784814;13,97897168;5,14E-05;7,07E-05;5,605185;87,33832566;Rodentia;Chinchillidae;Chinchilla;lanigera;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;417;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;74498,94789;Chinchilla lanigera;Chinchilla lanigera;1.1;Site/area protection;1 Land/water protection;EN;no
453;Chionomys_nivalis;0,000225442;4,508614561;4,508840003;2810;1160;1330;5,994459184;6,83125567;3,03E-07;4,35E-07;4,50884;76,72049449;Rodentia;Cricetidae;Chionomys;nivalis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;54;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2607463,176;Chionomys nivalis;Chionomys nivalis;none;none;None;LC;no
454;Chiromyscus_chiropus;0,00034453;6,890261095;6,890605625;2445;648;737;7,70796856;9,052516937;5,86E-07;8,34E-07;6,520105;76,5504359;Rodentia;Muridae;Chiromyscus;chiropus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;77,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;62;0;38;Imputed 000 Species;PHYLACINE 1.2;744989,4789;Chiromyscus chiropus;Chiromyscus chiropus;none;none;None;LC;no
455;Chironectes_minimus;0,000698481;13,96891652;13,969615;2079;140;167;15,21411304;18,14095094;0,001359718;0,001382494;13,969615;181,4388693;Didelphimorphia;Didelphidae;Chironectes;minimus;1;0;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;946;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;20;30;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8381131,638;Chironectes minimus;Chironectes minimus;none;none;None;LC;no
456;Chiropotes_chiropotes;0,000336613;6,731922052;6,732258665;2466;676;766;7,98081744;7,97994925;5,11E-05;6,41E-05;3,914455;91,33150224;Primates;Pitheciidae;Chiropotes;chiropotes;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3174;Assumed isometric based on head-body length;Fieldiana Zoology 27: 1-46 (1985);Chiropotes_satanas;Fieldiana Zoology 27: 1-46 (1985);Occurs on mainland;LC;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1778662,381;Chiropotes chiropotes;Chiropotes chiropotes;2.1;Site/area management;2 Land/water management;LC;no
457;Chlamyphorus_truncatus;0,000675653;13,51239282;13,51306848;2087,5;155,5;179,5;21,15473285;22,18998766;0,001098938;0,001257087;13,51253;104,9084016;Cingulata;CingulataFam;Chlamyphorus;truncatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;44,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;605303,9516;Chlamyphorus truncatus;Chlamyphorus truncatus;1.1;Site/area protection;1 Land/water protection;LC;no
458;Chlamyphorus_truncatus;0,000675653;13,51239282;13,51306848;2087,5;155,5;179,5;21,15473285;22,18998766;0,001098938;0,001257087;13,51253;104,9084016;Cingulata;CingulataFam;Chlamyphorus;truncatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;44,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;605303,9516;Chlamyphorus truncatus;Chlamyphorus truncatus;1.2;Resource & habitat protection;1 Land/water protection;LC;no
459;Chlamyphorus_truncatus;0,000675653;13,51239282;13,51306848;2087,5;155,5;179,5;21,15473285;22,18998766;0,001098938;0,001257087;13,51253;104,9084016;Cingulata;CingulataFam;Chlamyphorus;truncatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;44,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;605303,9516;Chlamyphorus truncatus;Chlamyphorus truncatus;2.1;Site/area management;2 Land/water management;LC;no
460;Chlamyphorus_truncatus;0,000675653;13,51239282;13,51306848;2087,5;155,5;179,5;21,15473285;22,18998766;0,001098938;0,001257087;13,51253;104,9084016;Cingulata;CingulataFam;Chlamyphorus;truncatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;44,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;605303,9516;Chlamyphorus truncatus;Chlamyphorus truncatus;2.2;Invasive/problematic species control;2 Land/water management;LC;no
