;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;code;title;species_currentIUCN.y;conservation_classification;Imputed.Status;introduced
4427;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;5.1.2;National level;Spilogale pygmaea;5 Law & policy;VU;no
4428;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;5.4;Compliance and enforcement;Spilogale pygmaea;5 Law & policy;VU;no
4429;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;5.4.2;National level;Spilogale pygmaea;5 Law & policy;VU;no
4430;Srilankamys_ohiensis;0,4573932;8,6904708;9,147864;758;451;480;9,834633471;11,04047185;1,06E-06;1,50E-06;8,821595;76,52257689;Rodentia;Muridae;Srilankamys;ohiensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;125,5;Assumed isometric based on centroid size;Hystrix Italian Journal of Mammalogy 10: 131-143 (2000);Stenocephalemys_griseicauda;Hystrix Italian Journal of Mammalogy 10: 131-143 (2000);Occurs on large land bridge islands;VU;No;66;1;33;Imputed 000 Species;PHYLACINE 1.2;18624,73697;Srilankamys ohiensis;2.1;Site/area management;Srilankamys ohiensis;2 Land/water management;VU;no
4431;Steatomys_jacksoni;0,329769674;0,455396217;0,785165892;851;4980;4766;2,800204081;2,126778411;1,21E-06;1,72E-06;0,785105;78,08870836;Rodentia;Nesomyidae;Steatomys;jacksoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;33,4;Reported;Global Ecology and Biogeography 18: 19-29 (2009);NA;NA;Occurs on mainland;DD;No;70;0;30;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Steatomys jacksoni;none;none;Steatomys jacksoni;None;EN;no
4432;Stenocephalemys_ruppi;0,096049619;1,824942756;1,920992375;1223;2941;3137;4,730752651;4,226444331;2,20E-07;3,14E-07;1,920855;76,4633279;Rodentia;Muridae;Stenocephalemys;ruppi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;49;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;20;0;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Stenocephalemys ruppi;none;none;Stenocephalemys ruppi;None;VU;no
4433;Strigocuscus_celebensis;0,360380772;6,847234675;7,207615448;828;653;691;11,27119701;15,4991176;0,000709424;0,000787752;6,772125;181,1302288;Diprotodontia;Phalangeridae;Strigocuscus;celebensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;465618,4243;Strigocuscus celebensis;none;none;Strigocuscus celebensis;None;VU;no
4434;Sturnira_mistratensis;0,364001399;0,502668598;0,866669997;824;4914;4617;2,963626536;2,366426445;1,65E-07;2,42E-07;0,836745;89,25703316;Chiroptera;Phyllostomidae;Sturnira;mistratensis;0;0;0;1;Taxonomic;PHYLACINE 1.2;20,1;Assumed isometric based on forearm length;Gardner Al. Mammals of South America Volume 1 Marsupial Shrews and Bats (2008);Sturnira_bogotensis;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;DD;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;9312,368487;Sturnira mistratensis;none;none;Sturnira mistratensis;None;EN;no
4435;Sturnira_nana;2,031669101;2,805638282;4,837307383;268;2023;1214;6,592751535;7,834362697;9,97E-07;1,45E-06;4,83669;89,2600519;Chiroptera;Phyllostomidae;Sturnira;nana;0;0;0;1;Taxonomic;PHYLACINE 1.2;10,9;Assumed isometric based on forearm length;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Sturnira_erythromos;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Sturnira nana;2.1;Site/area management;Sturnira nana;2 Land/water management;EN;no
4436;Styloctenium_mindorensis;0,678163261;0,93651117;1,61467443;641;4233;3492;4,517536927;4,321586209;1,27E-05;1,61E-05;1,59367;90,09191198;Chiroptera;Pteropodidae;Styloctenium;mindorensis;0;0;0;1;Taxonomic;PHYLACINE 1.2;212;Reported;Journal of Mammalogy 86: 951-958 (2007);NA;NA;Occurs only on isolated islands;DD;No;100;0;0;Imputed 000 Species;PHYLACINE 1.2;9312,368487;Styloctenium mindorensis;1.1;Site/area protection;Styloctenium mindorensis;1 Land/water protection;EN;no
4437;Styloctenium_mindorensis;0,678163261;0,93651117;1,61467443;641;4233;3492;4,517536927;4,321586209;1,27E-05;1,61E-05;1,59367;90,09191198;Chiroptera;Pteropodidae;Styloctenium;mindorensis;0;0;0;1;Taxonomic;PHYLACINE 1.2;212;Reported;Journal of Mammalogy 86: 951-958 (2007);NA;NA;Occurs only on isolated islands;DD;No;100;0;0;Imputed 000 Species;PHYLACINE 1.2;9312,368487;Styloctenium mindorensis;2.1;Site/area management;Styloctenium mindorensis;2 Land/water management;EN;no
4438;Suncus_aequatorius;1,109278339;1,531860563;2,641138902;488;3302;2414;7,777699389;7,035974215;3,13E-05;4,03E-05;2,49295;92,3177235;Eulipotyphla;Soricidae;Suncus;aequatorius;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8,8;Reported;Mammalian biology 69: 289-301 (2004);NA;NA;Occurs on mainland;EN;No;0;21;79;Imputed 000 Species;PHYLACINE 1.2;9312,368487;Suncus aequatorius;1.1;Site/area protection;Suncus aequatorius;1 Land/water protection;EN;no
4439;Suncus_aequatorius;1,109278339;1,531860563;2,641138902;488;3302;2414;7,777699389;7,035974215;3,13E-05;4,03E-05;2,49295;92,3177235;Eulipotyphla;Soricidae;Suncus;aequatorius;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8,8;Reported;Mammalian biology 69: 289-301 (2004);NA;NA;Occurs on mainland;EN;No;0;21;79;Imputed 000 Species;PHYLACINE 1.2;9312,368487;Suncus aequatorius;2.1;Site/area management;Suncus aequatorius;2 Land/water management;EN;no
4440;Suncus_ater;0,134971853;2,564465213;2,699437066;1111;2226;2377;7,093080027;6,319576784;2,84E-05;3,73E-05;2,623335;92,18355497;Eulipotyphla;Soricidae;Suncus;ater;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;11,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;DD;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Suncus ater;2.1;Site/area management;Suncus ater;2 Land/water management;VU;no
4441;Suncus_dayi;4,7621385;6,576286501;11,338425;100;698;335;13,98058003;18,14139893;8,18E-05;0,000104271;10,723175;92,13438133;Eulipotyphla;Soricidae;Suncus;dayi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;9,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Suncus dayi;1.1;Site/area protection;Suncus dayi;1 Land/water protection;EN;no
4442;Suncus_dayi;4,7621385;6,576286501;11,338425;100;698;335;13,98058003;18,14139893;8,18E-05;0,000104271;10,723175;92,13438133;Eulipotyphla;Soricidae;Suncus;dayi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;9,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Suncus dayi;2.1;Site/area management;Suncus dayi;2 Land/water management;EN;no
4443;Suncus_fellowesgordoni;0,94872151;1,310139228;2,258860738;543;3637;2788;7,87212217;6,178705934;3,43E-05;4,37E-05;2,21447;92,1724327;Eulipotyphla;Soricidae;Suncus;fellowesgordoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3,7;Imputed;PHYLACINE 1.2;NA;NA;Occurs on large land bridge islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Suncus fellowesgordoni;1.1;Site/area protection;Suncus fellowesgordoni;1 Land/water protection;EN;no
4444;Suncus_fellowesgordoni;0,94872151;1,310139228;2,258860738;543;3637;2788;7,87212217;6,178705934;3,43E-05;4,37E-05;2,21447;92,1724327;Eulipotyphla;Soricidae;Suncus;fellowesgordoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3,7;Imputed;PHYLACINE 1.2;NA;NA;Occurs on large land bridge islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Suncus fellowesgordoni;2.1;Site/area management;Suncus fellowesgordoni;2 Land/water management;EN;no
4445;Suncus_mertensi;1,11315197;1,537209863;2,650361832;486;3295;2404;7,922589672;7,165525007;2,96E-05;3,81E-05;2,080175;92,20167536;Eulipotyphla;Soricidae;Suncus;mertensi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Suncus mertensi;1.1;Site/area protection;Suncus mertensi;1 Land/water protection;EN;no
4446;Suncus_mertensi;1,11315197;1,537209863;2,650361832;486;3295;2404;7,922589672;7,165525007;2,96E-05;3,81E-05;2,080175;92,20167536;Eulipotyphla;Soricidae;Suncus;mertensi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Suncus mertensi;2.1;Site/area management;Suncus mertensi;2 Land/water management;EN;no
4447;Suncus_montanus;0,131074758;2,49042041;2,621495169;1121;2291;2438;8,348057227;7,436325114;3,23E-05;4,19E-05;2,42982;92,12882733;Eulipotyphla;Soricidae;Suncus;montanus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;18;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;93123,68487;Suncus montanus;1.1;Site/area protection;Suncus montanus;1 Land/water protection;VU;no
4448;Suncus_montanus;0,131074758;2,49042041;2,621495169;1121;2291;2438;8,348057227;7,436325114;3,23E-05;4,19E-05;2,42982;92,12882733;Eulipotyphla;Soricidae;Suncus;montanus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;18;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;93123,68487;Suncus montanus;2.1;Site/area management;Suncus montanus;2 Land/water management;VU;no
4449;Suncus_zeylanicus;0,90995624;1,256606236;2,166562476;551;3709;2870;7,489468613;6,402082244;2,87E-05;3,72E-05;2,057815;92,21871566;Eulipotyphla;Soricidae;Suncus;zeylanicus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;29,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;46561,84243;Suncus zeylanicus;1.1;Site/area protection;Suncus zeylanicus;1 Land/water protection;EN;no
4450;Suncus_zeylanicus;0,90995624;1,256606236;2,166562476;551;3709;2870;7,489468613;6,402082244;2,87E-05;3,72E-05;2,057815;92,21871566;Eulipotyphla;Soricidae;Suncus;zeylanicus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;29,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;EN;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;46561,84243;Suncus zeylanicus;2.1;Site/area management;Suncus zeylanicus;2 Land/water management;EN;no
4451;Sundamys_maxi;0,903732461;1,248011494;2,151743955;554;3724;2878;4,403097179;4,267845426;1,35E-07;1,92E-07;2,15173;76,49148881;Rodentia;Muridae;Sundamys;maxi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;361;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;EN;No;70;10;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;46561,84243;Sundamys maxi;2.1;Site/area management;Sundamys maxi;2 Land/water management;EN;no
4452;Sundasciurus_davensis;0,441438514;0,609605566;1,05104408;775;4763;4348;3,063608681;2,383079773;1,91E-06;2,62E-06;0,98714;86,88687423;Rodentia;Sciuridae;Sundasciurus;davensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;240,7;Reported;Journal of Mammalogy 89: 852-873 (2008);NA;NA;Occurs only on isolated islands;DD;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sundasciurus davensis;none;none;Sundasciurus davensis;None;EN;no
4453;Sundasciurus_rabori;0,394006661;0,544104436;0,938111097;806;4875;4533;2,995815609;2,643790826;2,12E-06;2,92E-06;0,899905;86,88696659;Rodentia;Sciuridae;Sundasciurus;rabori;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;163;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;DD;No;90;0;10;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sundasciurus rabori;none;none;Sundasciurus rabori;None;EN;no
4454;Surdisorex_polulus;3,081121859;4,254882567;7,336004426;163;1250;674;12,90957337;14,23884014;0,000109287;0,000139242;6,236875;92,46711593;Eulipotyphla;Soricidae;Surdisorex;polulus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;9;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;0;0;100;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Surdisorex polulus;none;none;Surdisorex polulus;None;EN;no
4455;Surdisorex_schlitteri;3,072459165;4,2429198;7,315378965;165;1253;679;12,67202825;13,93173061;0,000106278;0,000135256;6,166995;92,46711912;Eulipotyphla;Soricidae;Surdisorex;schlitteri;1;0;0;0;Imputed;PHYLACINE 1.2;9,2;Imputed;PHYLACINE 1.2;NA;NA;Occurs on mainland;DD;No;0;2;98;Imputed 000 Species;PHYLACINE 1.2;9312,368487;Surdisorex schlitteri;none;none;Surdisorex schlitteri;None;EN;no
